SEZIONE,MUNICIPIO,TOTALE,PECORILLI SONIA,ROCCA FRANCESCO,RINALDI ROSA,BIANCHI DONATELLA,D'AMATO ALESSIO,AFFLUENZA
1645,9,266,2,97,5,43,119,0.3384223918575064
1646,9,189,1,65,3,22,98,0.14072970960536113
1647,9,169,2,56,6,27,78,0.13717532467532467
1648,9,320,2,140,2,36,140,0.4015056461731493
1649,9,335,1,150,4,39,141,0.39880952380952384
1650,9,330,7,144,2,46,131,0.34591194968553457
1651,9,352,1,137,2,50,162,0.3826086956521739
1652,9,477,9,174,3,66,225,0.39650872817955113
1653,9,426,3,188,11,60,164,0.39738805970149255
1654,9,229,2,112,2,33,80,0.21401869158878506
1655,9,320,4,124,6,40,146,0.463768115942029
1656,9,302,3,132,3,46,118,0.4434654919236417
1657,9,264,6,129,3,39,87,0.3870967741935484
1658,9,312,1,137,1,24,149,0.45481049562682213
1659,9,294,3,139,4,25,123,0.4336283185840708
1660,9,238,2,114,1,29,92,0.2117437722419929
1661,9,239,4,111,1,25,98,0.19074221867517957
1662,9,276,1,141,2,27,105,0.2787878787878788
1663,9,246,1,123,0,32,90,0.2111587982832618
1664,9,345,0,163,3,15,164,0.4141656662665066
1665,9,318,2,135,2,29,150,0.4767616191904048
1666,9,249,1,114,0,14,120,0.22432432432432434
1667,9,265,0,136,3,28,98,0.3635116598079561
1668,9,391,0,186,6,68,131,0.359375
1669,9,361,3,191,3,30,134,0.3792016806722689
1670,9,262,7,131,6,39,79,0.3802612481857765
1671,9,257,8,100,4,50,95,0.37409024745269287
1672,9,222,3,92,4,35,88,0.19456617002629273
1673,9,156,6,68,5,26,51,0.13209144792548688
1674,9,288,1,114,2,58,113,0.37844940867279897
1675,9,201,3,96,6,31,65,0.33278145695364236
1676,9,185,1,85,4,43,52,0.1513911620294599
1677,9,351,3,183,4,31,130,0.3706441393875396
1678,9,382,6,169,10,63,134,0.38742393509127787
1679,9,280,4,95,3,56,122,0.4166666666666667
1680,9,198,6,91,4,44,53,0.31781701444622795
1681,9,173,1,84,4,30,54,0.25181950509461426
1682,9,291,5,106,2,52,126,0.44359756097560976
1683,9,246,4,123,3,39,77,0.328
1684,9,203,2,101,1,31,68,0.2985294117647059
1685,9,281,3,126,4,43,105,0.3431013431013431
1686,9,296,1,108,1,45,141,0.3378995433789954
1687,9,426,3,142,11,81,189,0.46405228758169936
1688,9,344,2,155,0,59,128,0.46174496644295304
1689,9,227,6,118,2,28,73,0.274818401937046
1690,9,348,7,144,5,43,149,0.4
1691,9,333,8,128,7,44,146,0.5138888888888888
1692,9,381,8,163,4,50,156,0.4105603448275862
1693,9,413,5,223,7,65,113,0.3967339097022094
1694,9,300,8,126,4,64,98,0.44052863436123346
1695,9,234,0,102,2,38,92,0.39195979899497485
1696,9,313,0,137,1,68,107,0.37985436893203883
1697,9,351,2,178,3,32,136,0.3567073170731707
1698,9,38,0,32,0,2,4,0.04021164021164021
1699,1,264,4,89,2,25,144,0.32116788321167883
1700,1,271,1,97,3,15,155,0.3417402269861286
1701,1,210,0,97,0,6,107,0.1935483870967742
1702,1,271,2,147,0,7,115,0.3249400479616307
1703,1,289,0,123,2,6,158,0.358560794044665
1704,1,186,0,69,2,18,97,0.16970802919708028
1705,1,163,1,80,0,6,76,0.25709779179810727
1706,1,268,2,104,0,19,143,0.30248306997742663
1707,1,296,1,124,5,37,129,0.36363636363636365
1708,1,219,2,78,3,15,121,0.26674786845310594
1709,1,280,3,59,2,26,190,0.3259604190919674
1710,1,255,6,53,4,30,162,0.35614525139664804
1711,1,231,2,78,2,11,138,0.22063037249283668
1712,1,392,3,81,6,29,273,0.44954128440366975
1713,1,357,3,82,5,28,239,0.43012048192771085
1714,1,304,6,78,3,46,171,0.2807017543859649
1715,1,276,6,84,8,37,141,0.2574626865671642
1716,1,292,3,85,2,25,177,0.35828220858895704
1717,1,314,2,84,4,36,188,0.29706717123935666
1718,1,193,1,60,6,10,116,0.18363463368220742
1719,1,329,2,145,3,35,144,0.4575799721835883
1720,1,312,5,120,3,18,166,0.4297520661157025
1721,1,237,1,136,1,24,75,0.24661810613943808
1722,13,297,6,106,6,28,151,0.4051841746248295
1723,13,314,3,118,5,30,158,0.42091152815013405
1724,13,318,2,136,3,22,155,0.33403361344537813
1725,13,401,6,188,7,34,166,0.34778837814397223
1726,13,329,2,161,3,27,136,0.41857506361323155
1727,13,305,2,167,1,30,105,0.400262467191601
1728,13,393,5,145,1,37,205,0.41281512605042014
1729,13,327,10,125,7,39,146,0.340625
1730,14,107,1,66,1,19,20,0.11263157894736842
1731,13,389,0,188,2,30,169,0.41120507399577166
1732,13,441,3,213,6,46,173,0.4294060370009737
1733,13,342,1,184,0,31,126,0.3842696629213483
1734,13,390,0,180,5,26,179,0.40625
1735,13,369,3,168,1,25,172,0.3137755102040816
1736,13,358,0,176,0,37,145,0.4508816120906801
1737,13,424,3,192,5,48,176,0.451063829787234
1738,13,430,3,176,6,43,202,0.450261780104712
1739,13,361,0,189,1,26,145,0.3852721451440768
1740,13,359,0,187,3,22,147,0.3949394939493949
1741,13,360,2,151,2,34,171,0.39603960396039606
1742,13,366,7,156,1,23,179,0.3948220064724919
1743,13,361,4,161,6,31,159,0.378803777544596
1744,13,347,2,159,0,27,159,0.3956670467502851
1745,13,322,3,147,2,27,143,0.3960639606396064
1746,13,330,1,147,4,36,142,0.36464088397790057
1747,13,341,1,162,1,32,145,0.3616118769883351
1748,13,337,1,169,8,32,127,0.3914053426248548
1749,13,354,10,166,2,27,149,0.41451990632318503
1750,13,300,3,141,4,24,128,0.32537960954446854
1751,13,249,4,105,4,34,102,0.29054842473745623
1752,13,282,5,130,4,30,113,0.319365798414496
1753,13,386,5,117,12,48,204,0.3836978131212724
1754,13,289,2,109,3,23,152,0.3004158004158004
1755,10,397,0,225,1,48,123,0.31913183279742763
1756,13,444,5,176,6,32,225,0.42940038684719534
1757,6,262,4,154,4,40,60,0.27094105480868663
1758,13,374,2,165,4,35,168,0.40476190476190477
1759,13,333,5,140,4,45,139,0.3
1760,13,374,2,183,3,32,154,0.4489795918367347
1761,13,352,3,155,4,32,158,0.4074074074074074
1762,3,363,2,201,1,23,136,0.3644578313253012
1763,13,129,0,60,1,10,58,0.1643312101910828
1764,1,334,1,119,3,30,181,0.4143920595533499
1765,1,332,8,144,1,32,147,0.42509603072983354
1766,1,315,3,147,4,32,129,0.3957286432160804
1767,1,301,5,111,3,34,148,0.3819796954314721
1768,1,268,3,123,4,29,109,0.3884057971014493
1769,1,324,7,138,1,38,140,0.42408376963350786
1770,1,347,1,132,2,34,178,0.41807228915662653
1771,1,330,4,130,2,51,143,0.4074074074074074
1772,1,302,3,150,2,20,127,0.4
1773,1,312,0,132,2,22,156,0.3329775880469584
1774,1,358,6,131,12,44,165,0.46736292428198434
1775,1,348,3,156,6,29,154,0.4177671068427371
1776,1,354,6,145,2,37,164,0.4097222222222222
1777,1,290,2,120,2,36,130,0.29591836734693877
1778,1,284,3,129,2,27,123,0.37467018469656993
1779,1,314,2,132,4,36,140,0.3944723618090452
1780,1,367,4,185,5,46,127,0.43227326266195526
1781,1,345,4,151,7,25,158,0.38633818589025753
1782,1,278,2,98,3,37,138,0.37215528781793844
1783,14,451,2,160,5,29,255,0.43617021276595747
1784,14,397,4,172,1,28,192,0.39036381514257623
1785,14,528,3,226,5,44,250,0.4254633360193392
1786,14,416,4,134,5,41,232,0.342668863261944
1787,14,430,8,202,3,37,180,0.40913415794481445
1788,14,441,2,146,2,33,258,0.4721627408993576
1789,14,360,2,144,0,30,184,0.3829787234042553
1790,14,437,2,217,0,27,191,0.4409687184661958
1791,14,440,3,181,1,17,238,0.421455938697318
1792,14,417,3,228,0,28,158,0.4028985507246377
1793,14,421,3,202,5,20,191,0.39530516431924884
1794,14,358,2,161,2,21,172,0.34622823984526113
1795,14,500,3,216,2,21,258,0.46511627906976744
1796,14,419,3,202,0,27,187,0.41691542288557215
1797,14,425,2,208,0,35,180,0.44642857142857145
1798,14,410,0,206,5,21,178,0.38936372269705605
1799,14,365,2,179,2,17,165,0.41149943630214203
1800,14,383,1,163,0,27,192,0.45758661887694146
1801,14,415,0,215,4,21,175,0.4196157735085945
1802,14,373,3,190,5,10,165,0.4158305462653289
1803,14,401,5,171,1,29,195,0.40793489318413023
1804,14,488,1,217,6,15,249,0.44363636363636366
1805,14,423,1,183,5,27,207,0.4083011583011583
1806,14,423,6,233,7,18,159,0.3845454545454545
1807,14,416,5,189,6,35,181,0.43243243243243246
1808,14,439,5,190,4,21,219,0.41769743101807805
1809,14,242,3,116,3,22,98,0.40266222961730447
1810,14,436,3,195,3,44,191,0.3996333638863428
1811,14,218,1,114,1,23,79,0.42829076620825146
1812,10,166,3,81,2,28,52,0.16666666666666666
1813,10,322,4,167,0,46,105,0.33717277486910996
1814,10,254,4,124,6,37,83,0.248046875
1815,10,350,3,185,0,59,103,0.3465346534653465
1816,10,252,5,117,1,38,91,0.23661971830985915
1817,10,279,2,129,2,46,100,0.2939936775553214
1818,10,297,3,127,3,58,106,0.3207343412526998
1819,10,292,4,144,0,50,94,0.34032634032634035
1820,10,290,7,143,1,52,87,0.31317494600431967
1821,10,281,2,132,3,57,87,0.29516806722689076
1822,10,267,2,127,1,58,79,0.32285368802902054
1823,10,315,2,144,2,57,110,0.3372591006423983
1824,10,248,3,120,2,42,81,0.24124513618677043
1825,10,208,5,104,2,33,64,0.2318840579710145
1826,10,223,2,121,3,29,68,0.30674002751031637
1827,10,212,1,116,0,42,53,0.24651162790697675
1828,10,242,4,123,2,44,69,0.28074245939675174
1829,10,353,4,200,3,41,105,0.35477386934673366
1830,10,299,7,130,2,49,111,0.3530106257378985
1831,10,282,2,144,0,44,92,0.2630597014925373
1832,10,285,5,149,1,40,90,0.27325023969319273
1833,10,304,3,141,2,38,120,0.3183246073298429
1834,10,282,3,130,4,56,89,0.3333333333333333
1835,10,258,7,109,0,56,86,0.2945205479452055
1836,10,247,3,126,4,30,84,0.2930011862396204
1837,10,321,3,160,1,62,95,0.33264248704663213
1838,10,336,4,164,0,59,109,0.3582089552238806
1839,10,266,6,136,0,63,61,0.26706827309236947
1840,10,284,2,134,2,42,104,0.28891149542217703
1841,10,348,2,183,1,61,101,0.34626865671641793
1842,10,250,3,117,3,51,76,0.2612330198537095
1843,10,219,2,117,0,38,62,0.24829931972789115
1844,10,156,0,83,1,38,34,0.2082777036048064
1845,10,150,3,73,4,32,38,0.16910935738444194
1846,10,161,3,92,1,27,38,0.175
1847,10,377,2,235,4,34,102,0.30135891286970423
1848,10,195,3,87,2,54,49,0.20418848167539266
1849,10,142,1,61,1,49,30,0.17253948967193194
1850,10,230,5,119,2,44,60,0.219256434699714
1851,10,213,4,110,3,32,64,0.2063953488372093
1852,10,255,3,128,3,33,88,0.24079320113314448
1853,10,309,4,144,3,43,115,0.24273369992144542
1854,10,318,2,109,4,59,144,0.36095346197502837
1855,10,263,2,95,7,45,114,0.3380462724935733
1856,10,355,1,141,6,77,130,0.3721174004192872
1857,10,370,0,149,4,74,143,0.3919491525423729
1858,10,309,3,102,4,52,148,0.28039927404718695
1859,10,345,4,138,7,57,139,0.36741214057507987
1860,10,333,2,159,0,46,126,0.2991913746630728
1861,10,282,4,132,4,38,104,0.34516523867809057
1862,10,229,1,101,5,37,85,0.22583826429980275
1863,10,419,2,172,1,70,174,0.408780487804878
1864,10,325,4,126,7,52,136,0.3551912568306011
1865,10,260,6,116,0,43,95,0.26078234704112335
1866,10,404,1,238,2,49,114,0.3347141673570837
1867,10,312,3,132,2,72,103,0.35374149659863946
1868,10,246,7,112,2,54,71,0.2914691943127962
1869,10,262,3,106,3,57,93,0.2997711670480549
1870,10,277,7,139,7,35,89,0.2815040650406504
1871,10,321,5,132,3,49,132,0.34516129032258064
1872,10,230,2,128,4,34,62,0.22286821705426357
1873,10,339,2,155,3,51,128,0.36807817589576547
1874,10,272,1,112,4,47,108,0.30804077010192527
1875,10,302,4,112,1,59,126,0.3723797780517879
1876,10,231,1,133,2,21,74,0.2398753894080997
1877,10,271,2,114,3,63,89,0.27794871794871795
1878,10,327,2,131,2,70,122,0.3569868995633188
1879,10,337,4,119,2,61,151,0.33201970443349754
1880,10,309,4,123,1,54,127,0.3635294117647059
1881,10,360,4,167,1,62,126,0.345489443378119
1882,10,334,2,149,3,72,108,0.38927738927738925
1883,10,244,3,116,1,62,62,0.18555133079847907
1884,10,371,6,160,3,83,119,0.363013698630137
1885,12,410,0,227,7,50,126,0.3374485596707819
1886,12,317,5,147,3,32,130,0.25543916196615635
1887,12,333,5,135,2,61,130,0.3415384615384615
1888,12,227,1,110,2,26,88,0.3188202247191011
1889,12,432,5,160,2,48,217,0.39380127620783956
1890,12,282,1,115,1,34,131,0.3290548424737456
1891,12,255,1,133,0,27,94,0.3413654618473896
1892,12,194,1,101,2,15,75,0.23950617283950618
1893,12,324,3,136,2,42,141,0.35294117647058826
1894,12,291,1,135,2,29,124,0.3716475095785441
1895,12,466,2,236,3,45,180,0.47213779128672745
1896,12,327,2,145,4,60,116,0.33469805527123847
1897,12,304,5,122,2,40,135,0.3877551020408163
1898,12,224,2,102,1,32,87,0.22695035460992907
1899,12,396,2,149,4,63,178,0.37218045112781956
1900,12,345,1,137,6,49,152,0.368196371398079
1901,12,288,8,137,2,39,102,0.33217993079584773
1902,12,282,3,119,3,36,121,0.31685393258426964
1903,12,243,3,91,3,38,108,0.33703190013869627
1904,12,245,3,87,2,24,129,0.3297442799461642
1905,12,341,2,176,3,25,135,0.40936374549819926
1906,12,285,1,105,0,28,151,0.3205849268841395
1907,12,239,2,103,7,19,108,0.22170686456400743
1908,12,354,1,156,8,33,156,0.39954853273137697
1909,10,395,1,235,3,42,114,0.3237704918032787
1910,12,281,5,112,2,35,127,0.35979513444302175
1911,12,149,1,70,2,18,58,0.11236802413273002
1912,12,247,4,103,9,30,101,0.2142237640936687
1913,12,265,4,132,5,26,98,0.35286284953395475
1914,12,266,6,116,4,35,105,0.3036529680365297
1915,12,224,2,109,3,26,84,0.17777777777777778
1916,12,226,1,129,0,23,73,0.24780701754385964
1917,12,267,2,108,5,38,114,0.25822050290135395
1918,12,284,1,151,2,29,101,0.31106243154435925
1919,12,320,1,137,1,30,151,0.40660736975857686
1920,11,443,1,252,5,45,140,0.3637110016420361
1921,11,300,1,131,2,49,117,0.3640776699029126
1922,10,211,3,128,5,23,52,0.23522853957636566
1923,11,298,3,164,1,33,97,0.3413516609392898
1924,11,294,2,147,9,38,98,0.35766423357664234
1925,11,363,4,171,5,51,132,0.3555337904015671
1926,11,306,2,142,4,53,105,0.2599830076465591
1927,11,325,3,157,3,41,121,0.3155339805825243
1928,11,306,4,141,2,36,123,0.2727272727272727
1929,11,267,5,127,6,42,87,0.246309963099631
1930,10,360,3,207,4,40,106,0.3090128755364807
1931,11,195,0,121,3,18,53,0.20418848167539266
1932,11,107,3,61,1,15,27,0.1671875
1933,14,303,4,154,0,49,96,0.2634782608695652
1934,11,262,3,123,2,39,95,0.33122629582806573
1935,11,336,1,175,4,34,122,0.3783783783783784
1936,11,249,4,142,1,24,78,0.23624288425047438
1937,13,385,3,206,3,34,139,0.380811078140455
1938,13,389,2,197,0,46,144,0.41693461950696675
1939,13,368,1,220,0,34,113,0.34749763928234184
1940,13,350,7,172,1,33,137,0.38209606986899564
1941,13,263,3,138,2,29,91,0.22790294627383015
1942,13,324,4,169,4,31,116,0.29535095715587967
1943,13,331,4,159,1,25,142,0.36293859649122806
1944,13,319,5,161,4,46,103,0.38855054811205847
1945,13,373,7,178,2,27,159,0.45212121212121215
1946,13,364,4,189,0,39,132,0.4013230429988975
1947,13,489,1,252,2,46,188,0.3896414342629482
1948,13,490,3,267,2,37,181,0.44464609800362975
1949,13,401,4,202,3,37,155,0.3855769230769231
1950,13,348,2,218,2,34,92,0.32132963988919666
1951,13,142,2,62,1,12,65,0.15026455026455027
1952,13,373,4,193,5,48,123,0.34314627414903404
1953,13,375,3,215,7,46,104,0.3283712784588441
1954,13,394,4,225,2,56,107,0.3678804855275444
1955,13,253,2,139,4,44,64,0.262993762993763
1956,13,271,4,156,8,33,70,0.29747530186608123
1957,13,311,0,202,1,49,59,0.30194174757281556
1958,13,268,3,146,2,41,76,0.28480340063761955
1959,13,367,2,219,2,39,105,0.38389121338912136
1960,13,294,3,179,3,35,74,0.3174946004319654
1961,13,266,4,162,0,40,60,0.3200962695547533
1962,13,252,2,174,1,20,55,0.27510917030567683
1963,13,140,4,94,2,9,31,0.1334604385128694
1964,10,25,0,17,0,0,8,0.020491803278688523
1965,10,336,4,179,2,48,103,0.2647754137115839
1966,10,415,2,248,4,49,112,0.33015115354017505
1967,10,377,2,235,1,44,95,0.2966168371361133
1968,10,353,3,218,4,37,91,0.305363321799308
1969,10,353,1,178,2,56,116,0.32806691449814124
1970,10,446,3,259,3,52,129,0.3417624521072797
1971,10,396,8,241,4,49,94,0.30068337129840544
1972,10,391,6,213,2,71,99,0.2973384030418251
1973,9,423,5,209,1,62,146,0.35132890365448505
1974,9,312,4,136,4,55,113,0.3365695792880259
1975,9,356,4,146,7,79,120,0.3577889447236181
1976,9,290,2,130,4,50,104,0.3172866520787746
1977,9,321,1,175,3,40,102,0.34929270946681173
1978,9,419,3,220,4,67,125,0.358426005132592
1979,10,407,5,213,3,75,111,0.3187157400156617
1980,10,259,3,141,3,43,69,0.2221269296740995
1981,10,336,3,197,4,56,76,0.2879177377892031
1982,10,319,6,166,5,65,77,0.2669456066945607
1983,10,335,5,187,0,43,100,0.30510018214936246
1984,10,301,2,178,1,57,63,0.27716390423572745
1985,10,366,9,131,3,72,151,0.34593572778827975
1986,10,284,8,139,3,54,80,0.31555555555555553
1987,10,231,8,101,4,44,74,0.2513601741022851
1988,10,254,2,123,4,43,82,0.31949685534591193
1989,10,339,5,164,5,65,100,0.32193732193732194
1990,10,291,4,137,4,43,103,0.31223175965665234
1991,10,209,1,98,5,48,57,0.2580246913580247
1992,10,217,3,108,2,45,59,0.2675709001233046
1993,10,152,3,73,2,29,45,0.18424242424242424
1994,10,244,6,122,3,42,71,0.2071307300509338
1995,10,245,5,118,2,59,61,0.2737430167597765
1996,10,290,1,143,1,50,95,0.31049250535331907
1997,10,298,0,146,5,31,116,0.3084886128364389
1998,10,287,3,140,2,42,100,0.2557932263814617
1999,10,315,2,193,0,41,79,0.26011560693641617
2000,10,332,8,134,1,63,126,0.3384301732925586
2001,10,461,5,198,5,108,145,0.3362509117432531
2002,10,381,1,180,5,58,137,0.36045411542100286
2003,10,296,2,146,0,73,75,0.2907662082514735
2004,10,326,2,154,2,65,103,0.2781569965870307
2005,10,395,4,166,3,71,151,0.2947761194029851
2006,10,295,4,121,1,68,101,0.3118393234672304
2007,10,204,1,90,5,32,76,0.20710659898477157
2008,10,413,7,187,3,59,157,0.34388009991673607
2009,10,306,4,149,4,60,89,0.3554006968641115
2010,10,230,1,110,3,48,68,0.2462526766595289
2011,10,147,2,85,1,25,34,0.13535911602209943
2012,10,181,3,92,1,43,42,0.21650717703349281
2013,10,331,2,189,3,56,81,0.2963294538943599
2014,10,240,2,119,5,46,68,0.30037546933667086
2015,10,285,3,134,8,35,105,0.29411764705882354
2016,10,308,2,161,3,39,103,0.2625745950554135
2017,10,352,7,168,5,54,118,0.3220494053064959
2018,10,269,3,137,0,29,100,0.30190796857463525
2019,10,463,10,182,7,69,195,0.4209090909090909
2020,10,293,2,126,0,50,115,0.2735760971055089
2021,10,342,6,175,2,30,129,0.3172541743970315
2022,10,304,2,155,3,39,105,0.26457789382071367
2023,10,335,2,170,1,54,108,0.3313550939663699
2024,10,261,3,126,2,36,94,0.34342105263157896
2025,10,388,0,205,0,34,149,0.39152371342078707
2026,10,322,5,159,2,69,87,0.3400211193241816
2027,10,287,5,138,2,56,86,0.3404507710557533
2028,10,324,4,137,5,64,114,0.3157894736842105
2029,10,289,5,142,2,47,93,0.32655367231638416
2030,10,208,5,116,1,37,49,0.2
2031,10,348,3,194,5,60,86,0.264638783269962
2032,10,382,3,204,2,73,100,0.3058446757405925
2033,10,332,1,166,3,53,109,0.33705583756345175
2034,10,390,4,241,2,46,97,0.3271812080536913
2035,10,368,5,166,3,54,140,0.37322515212981744
2036,10,442,2,204,3,53,180,0.4010889292196007
2037,10,313,3,153,1,26,130,0.32368148914167527
2038,10,337,3,196,2,19,117,0.3506763787721124
2039,10,318,1,159,4,36,118,0.31299212598425197
2040,10,318,3,140,2,25,148,0.3357972544878564
2041,10,288,0,165,0,18,105,0.263254113345521
2042,10,399,2,197,0,32,168,0.3915603532875368
2043,10,351,4,188,0,42,117,0.2922564529558701
2044,10,319,1,147,2,28,141,0.319
2045,10,349,1,214,3,33,98,0.34520276953511375
2046,10,308,2,184,3,52,67,0.2586062132661629
2047,10,256,7,137,1,45,66,0.2363804247460757
2048,10,264,0,144,1,48,71,0.28695652173913044
2049,10,350,3,173,7,60,107,0.3668763102725367
2050,10,299,4,113,4,74,104,0.3127615062761506
2051,10,414,4,164,0,73,173,0.3794683776351971
2052,10,414,1,165,8,74,166,0.372972972972973
2053,10,361,7,171,0,72,111,0.3150087260034904
2054,10,355,4,162,6,84,99,0.28286852589641437
2055,10,283,2,142,3,54,82,0.22585794094173983
2056,10,312,3,162,4,61,82,0.2439405785770133
2057,11,286,6,159,3,28,90,0.2765957446808511
2058,11,257,5,153,3,35,61,0.3002336448598131
2059,11,314,4,186,2,38,84,0.250199203187251
2060,11,279,1,179,2,31,66,0.2273838630806846
2061,11,379,1,202,2,57,117,0.3312937062937063
2062,11,329,2,184,5,48,90,0.3511205976520811
2063,11,293,1,149,4,64,75,0.265158371040724
2064,12,174,0,94,1,29,50,0.14987080103359174
2065,13,348,2,262,2,28,54,0.38839285714285715
2066,13,289,3,157,4,35,90,0.2934010152284264
2067,13,486,1,351,3,43,88,0.4129141886151232
2068,12,359,2,203,4,57,93,0.3176991150442478
2069,12,312,3,166,4,41,98,0.3298097251585624
2070,12,333,5,206,2,31,89,0.2851027397260274
2071,12,425,3,259,1,53,109,0.34893267651888343
2072,12,385,4,236,1,30,114,0.3434433541480821
2073,12,313,2,193,1,34,83,0.2966824644549763
2074,12,330,0,213,2,43,72,0.279424216765453
2075,12,310,0,198,0,42,70,0.2946768060836502
2076,13,383,4,236,8,49,86,0.28433556050482556
2077,13,364,4,237,1,28,94,0.3218390804597701
2078,14,349,2,184,2,52,109,0.3132854578096948
2079,14,350,2,190,6,46,106,0.2604166666666667
2080,14,269,2,147,2,50,68,0.24234234234234234
2081,14,467,3,262,1,76,125,0.3733013589128697
2082,14,333,5,204,0,35,89,0.2855917667238422
2083,14,393,5,237,0,49,102,0.3179611650485437
2084,14,444,8,233,6,74,123,0.3772302463891249
2085,14,307,4,170,5,38,90,0.25626043405676124
2086,13,327,0,190,3,43,91,0.2740989103101425
2087,13,291,2,168,0,33,88,0.35102533172496986
2088,13,288,2,135,3,45,103,0.3
2089,13,327,4,182,2,35,104,0.3129186602870813
2090,13,332,3,181,5,39,104,0.3738738738738739
2091,13,316,2,179,1,29,105,0.32179226069246436
2092,13,316,1,172,1,32,110,0.2950513538748833
2093,13,302,3,179,1,35,84,0.37702871410736577
2094,13,301,5,148,4,54,90,0.3858974358974359
2095,13,367,0,224,1,38,104,0.35424710424710426
2096,13,353,7,214,1,34,97,0.333648393194707
2097,13,211,1,149,1,8,52,0.3606837606837607
2098,13,267,4,178,2,22,61,0.2416289592760181
2099,14,300,1,192,2,35,70,0.26064291920069504
2100,14,280,5,171,0,37,67,0.2975557917109458
2101,14,272,5,188,5,26,48,0.2899786780383795
2102,14,333,3,234,2,39,55,0.27205882352941174
2103,1,278,1,141,2,12,122,0.37720488466757124
2104,14,307,1,179,12,36,79,0.26882661996497376
2105,1,289,1,139,5,13,131,0.3486127864897467
2106,1,261,0,151,0,12,98,0.3420707732634338
2107,1,252,2,152,0,10,88,0.3615494978479197
2108,1,198,1,98,0,10,89,0.1733800350262697
2109,1,342,2,177,4,18,141,0.35040983606557374
2110,6,268,1,177,1,21,68,0.21647819063004847
2111,1,397,3,215,2,19,158,0.3795411089866157
2112,1,320,1,169,0,17,133,0.3579418344519016
2113,1,206,1,129,1,7,68,0.2861111111111111
2114,1,266,3,94,1,24,144,0.2605288932419197
2115,1,294,2,124,3,12,153,0.35853658536585364
2116,1,245,2,101,5,11,126,0.3624260355029586
2117,1,238,1,116,5,15,101,0.3712948517940718
2118,1,185,2,72,0,16,95,0.18518518518518517
2119,1,307,5,129,5,15,153,0.40716180371352784
2120,1,194,0,92,1,6,95,0.22850412249705537
2121,1,339,0,174,2,18,145,0.4055023923444976
2122,1,322,0,169,0,15,138,0.4138817480719794
2123,1,293,3,113,5,12,160,0.42219020172910665
2124,1,308,2,152,1,11,142,0.417910447761194
2125,1,431,0,223,3,23,182,0.4736263736263736
2126,1,365,0,182,6,18,159,0.4596977329974811
2127,1,376,2,196,6,26,146,0.41731409544950054
2128,1,400,1,196,5,36,162,0.43010752688172044
2129,1,426,2,195,2,41,186,0.4551282051282051
2130,1,315,4,158,3,21,129,0.42168674698795183
2131,1,355,0,145,8,31,171,0.41087962962962965
2132,1,243,1,115,0,22,105,0.27334083239595053
2133,1,292,4,117,5,24,142,0.3556638246041413
2134,1,237,0,108,1,24,104,0.35479041916167664
2135,1,237,3,121,3,16,94,0.3996627318718381
2136,2,368,2,156,4,18,188,0.416289592760181
2137,2,462,1,201,3,24,233,0.42738205365402404
2138,2,393,3,149,1,20,220,0.42258064516129035
2139,2,325,2,131,2,27,163,0.36764705882352944
2140,2,343,2,123,1,38,179,0.3871331828442438
2141,2,294,2,107,2,27,156,0.3925233644859813
2142,2,364,0,134,3,27,200,0.39651416122004357
2143,2,374,1,138,1,30,204,0.4008574490889603
2144,2,394,7,116,1,35,235,0.4315443592552026
2145,2,314,3,135,1,20,155,0.39348370927318294
2146,2,390,6,161,0,34,189,0.42207792207792205
2147,2,306,4,133,2,34,133,0.3090909090909091
2148,2,275,4,88,2,37,144,0.4365079365079365
2149,2,340,3,139,2,33,163,0.33563672260612043
2150,2,282,1,128,2,18,133,0.23717409587888982
2151,2,340,2,187,3,17,131,0.3609341825902335
2152,2,330,0,184,3,10,133,0.39568345323741005
2153,2,380,2,213,1,12,152,0.38934426229508196
2154,2,351,3,190,4,17,137,0.27
2155,2,359,1,191,0,16,151,0.3465250965250965
2156,2,251,1,154,1,11,84,0.3718518518518519
2157,2,386,0,204,3,14,165,0.4128342245989305
2158,2,343,1,190,2,10,140,0.4040047114252061
2159,2,370,1,198,3,4,164,0.40704070407040704
2160,2,325,2,202,1,7,113,0.32663316582914576
2161,2,331,2,196,4,16,113,0.325147347740668
2162,2,402,0,243,1,14,144,0.36314363143631434
2163,2,382,0,224,3,9,146,0.3850806451612903
2164,2,386,0,227,1,12,146,0.3483754512635379
2165,2,386,1,207,1,17,160,0.4132762312633833
2166,2,433,0,224,0,27,182,0.41795366795366795
2167,2,393,2,235,2,7,147,0.375717017208413
2168,2,474,0,251,5,16,202,0.4606413994169096
2169,2,400,1,269,0,5,125,0.3454231433506045
2170,2,338,1,202,0,8,127,0.3665943600867679
2171,2,296,0,177,0,17,102,0.33598183881952326
2172,2,409,2,197,0,22,188,0.3978599221789883
2173,2,368,1,148,3,17,199,0.4107142857142857
2174,2,455,4,204,2,33,212,0.43374642516682554
2175,2,300,2,142,2,19,135,0.4622496147919877
2176,2,345,2,144,4,11,184,0.3481331987891019
2177,2,391,6,154,6,20,205,0.4438138479001135
2178,2,390,2,127,3,28,230,0.31630170316301703
2179,2,290,0,104,3,32,151,0.43026706231454004
2180,2,333,3,138,1,18,173,0.31121495327102805
2181,2,341,2,107,9,28,195,0.3969732246798603
2182,2,328,1,133,4,33,157,0.3932853717026379
