LISTA,CANDIDATO
PARTITO COMUNISTA MARCO RIZZO,FIAMMETTA CERULLI
PARTITO COMUNISTA MARCO RIZZO,DANILO BALLANTI
PARTITO COMUNISTA MARCO RIZZO,LUCIA BENINI
PARTITO COMUNISTA MARCO RIZZO,MARCO BENTIVOGLI
PARTITO COMUNISTA MARCO RIZZO,FELICE DELL'ARMI
PARTITO COMUNISTA MARCO RIZZO,IVANO FIORAVANTI
PARTITO COMUNISTA MARCO RIZZO,TIZIANO FIORAVANTI
PARTITO COMUNISTA MARCO RIZZO,NICOLAS GABRIELLI
PARTITO COMUNISTA MARCO RIZZO,MARCELO DANIEL GALATI
PARTITO COMUNISTA MARCO RIZZO,ROBERTO GENTILI
PARTITO COMUNISTA MARCO RIZZO,MARIA CRISTINA GIUSTINIANI
PARTITO COMUNISTA MARCO RIZZO,MASSIMILIANO LEONELLI
PARTITO COMUNISTA MARCO RIZZO,DANIELE MAZZENGA
PARTITO COMUNISTA MARCO RIZZO,LAURA MONTECCHI
PARTITO COMUNISTA MARCO RIZZO,DAVIDE PARISI
PARTITO COMUNISTA MARCO RIZZO,INGRID SATTEL
PARTITO COMUNISTA MARCO RIZZO,LUCA SERNI
PARTITO COMUNISTA MARCO RIZZO,DORIANA VALLI
LISTA CIVICA VIRGINIA RAGGI,RENATO FRILLI
LISTA CIVICA VIRGINIA RAGGI,FABIO RINALDI
LISTA CIVICA VIRGINIA RAGGI,STEFANO BORZUMATO
LISTA CIVICA VIRGINIA RAGGI,GIULIANA CELANI
LISTA CIVICA VIRGINIA RAGGI,GIOVANNI GAMBALE
LISTA CIVICA VIRGINIA RAGGI,ISABELLA DEL MANCINI
LISTA CIVICA VIRGINIA RAGGI,GERMANO IACOBELLI
LISTA CIVICA VIRGINIA RAGGI,PAOLO LA BOLLITA
LISTA CIVICA VIRGINIA RAGGI,MARCO REDAELLI
LISTA CIVICA VIRGINIA RAGGI,DANIELA PIERGALLINI
LISTA CIVICA VIRGINIA RAGGI,VALENTINA RONCO
LISTA CIVICA VIRGINIA RAGGI,EVELYN VENUTO
LISTA CIVICA VIRGINIA RAGGI,HAYCHEL KATHERINE FLOREZ REYES
LISTA CIVICA VIRGINIA RAGGI,SIMONE HOSSAIN
LISTA CIVICA VIRGINIA RAGGI,MD RAKIB ULLAH
LISTA CIVICA VIRGINIA RAGGI,LUCIANO ARUFFO
LISTA CIVICA VIRGINIA RAGGI,LAURA CENCI
LISTA CIVICA VIRGINIA RAGGI,PATRIZIA MORABITO
LISTA CIVICA VIRGINIA RAGGI,LORENZO D'AURIA
