SEZIONE,CANDIDATO,PREFERENZE,LISTA,MUNICIPIO
577,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2214,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2215,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2216,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2217,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2218,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2219,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2220,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2221,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2222,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2223,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2224,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2225,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2226,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2227,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2228,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2229,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2230,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2231,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2232,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2233,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2234,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2235,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2237,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2238,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2239,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2240,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2241,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2242,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2243,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2244,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2245,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2336,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2337,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2338,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2339,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2353,GIOELE LAVALLE,1.0,REVOLUZIONE CIVICA,15
2359,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2360,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2361,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2362,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2363,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2364,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2365,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2404,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2405,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2406,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2407,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2408,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
2409,GIOELE LAVALLE,0.0,REVOLUZIONE CIVICA,15
577,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2214,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2215,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2216,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2217,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2218,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2219,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2220,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2221,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2222,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2223,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2224,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2225,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2226,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2227,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2228,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2229,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2230,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2231,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2232,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2233,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2234,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2235,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2237,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2238,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2239,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2240,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2241,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2242,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2243,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2244,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2245,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2336,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2337,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2338,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2339,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2353,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2359,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2360,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2361,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2362,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2363,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2364,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2365,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2404,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2405,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2406,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
2407,GAETANA CULTRARO,0.0,REVOLUZIONE CIVICA,15
