LISTA,CANDIDATO
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,GIULIO CORRENTE
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,PAOLA ZORNIG POLIDORO
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,MARCO CIMAGLIA
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,FEDERICA PROIETTI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,ALESSANDRO CEROFOLINI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,MARIA RITA CONTICELLI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,PAOLO PATRIARCA
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,RAIKA SIBILIO
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,CARLO CARBOTTI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,SILVIO ARRIGO
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,ELENA VOCI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,EMANUELE SAVO
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,GAUDENZIO SALVI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,ITALO DI GIUSEPPE
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,GIANLUCA GORI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,KIM ANN CURRIA
SINISTRA CIVICA ECOLOGISTA,ANDREA GARGANO
SINISTRA CIVICA ECOLOGISTA,CARLA STRAPPAFELCI
SINISTRA CIVICA ECOLOGISTA,DANILO BORRELLI
SINISTRA CIVICA ECOLOGISTA,EMANUELA AMMERATA
SINISTRA CIVICA ECOLOGISTA,LUCA BRIZIOLI
SINISTRA CIVICA ECOLOGISTA,MICHELA CICCULLI
SINISTRA CIVICA ECOLOGISTA,GRAZIA DI CONSIGLIO
SINISTRA CIVICA ECOLOGISTA,FEDERICO DI MATTIA
SINISTRA CIVICA ECOLOGISTA,ANNA DI NUNZIO
SINISTRA CIVICA ECOLOGISTA,MARCO D'IPPOLITI
SINISTRA CIVICA ECOLOGISTA,ILARIA GATTO
SINISTRA CIVICA ECOLOGISTA,FRANCESCA LAMBERTUCCI
SINISTRA CIVICA ECOLOGISTA,SARA PANUCCI
SINISTRA CIVICA ECOLOGISTA,RAFFAELLA PERRONE
SINISTRA CIVICA ECOLOGISTA,MASSIMO POSCIA
SINISTRA CIVICA ECOLOGISTA,ANNA RISOLI
SINISTRA CIVICA ECOLOGISTA,PASQUALE RUZZA
SINISTRA CIVICA ECOLOGISTA,GIORGIO SALA
SINISTRA CIVICA ECOLOGISTA,FRANCESCA VERBICARO
DEMOS DEMOCRAZIA SOLIDALE,LAURA GIOVANNERCOLE
DEMOS DEMOCRAZIA SOLIDALE,VINCENZO AGLIARULO
DEMOS DEMOCRAZIA SOLIDALE,LUCIA ANTELMI
DEMOS DEMOCRAZIA SOLIDALE,ANTONELLO ARMATO
DEMOS DEMOCRAZIA SOLIDALE,ARIANNA ARRIVAS
DEMOS DEMOCRAZIA SOLIDALE,ANDREA AVELLA
DEMOS DEMOCRAZIA SOLIDALE,SARA BALESTRAZZI
DEMOS DEMOCRAZIA SOLIDALE,WALTER CANDILORO
DEMOS DEMOCRAZIA SOLIDALE,EMANUELA COLETTA
DEMOS DEMOCRAZIA SOLIDALE,GERARDA CONTE
DEMOS DEMOCRAZIA SOLIDALE,BARBARA COSTA
DEMOS DEMOCRAZIA SOLIDALE,CRISTINA CRISTILLI
DEMOS DEMOCRAZIA SOLIDALE,RAFFAELLA DI MARO
DEMOS DEMOCRAZIA SOLIDALE,MIRKO D'ONOFRIO
DEMOS DEMOCRAZIA SOLIDALE,MARTINA FABIANI
DEMOS DEMOCRAZIA SOLIDALE,MARCO IELPO
DEMOS DEMOCRAZIA SOLIDALE,FABIO LIBERATORI
DEMOS DEMOCRAZIA SOLIDALE,DAVIDE MESSINA
DEMOS DEMOCRAZIA SOLIDALE,MANUEL MICONI
DEMOS DEMOCRAZIA SOLIDALE,MICHELA PARISI
DEMOS DEMOCRAZIA SOLIDALE,GABRIELE RIZZI
DEMOS DEMOCRAZIA SOLIDALE,MARINA SCARVACI
DEMOS DEMOCRAZIA SOLIDALE,FRANCO SORICHETTI
DEMOS DEMOCRAZIA SOLIDALE,ALESSANDRO TEDESCHI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,GABRIELLA D'AMICO
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,ALESSANDRO ACCIARINO
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,CLAUDIA MARIA DALLA SANTA
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,ROBERTO BRAGALONE
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,FRANCESCA DI LASCIO
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,ANGELO CAPIZZI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,FEDERICA LORENZI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,ROCCO CASCIANI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,MARZIA MARINUZZI RONCONI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,ANDREA CIPOLLINI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,ALESSIA PASQUALATO
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,SERGIO FONTANA
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,LORELLA PIPI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,DAVIDE GALASSO
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,SERGIO MERLINA
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,CORRADO PATANE'
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,FRANCESCO QUARANTA
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,VICTOR HUGO SANTOS
REVOLUZIONE CIVICA,MANUELA SAULS
REVOLUZIONE CIVICA,ANDREA BORIONI
REVOLUZIONE CIVICA,ELISA BASTREGHI
REVOLUZIONE CIVICA,ROBERTA SICURANZA
REVOLUZIONE CIVICA,CORRADO CERRONI
REVOLUZIONE CIVICA,MELISSA VIDETTA
REVOLUZIONE CIVICA,GABRIELLA FEMIA
REVOLUZIONE CIVICA,EDOARDO RINALDI
REVOLUZIONE CIVICA,ANDREA BENEDETTI
REVOLUZIONE CIVICA,FEDERICA CARLONI
REVOLUZIONE CIVICA,VISSIA PESCE
REVOLUZIONE CIVICA,LUCA SALVIO
REVOLUZIONE CIVICA,ANGELA PIPOLI
REVOLUZIONE CIVICA,NICOLA ANGELO MONTEFORTE
REVOLUZIONE CIVICA,MILA MORANDI
REVOLUZIONE CIVICA,MIRELLA SALVI
REVOLUZIONE CIVICA,GIORGIA BORIONI
REVOLUZIONE CIVICA,EMILIO STURLA FURNO'
REVOLUZIONE CIVICA,FABIO VIDETTA
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,GIUSEPPE D'ARIA
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,MARIO MANCINI
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,ELISABETTA DEL PO
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,ALESSANDRO BISIGNANO
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,MARIA PASQUA CASU
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,MICHELINA PESCATORI DE LUCA
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,FABRIZIO RICCOBELLI
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,FLORIANA CECCARELLI
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,STEFANO PALLINI
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,Jacqueline Roxana QUIMI CATALAN
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,FAUSTO DESIDERI
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,ROSALIA ANGELA DI PASQUALE
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,MASSIMO DI GREGORIO
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,MONICA PANNACCI
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,EMILIO SASSO
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,STEFANIA CATALANO
RICONQUISTARE L'ITALIA,EROS CHIODI
RICONQUISTARE L'ITALIA,LUCA USAI
RICONQUISTARE L'ITALIA,GIANLUCA DELLA ROCCA
RICONQUISTARE L'ITALIA,MARIA VITTORIA CONTI
RICONQUISTARE L'ITALIA,ROSELLA D'AMARIO
RICONQUISTARE L'ITALIA,ALESSANDRO ABEI
RICONQUISTARE L'ITALIA,CATERINA PALMERI
RICONQUISTARE L'ITALIA,ROBERTA DAMIANI
RICONQUISTARE L'ITALIA,ALESSIO ABEI
RICONQUISTARE L'ITALIA,GUENDALINA MANTICA
RICONQUISTARE L'ITALIA,MARTA ANOJA
RICONQUISTARE L'ITALIA,GIROLAMO FAZZOLARI
RICONQUISTARE L'ITALIA,MANUELA FRANCIONI
RICONQUISTARE L'ITALIA,ANNAMARIA IANTOSCA
RICONQUISTARE L'ITALIA,MARIA ANTONIETTA FALCO
RICONQUISTARE L'ITALIA,ENRICO IAPOCE
RICONQUISTARE L'ITALIA,AGOSTINO ALTOBELLI
LIBERISTI ITALIANI,ENRICO MARINONI
LIBERISTI ITALIANI,GIORGIO MARINONI
LIBERISTI ITALIANI,TIZIANA LALONI
LIBERISTI ITALIANI,LORENZO DEL GIUDICE
LIBERISTI ITALIANI,MARCO VASSELLI
LIBERISTI ITALIANI,FULVIO DIANA
LIBERISTI ITALIANI,FRANCESCA PENNISI
LIBERISTI ITALIANI,ANTONELLA AURELI
LIBERISTI ITALIANI,SONIA ZUMBAIO
LIBERISTI ITALIANI,STEFANO BERRUTI
LIBERISTI ITALIANI,MARIO SABBATINI
LIBERISTI ITALIANI,PASQUALE MAURIZIO LORIA
LIBERISTI ITALIANI,BEATRICE COCO
LIBERISTI ITALIANI,CRISTIANA CARDARELLI
LIBERISTI ITALIANI,EMANUELE DI VERIO
LIBERISTI ITALIANI,ANNA MARIA BINUTTI
LIBERISTI ITALIANI,ALESSANDRA LUCIANI
PARTITO COMUNISTA MARCO RIZZO,MASSIMO OMBRES
PARTITO COMUNISTA MARCO RIZZO,CRISTINA ADDONIZIO
PARTITO COMUNISTA MARCO RIZZO,FEDERICO AMOROSO
PARTITO COMUNISTA MARCO RIZZO,EMILY BIRO'
PARTITO COMUNISTA MARCO RIZZO,GIULIA CATINO
PARTITO COMUNISTA MARCO RIZZO,CLAUDIA CECCHINI
PARTITO COMUNISTA MARCO RIZZO,VITTORIO DIVONA
PARTITO COMUNISTA MARCO RIZZO,FABIO FOCOLINI
PARTITO COMUNISTA MARCO RIZZO,LAURA FRESU
PARTITO COMUNISTA MARCO RIZZO,ROBERTO GENTILI
PARTITO COMUNISTA MARCO RIZZO,MASSIMO GODDI
PARTITO COMUNISTA MARCO RIZZO,STEFANO MACRI
PARTITO COMUNISTA MARCO RIZZO,VALERIO MARTINI
PARTITO COMUNISTA MARCO RIZZO,SONIA MUZZI
PARTITO COMUNISTA MARCO RIZZO,LUCA PANTELLINI
PARTITO COMUNISTA MARCO RIZZO,LUIGI PATRIGNANI
PARTITO COMUNISTA MARCO RIZZO,UGO PICAZIO
PARTITO COMUNISTA MARCO RIZZO,SIMONE SORRENTINO
PARTITO COMUNISTA MARCO RIZZO,SONIA TONDI
PARTITO COMUNISTA MARCO RIZZO,MAURO TOPPI
LEGA SALVINI PREMIER,PIERO CUCUNATO
LEGA SALVINI PREMIER,ROBERTA EVANGELISTA
LEGA SALVINI PREMIER,FRANCESCO ANTONELLI
LEGA SALVINI PREMIER,MATTEO BERNARDINI
LEGA SALVINI PREMIER,MASSIMO BLANDINI
LEGA SALVINI PREMIER,PIETRO BRIGLIA
LEGA SALVINI PREMIER,INCORONATA CARUCCI
LEGA SALVINI PREMIER,MAURIZIO CERVO
LEGA SALVINI PREMIER,ALESSANDRA CIPRIANI
LEGA SALVINI PREMIER,ROBERTO DE COSMI
LEGA SALVINI PREMIER,GORIZIA DI FEDE
LEGA SALVINI PREMIER,SIMONE FRANZON
LEGA SALVINI PREMIER,ILENIA IONA
LEGA SALVINI PREMIER,ANTONIO LANZIANO
LEGA SALVINI PREMIER,MASSIMO LEUZZI
LEGA SALVINI PREMIER,MASSIMO LOSITO
LEGA SALVINI PREMIER,MAURIZIO MAGGIO
LEGA SALVINI PREMIER,ROBERTO MASSIDDA
LEGA SALVINI PREMIER,FRANCESCA MELCHIORRE
LEGA SALVINI PREMIER,ILARIA PALLA
LEGA SALVINI PREMIER,FABRIZIO POCHIERO
LEGA SALVINI PREMIER,MARIA RINALDI
LEGA SALVINI PREMIER,GIORGIO SPINELLI
LEGA SALVINI PREMIER,ANTONIO TORTOSA
GIORGIA MELONI FRATELLI D'ITALIA,SIMONE SORDINI
GIORGIA MELONI FRATELLI D'ITALIA,FILIPPO MASSIMO ERRICO
GIORGIA MELONI FRATELLI D'ITALIA,GINO ALLEORI
GIORGIA MELONI FRATELLI D'ITALIA,WALTER ANTONINI
GIORGIA MELONI FRATELLI D'ITALIA,ELENA CARPENTIERI
GIORGIA MELONI FRATELLI D'ITALIA,GIORGIO CATENELLI
GIORGIA MELONI FRATELLI D'ITALIA,FABIO CAVATAIO
GIORGIA MELONI FRATELLI D'ITALIA,MARCO CIOCCOLINI
GIORGIA MELONI FRATELLI D'ITALIA,CRISTIANO CIOTTA
GIORGIA MELONI FRATELLI D'ITALIA,AGOSTINO COLAPICCHIONI
GIORGIA MELONI FRATELLI D'ITALIA,LAURA DE SANTIS
GIORGIA MELONI FRATELLI D'ITALIA,ANGELA DENTICO
GIORGIA MELONI FRATELLI D'ITALIA,CAMILLA DI MARIO
GIORGIA MELONI FRATELLI D'ITALIA,ANDREA MARIA LIGUORI
GIORGIA MELONI FRATELLI D'ITALIA,ROBERTA MARINI
GIORGIA MELONI FRATELLI D'ITALIA,MONICA MENICHELLI
GIORGIA MELONI FRATELLI D'ITALIA,EMANUELE MOLINARO
GIORGIA MELONI FRATELLI D'ITALIA,ROBERTA MORICHI
GIORGIA MELONI FRATELLI D'ITALIA,LAURA PASETTI
GIORGIA MELONI FRATELLI D'ITALIA,ANDRAS RABI
GIORGIA MELONI FRATELLI D'ITALIA,RICCARDO RECCHIA
GIORGIA MELONI FRATELLI D'ITALIA,FRANCESCA RUFINI
GIORGIA MELONI FRATELLI D'ITALIA,FIORELLA TRAMONTANA
GIORGIA MELONI FRATELLI D'ITALIA,AMEDEO ZAMPARELLI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,MARCELLO ALBANITO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,MARCO ALUNNI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,VALERIO AZZOLINI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,STEFANO BALDINI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,EMANUELE BELLUZZO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,DANIELE BONFRATELLO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,FABIO CARAVA'
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,CHRISTIAN CHESSARI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,EUGENIO CONTI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,CESARE COTICONI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,DANIELE EPIFANIO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,PAOLO IZZO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,DULCE NOMBRE JACOME ZAPATA
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,LUCA LANZI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,LUCIANA LIBURDI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,MARIA MADDALENA MANCA
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,IBRAHIM MOHAMED MORSI HUSSEN
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,PAOLA MUSITANO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,DANIELA LUCIA SALERNO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,RICCARDO SERINO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,FEDERICA SURACE
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,MANUELA TROIANI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,DANILA VENTURINI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,MARIA VITTORIA ZANNINI QUIRINI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,ALESSIA APICE
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,ALESSANDRO BALLI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,MARCO BARRACCA
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,BRIGITTE CARBONARI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,MARCO DI TOMMASO
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,SERENA LECCA
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,SONIA LEONE
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,MASSIMO MANUCCI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,GIUSEPPE NARDUCCI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,GIOVANNA SATTA
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,MICHELE SCILLIA
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,FRANCESCA SMURRA
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,EMANUELE GUTIERREZ TOMASSETTI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,GIUSEPPINA TURCHI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,MARIA RITA VIRTU'
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,SHADIA ZAPPI ABU DIAB
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,SALVATORE DONADIO
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,ANGELO PEZZELLA
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,ROBERTO TRIFONE
LISTA CIVICA MICHETTI SINDACO,ATTILIO ACHILLI
LISTA CIVICA MICHETTI SINDACO,GIULIA APICERNI
LISTA CIVICA MICHETTI SINDACO,ELEONORA ATTENNI
LISTA CIVICA MICHETTI SINDACO,PAOLA AVALLONE
LISTA CIVICA MICHETTI SINDACO,ANTONELLO BENCIVENGA
LISTA CIVICA MICHETTI SINDACO,MARIA GABRIELLA BRANNETTI
LISTA CIVICA MICHETTI SINDACO,ALESSANDRO CAMPANELLA
LISTA CIVICA MICHETTI SINDACO,CLAUDIO CELESTRE
LISTA CIVICA MICHETTI SINDACO,ELISA CENTINI
LISTA CIVICA MICHETTI SINDACO,GIAN LUCA CESARONI
LISTA CIVICA MICHETTI SINDACO,FABIO FILIPPI
LISTA CIVICA MICHETTI SINDACO,SONIA GIZZI
LISTA CIVICA MICHETTI SINDACO,ROBERTO IANNONE
LISTA CIVICA MICHETTI SINDACO,DANIELE MANGIAMELI
LISTA CIVICA MICHETTI SINDACO,NICOLA MASSARO
LISTA CIVICA MICHETTI SINDACO,MICHELE MIRELLI
LISTA CIVICA MICHETTI SINDACO,DANIELA NARCISO
LISTA CIVICA MICHETTI SINDACO,MAURIZIO RIVELLI
LISTA CIVICA MICHETTI SINDACO,MAURO SANNA
LISTA CIVICA MICHETTI SINDACO,ANTONINO SPRIZZI
CALENDA SINDACO,EUGENIA AGUILAR JAUREGUI
CALENDA SINDACO,MASSIMO NOZZI
CALENDA SINDACO,FRANCESCO AGLIOTI
CALENDA SINDACO,ALESSANDRO ALOCCI
CALENDA SINDACO,FULVIO BELLASSAI
CALENDA SINDACO,RUGGERO BONGIORNO
CALENDA SINDACO,DONATELLA COLANTONI
CALENDA SINDACO,RAFFAELLO COLOSIMO
CALENDA SINDACO,FERNANDO ANTONIO D'AUTILIA
CALENDA SINDACO,FLORA DECKER
CALENDA SINDACO,PATRIZIA DEITINGER
CALENDA SINDACO,GELTRUDE DONATO
CALENDA SINDACO,LETIZIA FRONTONI
CALENDA SINDACO,FRANCESCA GIANNA
CALENDA SINDACO,MARIA RITA LECCESE
CALENDA SINDACO,MANUELA MELITO
CALENDA SINDACO,LIVIA MUTO NARDONE
CALENDA SINDACO,FRANCESCO NEMESIO
CALENDA SINDACO,ANNALAURA PROSPERINI
CALENDA SINDACO,EMANUELE RICCI
CALENDA SINDACO,DORA RICCI
CALENDA SINDACO,LORENZO SEMERARO
CALENDA SINDACO,SILVIA STECCONI
CALENDA SINDACO,STEFANO MATTIA TAGLINO
NOI X IL 9 MUNICIPIO,GIUSEPPE LAVEZZO
NOI X IL 9 MUNICIPIO,MAURIZIO SAPORA
NOI X IL 9 MUNICIPIO,LORENZO BRIOTTI
NOI X IL 9 MUNICIPIO,Monica MARIN
NOI X IL 9 MUNICIPIO,DOROTEA MEDICI
NOI X IL 9 MUNICIPIO,ADRIANO TESTA
NOI X IL 9 MUNICIPIO,ELENA CECAMORE
NOI X IL 9 MUNICIPIO,ENZO FOI
NOI X IL 9 MUNICIPIO,MAURIZIO MANCO
NOI X IL 9 MUNICIPIO,CECILIA ANDOLFI
NOI X IL 9 MUNICIPIO,GIANNI BRUNETTI
NOI X IL 9 MUNICIPIO,MARGHERITA ASCIONE
NOI X IL 9 MUNICIPIO,CARLO PANTALEONE
NOI X IL 9 MUNICIPIO,WILMA PEREZ
NOI X IL 9 MUNICIPIO,ORESTE LASPRO
NOI X IL 9 MUNICIPIO,VELIA CHIARA LAGHI
NOI X IL 9 MUNICIPIO,UGO FRANCESCO SOFIA
LISTA CIVICA VIRGINIA RAGGI,LORELLA SERI
LISTA CIVICA VIRGINIA RAGGI,ANDREA DE STEFANO
LISTA CIVICA VIRGINIA RAGGI,SANDRO BOCCIA
LISTA CIVICA VIRGINIA RAGGI,SIMONA CECI
LISTA CIVICA VIRGINIA RAGGI,CRISTINA CICIONE
LISTA CIVICA VIRGINIA RAGGI,LUCA COSTANZA
LISTA CIVICA VIRGINIA RAGGI,GINO CULTRERA
LISTA CIVICA VIRGINIA RAGGI,LAMBERTO DAMIANI
LISTA CIVICA VIRGINIA RAGGI,ISABELLA DEL MANCINI
LISTA CIVICA VIRGINIA RAGGI,FRANCESCO FRIOLI
LISTA CIVICA VIRGINIA RAGGI,EMILIA GALIANI
LISTA CIVICA VIRGINIA RAGGI,ALESSANDRA GUARNACCIA
LISTA CIVICA VIRGINIA RAGGI,MAELA LENCI
LISTA CIVICA VIRGINIA RAGGI,VINCENZO LEUTER
LISTA CIVICA VIRGINIA RAGGI,MARIO NARCISI
LISTA CIVICA VIRGINIA RAGGI,GIUSEPPE PASSARI
LISTA CIVICA VIRGINIA RAGGI,JESSICA PIERSANTI
LISTA CIVICA VIRGINIA RAGGI,ILEANA PULITO
LISTA CIVICA VIRGINIA RAGGI,FEDERICO VALENTINI
