LISTA,CANDIDATO
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,GABRIELE RICIGLIANO
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,ELENA PAPARELLA
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,ROBERTO TOMASSI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,PATRIZIA PORPORA
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,MICHELE VACCA
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,ALESSANDRA QUATTROCCHI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,LUCA VANNICELLI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,MARTINA SALARI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,SUSANNA SPAFFORD
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,ILARIA VALENZI
SINISTRA CIVICA ECOLOGISTA,FEDERICO AUER
SINISTRA CIVICA ECOLOGISTA,RAFFAELE PULIKA CALZINI
SINISTRA CIVICA ECOLOGISTA,EMILIO CERA
SINISTRA CIVICA ECOLOGISTA,MAURA ZACCHI
SINISTRA CIVICA ECOLOGISTA,SILVIA ACQUISTAPACE
SINISTRA CIVICA ECOLOGISTA,CATERINA ANGELELLI
SINISTRA CIVICA ECOLOGISTA,RAFFAELLA BULLO
SINISTRA CIVICA ECOLOGISTA,MAURO CIOFFARI
SINISTRA CIVICA ECOLOGISTA,MARGHERITA COMPAGNA
SINISTRA CIVICA ECOLOGISTA,SUSANNA CONTI
SINISTRA CIVICA ECOLOGISTA,RICCARDO DALLA CHIESA
SINISTRA CIVICA ECOLOGISTA,MARIA ROSARIA BRUNA D'ERCOLE
SINISTRA CIVICA ECOLOGISTA,LUANA DI MOLFETTA
SINISTRA CIVICA ECOLOGISTA,VINCENZO GALATA'
SINISTRA CIVICA ECOLOGISTA,MARZIA GRECO
SINISTRA CIVICA ECOLOGISTA,VIVIANA ANNA GELTRUDE MANFREDI
SINISTRA CIVICA ECOLOGISTA,ELEONORA MARGHIERI
SINISTRA CIVICA ECOLOGISTA,SANDRA MARTELLA
SINISTRA CIVICA ECOLOGISTA,DANIELE MESSA
SINISTRA CIVICA ECOLOGISTA,FLAVIA PARBONI
SINISTRA CIVICA ECOLOGISTA,ISABELLA PIERANTONI
SINISTRA CIVICA ECOLOGISTA,ALBERTO ROSSI
SINISTRA CIVICA ECOLOGISTA,MORENO TESTAGUZZA
SINISTRA CIVICA ECOLOGISTA,CORRADO RADFORD TORSELLO
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,URBANO RIARIO SFORZA BARBERINI COLONNA DI SCIA
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,CRISTINA ZADRO
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,PIER LUIGI MARIA MARCHIONI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,ALEXANDRA ISABELLA STEFANATO
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,ROBERTO DI SANTO
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,GAIA LIA BARTOLUCCI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,GIORGIO FABRETTI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,VALENTINA ZATTA
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,LEONARDO DINI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,PAOLA BERNASCONI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,FABRIZIO BOCCOLI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,ADA NATALI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,MARCELLO SCARPONI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,MARCELLA ABBATE
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,PAOLO CERONI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,FRANCO LOZZI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,GIOVANNI TURRIS
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,VIVIANA BROGLIO
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,ALESSANDRA RUGGIERO
LISTA CIVICA GUALTIERI SINDACO,GIOVANNA ALBERTA CAMPITELLI
LISTA CIVICA GUALTIERI SINDACO,RENATO SARTINI
LISTA CIVICA GUALTIERI SINDACO,VINCENZO PALLUZZI
LISTA CIVICA GUALTIERI SINDACO,ANNA ROSA APOLITO
LISTA CIVICA GUALTIERI SINDACO,LUCA BARREL
LISTA CIVICA GUALTIERI SINDACO,ILARIA BUSSIGLIERI
LISTA CIVICA GUALTIERI SINDACO,HAMDI DAHIR WARSAME
LISTA CIVICA GUALTIERI SINDACO,DAVIDE FALASCA
LISTA CIVICA GUALTIERI SINDACO,FEDERICO FASOLI
LISTA CIVICA GUALTIERI SINDACO,ROBERTA GIOBERTI
LISTA CIVICA GUALTIERI SINDACO,PAOLA MATTOCCIA
LISTA CIVICA GUALTIERI SINDACO,ROBERTO JULIO MONTESANO
LISTA CIVICA GUALTIERI SINDACO,NATHALIE NAIM
LISTA CIVICA GUALTIERI SINDACO,MASSIMILIANO PADOVAN DI BENEDETTO
LISTA CIVICA GUALTIERI SINDACO,ILARIA PALMERI
LISTA CIVICA GUALTIERI SINDACO,ISABEL PERTILE
LISTA CIVICA GUALTIERI SINDACO,MARIA LAURA PISCOPO
RICONQUISTARE L'ITALIA,ADRIANO DRAGOTTA
RICONQUISTARE L'ITALIA,ALESSANDRO CARITA'
RICONQUISTARE L'ITALIA,CLAUDIO BARCA LEGRA
RICONQUISTARE L'ITALIA,VALENTINA CARBONELLI
RICONQUISTARE L'ITALIA,LUIGI ALTOBELLI
RICONQUISTARE L'ITALIA,GIULIO CONSOLI
RICONQUISTARE L'ITALIA,MANUELA FRANCIONI
RICONQUISTARE L'ITALIA,ERMELINDA LEO
RICONQUISTARE L'ITALIA,MANOLO OTTAVIANI
RICONQUISTARE L'ITALIA,MONICA SANTOMAURO
RICONQUISTARE L'ITALIA,LUIGI INTORCIA
RICONQUISTARE L'ITALIA,ANNAMARIA IANTOSCA
RICONQUISTARE L'ITALIA,FEDERICO FAZZOLARI
RICONQUISTARE L'ITALIA,MICHELA FORESTA
RICONQUISTARE L'ITALIA,SARA LOI
RICONQUISTARE L'ITALIA,SERENA MASCIOLI
RICONQUISTARE L'ITALIA,MICHELE TAMBORRA
RICONQUISTARE L'ITALIA,STELLA GEMOTTINE WESTER
PARTITO COMUNISTA MARCO RIZZO,DORA CAVEZZA
PARTITO COMUNISTA MARCO RIZZO,CRISTINA ADDONIZIO
PARTITO COMUNISTA MARCO RIZZO,CINZIA ARENA
PARTITO COMUNISTA MARCO RIZZO,ALESSANDRO BERARDI
PARTITO COMUNISTA MARCO RIZZO,MASSIMO BIZZONI
PARTITO COMUNISTA MARCO RIZZO,CARMELO BONSIGNORE
PARTITO COMUNISTA MARCO RIZZO,SIMONE CARATELLI
PARTITO COMUNISTA MARCO RIZZO,PAOLO CATALDI
PARTITO COMUNISTA MARCO RIZZO,MASSIMO COLA
PARTITO COMUNISTA MARCO RIZZO,MAURO COLAGROSSI
PARTITO COMUNISTA MARCO RIZZO,VLADIMIRO D'ANGELO
PARTITO COMUNISTA MARCO RIZZO,RITA FADDA
PARTITO COMUNISTA MARCO RIZZO,SIMONE FAGIOLI
PARTITO COMUNISTA MARCO RIZZO,PASQUALE FRANZESE
PARTITO COMUNISTA MARCO RIZZO,SIMONE LANCIOTTI
PARTITO COMUNISTA MARCO RIZZO,ALICE LAVORETTI
PARTITO COMUNISTA MARCO RIZZO,VALERIO MAGLIOCCHETTI LOMBI
PARTITO COMUNISTA MARCO RIZZO,BEATRICE NENCHA
PARTITO COMUNISTA MARCO RIZZO,SIMONE STAZI
PARTITO COMUNISTA MARCO RIZZO,STEFANIA VASSURA
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,LOREDANA BISCEGLIE
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,CARMEN BOTTI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,STEFANIA CACCIANI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,FRANCESCO CANALE
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,MICHAELA LOREDANA CEAUSU
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,ARDENGO CORTINI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,PATRIZIA D'AGOSTINO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,DANIELA di MARTINO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,CARLO IMPERI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,GIORGIO LAMBERTI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,COSIMO ANDREA MARINGIO'
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,ANNA MARZULLI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,EMANUELE MASINI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,ALESSANDRO MEDOSI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,MARIA SAVERIA MODAFFARI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,LARISSA PASOTTI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,ALBERTO PIPERNO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,LIVIA GEA RENDINA
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,CLAUDIA RICCIARDI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,MAGDA MARIA LIVIAM GRAZIANA ROCCA
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,ROSSELLA SCANDINARO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,EMANUELA SEMPRINI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,FABRIZIO SEQUI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,ANDREA TASSI
GIORGIA MELONI FRATELLI D'ITALIA,STEFANO TOZZI
GIORGIA MELONI FRATELLI D'ITALIA,ALESSANDRO BARDINI
GIORGIA MELONI FRATELLI D'ITALIA,ALESSANDRA BONACCORSI
GIORGIA MELONI FRATELLI D'ITALIA,GIORDANA CARIELLO
GIORGIA MELONI FRATELLI D'ITALIA,FRANCESCO MARIA CERAVOLO
GIORGIA MELONI FRATELLI D'ITALIA,MAURIZIO CLARO
GIORGIA MELONI FRATELLI D'ITALIA,FRANCESCA CONTU
GIORGIA MELONI FRATELLI D'ITALIA,FRANCESCA DE ACUTIS
GIORGIA MELONI FRATELLI D'ITALIA,ROBERTA DE PAU
GIORGIA MELONI FRATELLI D'ITALIA,PAOLO DRAGONETTI de TORRES RUTILI
GIORGIA MELONI FRATELLI D'ITALIA,MAURIZIO FORLITI
GIORGIA MELONI FRATELLI D'ITALIA,GIORGIO GALASSI
GIORGIA MELONI FRATELLI D'ITALIA,DANIELA GALLO
GIORGIA MELONI FRATELLI D'ITALIA,ANTONIO LAMONICA MIRAGLIO
GIORGIA MELONI FRATELLI D'ITALIA,ANNA MARIA MAGNANI
GIORGIA MELONI FRATELLI D'ITALIA,DANILA MARCACCINI
GIORGIA MELONI FRATELLI D'ITALIA,CRISTINA MATTEOLI
GIORGIA MELONI FRATELLI D'ITALIA,PATRIZIO MARIA PANNUNZI
GIORGIA MELONI FRATELLI D'ITALIA,FRANCESCA ROMANA PASSARINI
GIORGIA MELONI FRATELLI D'ITALIA,ULDERICO PETRESCA
GIORGIA MELONI FRATELLI D'ITALIA,PATRIZIA PROIETTI
GIORGIA MELONI FRATELLI D'ITALIA,CINZIA ANTONIA SCALISE
GIORGIA MELONI FRATELLI D'ITALIA,MAURIZIO TROTTA
GIORGIA MELONI FRATELLI D'ITALIA,MARCO VELOCCIA
LEGA SALVINI PREMIER,FRANCESCO ARCERI
LEGA SALVINI PREMIER,VALENTINA BELLINI
LEGA SALVINI PREMIER,MARCELLA BIANCHINI
LEGA SALVINI PREMIER,AUGUSTO CARATELLI
LEGA SALVINI PREMIER,SIMONETTA CHIRIATTI
LEGA SALVINI PREMIER,ALESSANDRA COSTICI
LEGA SALVINI PREMIER,MASSIMILIANO CURIEL
LEGA SALVINI PREMIER,DANIELE D'ALESSANDRO
LEGA SALVINI PREMIER,STELLA CAMELIA ENESCU
LEGA SALVINI PREMIER,LUCA ESPOSITO
LEGA SALVINI PREMIER,GIANLUCA FIORENTINI
LEGA SALVINI PREMIER,SUSANNA FIORLETTA
LEGA SALVINI PREMIER,FORTUNATA FRANCO
LEGA SALVINI PREMIER,ALESSANDRO GIOVANNELLI
LEGA SALVINI PREMIER,MASSIMILIANO GOTTIN
LEGA SALVINI PREMIER,CELESTE GRASSO
LEGA SALVINI PREMIER,LUCIANA GUARINO
LEGA SALVINI PREMIER,MAURIZIO LEOPARDI
LEGA SALVINI PREMIER,SONIA ORETI
LEGA SALVINI PREMIER,LUIGI SERVILIO
LEGA SALVINI PREMIER,PAOLO TETTO
LEGA SALVINI PREMIER,ISABELLA TORSANI
LEGA SALVINI PREMIER,VALERIO VINCO
LISTA CIVICA MICHETTI SINDACO,ALESSANDRO BRACCIONI
LISTA CIVICA MICHETTI SINDACO,MARIO BROZZI
LISTA CIVICA MICHETTI SINDACO,LUANA BUCCI
LISTA CIVICA MICHETTI SINDACO,DANIELA CERINO
LISTA CIVICA MICHETTI SINDACO,ANTONIO CIRIANI
LISTA CIVICA MICHETTI SINDACO,ANTONIO FORTUNATO DEL GRECO
LISTA CIVICA MICHETTI SINDACO,FRANCESCO MARIA DI PINTO
LISTA CIVICA MICHETTI SINDACO,ALESSIA GRIPPO
LISTA CIVICA MICHETTI SINDACO,ROBERTA LA CORTE
LISTA CIVICA MICHETTI SINDACO,VINCENZO LANCIA
LISTA CIVICA MICHETTI SINDACO,MARIO MATTIOLI
LISTA CIVICA MICHETTI SINDACO,RITA MOTTOLA
LISTA CIVICA MICHETTI SINDACO,LUCA PELLEGRINO
LISTA CIVICA MICHETTI SINDACO,FEDERICO SACCHETTI
LISTA CIVICA MICHETTI SINDACO,ROSA ANNA SECCAFICO
LISTA CIVICA MICHETTI SINDACO,DANIELE TAVANO
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,IFTAKHAR AHAMAD
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,ANTONIO ALONZI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,PIERINA BARRASSO
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,FRANCESCA BOCCHI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,MATTEO CALCAGNI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,VANESSA CHERUBINI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,ANNAMARIA COSTABILE
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,FIORELLA DI SABATINO
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,FABIO FORMAGGI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,LUIGI FRATINI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,COSIMO GRAZIANI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,SERENA LECCA
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,LUCIANO MAIELLO
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,LAURA MARCHESE
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,FLOR EMPERATRIZ MENDOZA
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,MATEO MOKRARI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,SIMONE PALOMBI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,ALESSANDRA PEPE
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,ATTILIO PIGGIANELLI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,FRANCESCO RAPONI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,MARCO RICCARDI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,GIULIO TARDINI
POTERE AL POPOLO,DANIELA SANTINI
POTERE AL POPOLO,CLAUDIO STAMEGNA
POTERE AL POPOLO,SEBASTIANO BERGAMO
POTERE AL POPOLO,MASSIMO CIPOLLONI
POTERE AL POPOLO,LUDOVICA SPINOLA
POTERE AL POPOLO,AURA GHEZZI
POTERE AL POPOLO,LORENZA MASI
POTERE AL POPOLO,NORMA RAY FRANCO
POTERE AL POPOLO,MASSIMO MONDELLI
POTERE AL POPOLO,CLAUDIO SOCCI
POTERE AL POPOLO,PAOLO D'ANSELMO
POTERE AL POPOLO,MICHELANGELO TRONTI
POTERE AL POPOLO,STEFANIA RUGGERI
POTERE AL POPOLO,EMILIO BANCHETTI
POTERE AL POPOLO,GIULIA LAPENNA
POTERE AL POPOLO,RITA BEDON
POTERE AL POPOLO,ANGELO D'ARCANGELI
POTERE AL POPOLO,FLAVIA FATUZZO
POTERE AL POPOLO,FABIO SCIATORE
MOVIMENTO STORICO ROMANO LISTA NERONE,CLAUDIO ANGELINI
MOVIMENTO STORICO ROMANO LISTA NERONE,NICOLETTA BORSEI
MOVIMENTO STORICO ROMANO LISTA NERONE,RENATO BRUNI
MOVIMENTO STORICO ROMANO LISTA NERONE,CARLO CARLI
MOVIMENTO STORICO ROMANO LISTA NERONE,PIERLUIGI MARIA CARTONI
MOVIMENTO STORICO ROMANO LISTA NERONE,STEFANO CASINI
MOVIMENTO STORICO ROMANO LISTA NERONE,GIAMMARINO MAURILIO COLNAGO
MOVIMENTO STORICO ROMANO LISTA NERONE,ALISIA DI MICHELE
MOVIMENTO STORICO ROMANO LISTA NERONE,ALESSANDRO FATICONI
MOVIMENTO STORICO ROMANO LISTA NERONE,TIZIANA FINA
MOVIMENTO STORICO ROMANO LISTA NERONE,SERENA IACOMONI
MOVIMENTO STORICO ROMANO LISTA NERONE,SERENA PICCOLOMINI
MOVIMENTO STORICO ROMANO LISTA NERONE,FABIO SANTINI
MOVIMENTO STORICO ROMANO LISTA NERONE,GIUSEPPE TURRISI
MOVIMENTO STORICO ROMANO LISTA NERONE,FABRIZIO VIGGI
MOVIMENTO STORICO ROMANO LISTA NERONE,VIRGILIO VIOLO
CALENDA SINDACO,SOFIA DE DOMINICIS
CALENDA SINDACO,FABRIZIO BARBONE
CALENDA SINDACO,DANIELE ANGELONI
CALENDA SINDACO,DONATO ANTONELLIS
CALENDA SINDACO,MARCO CAMPIONE
CALENDA SINDACO,MAURIZIA CICCONI
CALENDA SINDACO,PAOLO CIRMI
CALENDA SINDACO,FULVIA DE THIERRY
CALENDA SINDACO,TOMMASO FEFE'
CALENDA SINDACO,ANDREA FRANCINI
CALENDA SINDACO,LORETTA GIANNINI
CALENDA SINDACO,VALENTINA GRIPPA
CALENDA SINDACO,ROBERTO LUCIFERO
CALENDA SINDACO,GIUSEPPINA MANCINI
CALENDA SINDACO,GIAMPIERO MELE
CALENDA SINDACO,NICOLA MIROTTA
CALENDA SINDACO,GIANLUCA NAVARRINI
CALENDA SINDACO,NICOLA NIBBI
CALENDA SINDACO,GABRIELLA NICELLI
CALENDA SINDACO,DAVIDE REM PICCI
CALENDA SINDACO,LUCILLA ROGAI
CALENDA SINDACO,SABRINA ROSSI
CALENDA SINDACO,DONATELLA SCATENA
CALENDA SINDACO,ALBERTO TERRACINA
PARTITO GAY LGBT+ SOLIDALE AMBIENTALISTA LIBERALE,GIULIA TAGLIENTI
PARTITO GAY LGBT+ SOLIDALE AMBIENTALISTA LIBERALE,GIOIANA NARDI
PARTITO GAY LGBT+ SOLIDALE AMBIENTALISTA LIBERALE,CLAUDIA TOSCANO
PARTITO GAY LGBT+ SOLIDALE AMBIENTALISTA LIBERALE,MARILENA BERARDI
PARTITO GAY LGBT+ SOLIDALE AMBIENTALISTA LIBERALE,GIOVANNA CECERE
PARTITO GAY LGBT+ SOLIDALE AMBIENTALISTA LIBERALE,DANIELE CONCOTELLI
PARTITO GAY LGBT+ SOLIDALE AMBIENTALISTA LIBERALE,IDA D'ALESSANDRO
PARTITO GAY LGBT+ SOLIDALE AMBIENTALISTA LIBERALE,SORAYA D'APUZZO
PARTITO GAY LGBT+ SOLIDALE AMBIENTALISTA LIBERALE,MARCO MARIA LORENZO MARCELLO FIORELLI
PARTITO GAY LGBT+ SOLIDALE AMBIENTALISTA LIBERALE,CARLO MARIA ROMEO FLAMINI
PARTITO GAY LGBT+ SOLIDALE AMBIENTALISTA LIBERALE,MANUELA FUSACCHIA
PARTITO GAY LGBT+ SOLIDALE AMBIENTALISTA LIBERALE,SIMONE GENTILI
PARTITO GAY LGBT+ SOLIDALE AMBIENTALISTA LIBERALE,DEBORAH GIOVARRUSCIO
PARTITO GAY LGBT+ SOLIDALE AMBIENTALISTA LIBERALE,GIAMPIERO GUIDOTTI
PARTITO GAY LGBT+ SOLIDALE AMBIENTALISTA LIBERALE,PATRIZIA LUSTRI
PARTITO GAY LGBT+ SOLIDALE AMBIENTALISTA LIBERALE,FRANCESCO MANNO
PARTITO GAY LGBT+ SOLIDALE AMBIENTALISTA LIBERALE,ARIANNA MARCOTULLI
PARTITO GAY LGBT+ SOLIDALE AMBIENTALISTA LIBERALE,MARISTELLA MARESCA
PARTITO GAY LGBT+ SOLIDALE AMBIENTALISTA LIBERALE,GIOVANNI PICUS
PARTITO GAY LGBT+ SOLIDALE AMBIENTALISTA LIBERALE,SERAFINO SCARPINO
PARTITO GAY LGBT+ SOLIDALE AMBIENTALISTA LIBERALE,MARCO SPANO
PARTITO GAY LGBT+ SOLIDALE AMBIENTALISTA LIBERALE,CLAUDIO SURIANO
REVOLUZIONE CIVICA,GIULIA BOTTONI
REVOLUZIONE CIVICA,ALESSANDRO TAMBURLANI
REVOLUZIONE CIVICA,FRIDA DI LUIA
REVOLUZIONE CIVICA,REMO BATOG
REVOLUZIONE CIVICA,SIMONE D'ANTONI
REVOLUZIONE CIVICA,ROBERTO GROSSI
REVOLUZIONE CIVICA,ANDREAS RONALD COLUCCI
REVOLUZIONE CIVICA,MARINA TATTONI
REVOLUZIONE CIVICA,MAURO COPPOLA
REVOLUZIONE CIVICA,VALENTINA COLETTA
