SEZIONE,CANDIDATO,PREFERENZE,LISTA,MUNICIPIO
28,MARINELLA ANTONIA INGUSCIO,3.0,CALENDA SINDACO,2
29,MARINELLA ANTONIA INGUSCIO,3.0,CALENDA SINDACO,2
30,MARINELLA ANTONIA INGUSCIO,3.0,CALENDA SINDACO,2
31,MARINELLA ANTONIA INGUSCIO,1.0,CALENDA SINDACO,2
32,MARINELLA ANTONIA INGUSCIO,0.0,CALENDA SINDACO,2
33,MARINELLA ANTONIA INGUSCIO,0.0,CALENDA SINDACO,2
34,MARINELLA ANTONIA INGUSCIO,3.0,CALENDA SINDACO,2
35,MARINELLA ANTONIA INGUSCIO,1.0,CALENDA SINDACO,2
36,MARINELLA ANTONIA INGUSCIO,0.0,CALENDA SINDACO,2
38,MARINELLA ANTONIA INGUSCIO,0.0,CALENDA SINDACO,2
39,MARINELLA ANTONIA INGUSCIO,0.0,CALENDA SINDACO,2
40,MARINELLA ANTONIA INGUSCIO,0.0,CALENDA SINDACO,2
41,MARINELLA ANTONIA INGUSCIO,3.0,CALENDA SINDACO,2
42,MARINELLA ANTONIA INGUSCIO,1.0,CALENDA SINDACO,2
43,MARINELLA ANTONIA INGUSCIO,0.0,CALENDA SINDACO,2
44,MARINELLA ANTONIA INGUSCIO,0.0,CALENDA SINDACO,2
45,MARINELLA ANTONIA INGUSCIO,0.0,CALENDA SINDACO,2
46,MARINELLA ANTONIA INGUSCIO,1.0,CALENDA SINDACO,2
47,MARINELLA ANTONIA INGUSCIO,2.0,CALENDA SINDACO,2
48,MARINELLA ANTONIA INGUSCIO,0.0,CALENDA SINDACO,2
49,MARINELLA ANTONIA INGUSCIO,0.0,CALENDA SINDACO,2
50,MARINELLA ANTONIA INGUSCIO,0.0,CALENDA SINDACO,2
51,MARINELLA ANTONIA INGUSCIO,1.0,CALENDA SINDACO,2
52,MARINELLA ANTONIA INGUSCIO,0.0,CALENDA SINDACO,2
53,MARINELLA ANTONIA INGUSCIO,0.0,CALENDA SINDACO,2
54,MARINELLA ANTONIA INGUSCIO,1.0,CALENDA SINDACO,2
55,MARINELLA ANTONIA INGUSCIO,1.0,CALENDA SINDACO,2
56,MARINELLA ANTONIA INGUSCIO,0.0,CALENDA SINDACO,2
57,MARINELLA ANTONIA INGUSCIO,0.0,CALENDA SINDACO,2
58,MARINELLA ANTONIA INGUSCIO,2.0,CALENDA SINDACO,2
59,MARINELLA ANTONIA INGUSCIO,2.0,CALENDA SINDACO,2
60,MARINELLA ANTONIA INGUSCIO,1.0,CALENDA SINDACO,2
61,MARINELLA ANTONIA INGUSCIO,4.0,CALENDA SINDACO,2
62,MARINELLA ANTONIA INGUSCIO,1.0,CALENDA SINDACO,2
63,MARINELLA ANTONIA INGUSCIO,6.0,CALENDA SINDACO,2
64,MARINELLA ANTONIA INGUSCIO,2.0,CALENDA SINDACO,2
65,MARINELLA ANTONIA INGUSCIO,0.0,CALENDA SINDACO,2
66,MARINELLA ANTONIA INGUSCIO,2.0,CALENDA SINDACO,2
120,MARINELLA ANTONIA INGUSCIO,1.0,CALENDA SINDACO,2
121,MARINELLA ANTONIA INGUSCIO,5.0,CALENDA SINDACO,2
122,MARINELLA ANTONIA INGUSCIO,2.0,CALENDA SINDACO,2
123,MARINELLA ANTONIA INGUSCIO,3.0,CALENDA SINDACO,2
124,MARINELLA ANTONIA INGUSCIO,4.0,CALENDA SINDACO,2
125,MARINELLA ANTONIA INGUSCIO,6.0,CALENDA SINDACO,2
126,MARINELLA ANTONIA INGUSCIO,12.0,CALENDA SINDACO,2
127,MARINELLA ANTONIA INGUSCIO,12.0,CALENDA SINDACO,2
128,MARINELLA ANTONIA INGUSCIO,4.0,CALENDA SINDACO,2
129,MARINELLA ANTONIA INGUSCIO,2.0,CALENDA SINDACO,2
130,MARINELLA ANTONIA INGUSCIO,3.0,CALENDA SINDACO,2
131,MARINELLA ANTONIA INGUSCIO,3.0,CALENDA SINDACO,2
28,MARCO DOLFI,0.0,CALENDA SINDACO,2
29,MARCO DOLFI,3.0,CALENDA SINDACO,2
30,MARCO DOLFI,2.0,CALENDA SINDACO,2
31,MARCO DOLFI,1.0,CALENDA SINDACO,2
32,MARCO DOLFI,19.0,CALENDA SINDACO,2
33,MARCO DOLFI,13.0,CALENDA SINDACO,2
34,MARCO DOLFI,11.0,CALENDA SINDACO,2
35,MARCO DOLFI,10.0,CALENDA SINDACO,2
36,MARCO DOLFI,19.0,CALENDA SINDACO,2
38,MARCO DOLFI,17.0,CALENDA SINDACO,2
39,MARCO DOLFI,15.0,CALENDA SINDACO,2
40,MARCO DOLFI,27.0,CALENDA SINDACO,2
41,MARCO DOLFI,4.0,CALENDA SINDACO,2
42,MARCO DOLFI,4.0,CALENDA SINDACO,2
43,MARCO DOLFI,4.0,CALENDA SINDACO,2
44,MARCO DOLFI,5.0,CALENDA SINDACO,2
45,MARCO DOLFI,12.0,CALENDA SINDACO,2
46,MARCO DOLFI,5.0,CALENDA SINDACO,2
47,MARCO DOLFI,16.0,CALENDA SINDACO,2
48,MARCO DOLFI,6.0,CALENDA SINDACO,2
49,MARCO DOLFI,0.0,CALENDA SINDACO,2
50,MARCO DOLFI,3.0,CALENDA SINDACO,2
51,MARCO DOLFI,0.0,CALENDA SINDACO,2
52,MARCO DOLFI,1.0,CALENDA SINDACO,2
53,MARCO DOLFI,9.0,CALENDA SINDACO,2
54,MARCO DOLFI,5.0,CALENDA SINDACO,2
55,MARCO DOLFI,5.0,CALENDA SINDACO,2
56,MARCO DOLFI,2.0,CALENDA SINDACO,2
57,MARCO DOLFI,6.0,CALENDA SINDACO,2
58,MARCO DOLFI,4.0,CALENDA SINDACO,2
59,MARCO DOLFI,1.0,CALENDA SINDACO,2
60,MARCO DOLFI,0.0,CALENDA SINDACO,2
61,MARCO DOLFI,0.0,CALENDA SINDACO,2
62,MARCO DOLFI,8.0,CALENDA SINDACO,2
63,MARCO DOLFI,5.0,CALENDA SINDACO,2
