SEZIONE,CANDIDATO,PREFERENZE,LISTA,MUNICIPIO
513,FIAMMETTA CERULLI,0.0,PARTITO COMUNISTA MARCO RIZZO,11
1270,FIAMMETTA CERULLI,0.0,PARTITO COMUNISTA MARCO RIZZO,11
1298,FIAMMETTA CERULLI,0.0,PARTITO COMUNISTA MARCO RIZZO,11
1299,FIAMMETTA CERULLI,0.0,PARTITO COMUNISTA MARCO RIZZO,11
1300,FIAMMETTA CERULLI,0.0,PARTITO COMUNISTA MARCO RIZZO,11
1301,FIAMMETTA CERULLI,0.0,PARTITO COMUNISTA MARCO RIZZO,11
1302,FIAMMETTA CERULLI,0.0,PARTITO COMUNISTA MARCO RIZZO,11
1303,FIAMMETTA CERULLI,0.0,PARTITO COMUNISTA MARCO RIZZO,11
1304,FIAMMETTA CERULLI,0.0,PARTITO COMUNISTA MARCO RIZZO,11
1305,FIAMMETTA CERULLI,0.0,PARTITO COMUNISTA MARCO RIZZO,11
1306,FIAMMETTA CERULLI,0.0,PARTITO COMUNISTA MARCO RIZZO,11
1307,FIAMMETTA CERULLI,0.0,PARTITO COMUNISTA MARCO RIZZO,11
1309,FIAMMETTA CERULLI,0.0,PARTITO COMUNISTA MARCO RIZZO,11
1310,FIAMMETTA CERULLI,0.0,PARTITO COMUNISTA MARCO RIZZO,11
1311,FIAMMETTA CERULLI,0.0,PARTITO COMUNISTA MARCO RIZZO,11
1312,FIAMMETTA CERULLI,0.0,PARTITO COMUNISTA MARCO RIZZO,11
1313,FIAMMETTA CERULLI,0.0,PARTITO COMUNISTA MARCO RIZZO,11
1314,FIAMMETTA CERULLI,0.0,PARTITO COMUNISTA MARCO RIZZO,11
1315,FIAMMETTA CERULLI,0.0,PARTITO COMUNISTA MARCO RIZZO,11
1316,FIAMMETTA CERULLI,0.0,PARTITO COMUNISTA MARCO RIZZO,11
1317,FIAMMETTA CERULLI,0.0,PARTITO COMUNISTA MARCO RIZZO,11
1318,FIAMMETTA CERULLI,0.0,PARTITO COMUNISTA MARCO RIZZO,11
1319,FIAMMETTA CERULLI,0.0,PARTITO COMUNISTA MARCO RIZZO,11
1320,FIAMMETTA CERULLI,0.0,PARTITO COMUNISTA MARCO RIZZO,11
1321,FIAMMETTA CERULLI,0.0,PARTITO COMUNISTA MARCO RIZZO,11
