LISTA,CANDIDATO
LISTA CIVICA GUALTIERI SINDACO,FRANCESCO ABALSAMO
LISTA CIVICA GUALTIERI SINDACO,ANDREA ALBANESE
LISTA CIVICA GUALTIERI SINDACO,FRANCESCA ROMANA ARMINI
LISTA CIVICA GUALTIERI SINDACO,DANIELA BANDELLI
LISTA CIVICA GUALTIERI SINDACO,FABIO BETULLI
LISTA CIVICA GUALTIERI SINDACO,MARLENE CANTORI
LISTA CIVICA GUALTIERI SINDACO,MICHELE DI ROCCO
LISTA CIVICA GUALTIERI SINDACO,SERGIO GAROFALO
LISTA CIVICA GUALTIERI SINDACO,EMILIANO LOPEZ
LISTA CIVICA GUALTIERI SINDACO,MARCO GIUSEPPE MANCUSO
LISTA CIVICA GUALTIERI SINDACO,BARBARA MARTUSCIELLO
LISTA CIVICA GUALTIERI SINDACO,MELISSA MARZONI
LISTA CIVICA GUALTIERI SINDACO,ANDREA MILONE
LISTA CIVICA GUALTIERI SINDACO,GIULIO MORO
LISTA CIVICA GUALTIERI SINDACO,FRANCESCO OLIVERIO
LISTA CIVICA GUALTIERI SINDACO,CESARE ORLANDI
LISTA CIVICA GUALTIERI SINDACO,CINZIA PANCIA
LISTA CIVICA GUALTIERI SINDACO,CESARE PETTI
LISTA CIVICA GUALTIERI SINDACO,ROBERTO PLACIDI
LISTA CIVICA GUALTIERI SINDACO,Irma Gabriela RIVERA
SINISTRA CIVICA ECOLOGISTA,ALESSANDRO LUPARELLI
SINISTRA CIVICA ECOLOGISTA,SARA GRAZIOSI
SINISTRA CIVICA ECOLOGISTA,SAMANTA IARIA
SINISTRA CIVICA ECOLOGISTA,EMANUELA AMMERATA
SINISTRA CIVICA ECOLOGISTA,AURORA CAPOGNA
SINISTRA CIVICA ECOLOGISTA,PAOLO CENCIARELLI
SINISTRA CIVICA ECOLOGISTA,UMBERTO COPPOLA
SINISTRA CIVICA ECOLOGISTA,CARLA CORCIULO
SINISTRA CIVICA ECOLOGISTA,FEDERICO DE MARCO
SINISTRA CIVICA ECOLOGISTA,MARCO D'IPPOLITI
SINISTRA CIVICA ECOLOGISTA,PAOLA FOCE
SINISTRA CIVICA ECOLOGISTA,GABRIELE GIANNINI
SINISTRA CIVICA ECOLOGISTA,PAOLO MICHELE LA ROSA
SINISTRA CIVICA ECOLOGISTA,TOMMASO LETI MESSINA
SINISTRA CIVICA ECOLOGISTA,ADDOLORATA PASTORE
SINISTRA CIVICA ECOLOGISTA,CARMEN PERNICOLA
SINISTRA CIVICA ECOLOGISTA,SERGIO MAURICIO RAIMONDO
SINISTRA CIVICA ECOLOGISTA,FRANCESCA SILVIA ALESSANDRA SARTO
SINISTRA CIVICA ECOLOGISTA,LAURA TORQUATI
SINISTRA CIVICA ECOLOGISTA,ROMOLO TOZZI DI MARCO
SINISTRA CIVICA ECOLOGISTA,FRANCESCA TUCCI
SINISTRA CIVICA ECOLOGISTA,ANDREA ZICCARO
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,GUGLIELMO CALCERANO
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,CONSUELO LOLLOBRIGIDA
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,MARCO DI LUIGI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,BENEDETTA SCUDERI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,PAOLO DE LUCA
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,NATALIA IATCO
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,ANGELO COPPOTELLI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,IDA SOMMA
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,EMANUELE DE GASPERIS
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,MAFALDA ROVAI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,ANDREA LIEDL
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,EMANUELA SALTI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,MASSIMO SCORDARI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,ANTONIETTA DI VITO
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,LUCIO POMPEI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,GIORGIA TARTAGLIA
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,CARLO CARBOTTI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,GAUDENZIO SALVI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,ALESSANDRO GIOVANNETTI
PD PARTITO DEMOCRATICO,MAURIZIO POLICASTRO
PD PARTITO DEMOCRATICO,FLAVIA CARDINI
PD PARTITO DEMOCRATICO,FABRIZIO APRUZZESE
PD PARTITO DEMOCRATICO,ELENA BRUGI
PD PARTITO DEMOCRATICO,PASQUALINA COCCIOLO
PD PARTITO DEMOCRATICO,ROBERTO COLASANTI
PD PARTITO DEMOCRATICO,GERMANA CRISTIANO
PD PARTITO DEMOCRATICO,ANTONELLA DI GIACOMO
PD PARTITO DEMOCRATICO,ROSA FERRARO
PD PARTITO DEMOCRATICO,FABRIZIO GRANT
PD PARTITO DEMOCRATICO,LORENZO LAPERTOSA
PD PARTITO DEMOCRATICO,STEFANIA LATTANZI
PD PARTITO DEMOCRATICO,NOEMI MANCA
PD PARTITO DEMOCRATICO,GIOVANNA MAUGERI
PD PARTITO DEMOCRATICO,MARIA MAZZITELLI
PD PARTITO DEMOCRATICO,BRUNO MAZZONI
PD PARTITO DEMOCRATICO,ALFONSO MIRANTE
PD PARTITO DEMOCRATICO,COSTANTINO NICOLINI
PD PARTITO DEMOCRATICO,ALESSANDRO OLIVIERI
PD PARTITO DEMOCRATICO,LUCA PEDEMONTI
PD PARTITO DEMOCRATICO,MASSIMO PELLUTRI
PD PARTITO DEMOCRATICO,SILVIA PIERI
PD PARTITO DEMOCRATICO,MARCO POLI
PD PARTITO DEMOCRATICO,MATTEO SVOLACCHIA
DEMOS DEMOCRAZIA SOLIDALE,MARISTELLA BABUIN
DEMOS DEMOCRAZIA SOLIDALE,DARIA BOSSOLETTI
DEMOS DEMOCRAZIA SOLIDALE,BARBARA CAFARO
DEMOS DEMOCRAZIA SOLIDALE,ALESSIO COLLACCHI
DEMOS DEMOCRAZIA SOLIDALE,MARIA GIUSEPPINA DI MONTE
DEMOS DEMOCRAZIA SOLIDALE,SIMONE FABBROCILE
DEMOS DEMOCRAZIA SOLIDALE,MALENA HALILOVIC
DEMOS DEMOCRAZIA SOLIDALE,DANIELE ILARDI
DEMOS DEMOCRAZIA SOLIDALE,ANDREA LEONE
DEMOS DEMOCRAZIA SOLIDALE,TIZIANA LO BOSCO
DEMOS DEMOCRAZIA SOLIDALE,LUCILLA LUVINO
DEMOS DEMOCRAZIA SOLIDALE,JACQUELINE MAGALHAES DA CONCEICAO
DEMOS DEMOCRAZIA SOLIDALE,FRANCESCO ANTONIO MOLFESE
DEMOS DEMOCRAZIA SOLIDALE,ANTONIO MORELLI
DEMOS DEMOCRAZIA SOLIDALE,ROBERTO MOTTA
DEMOS DEMOCRAZIA SOLIDALE,GIANNA NICOLETTI
DEMOS DEMOCRAZIA SOLIDALE,DAMIANO PICA
DEMOS DEMOCRAZIA SOLIDALE,ELENA RUSSO
DEMOS DEMOCRAZIA SOLIDALE,VITTORIO SACCOMAN
DEMOS DEMOCRAZIA SOLIDALE,ANTONIO SALVATI
DEMOS DEMOCRAZIA SOLIDALE,ELISABETTA SARTORI
DEMOS DEMOCRAZIA SOLIDALE,TIZIANO SCARPARO
DEMOS DEMOCRAZIA SOLIDALE,MARIALUISA SILVESTRINI
DEMOS DEMOCRAZIA SOLIDALE,MASSIMILIANO TECCE
MOVIMENTO STORICO ROMANO LISTA NERONE,ANGELO ABRUZZETTI
MOVIMENTO STORICO ROMANO LISTA NERONE,BARBARA KATARZYNA BODNAR
MOVIMENTO STORICO ROMANO LISTA NERONE,MARIA GRAZIA CREA
MOVIMENTO STORICO ROMANO LISTA NERONE,GABRIELE CIPRIANI
MOVIMENTO STORICO ROMANO LISTA NERONE,ROBERTA DIASPRO
MOVIMENTO STORICO ROMANO LISTA NERONE,ORAZIO FERGNANI
MOVIMENTO STORICO ROMANO LISTA NERONE,TIZIANA FINA
MOVIMENTO STORICO ROMANO LISTA NERONE,GIUSEPPE MAZZAFERRI
MOVIMENTO STORICO ROMANO LISTA NERONE,RAFFAELE MAZZAFERRI
MOVIMENTO STORICO ROMANO LISTA NERONE,TATIANA MELARAGNI
MOVIMENTO STORICO ROMANO LISTA NERONE,PIETRO NOTARGIOVANNI
MOVIMENTO STORICO ROMANO LISTA NERONE,OLIVER ALMOS SCARINGELLA
MOVIMENTO STORICO ROMANO LISTA NERONE,CLAUDIA SERAFINI
MOVIMENTO STORICO ROMANO LISTA NERONE,DRAGANA SPASIC
MOVIMENTO STORICO ROMANO LISTA NERONE,FABRIZIO VIGGI
MOVIMENTO STORICO ROMANO LISTA NERONE,ROSSANO VISDOMINI
RICONQUISTARE L'ITALIA,LUCA BENNATI
RICONQUISTARE L'ITALIA,FRANCESCO PASSARELLA
RICONQUISTARE L'ITALIA,LOREDANA CIMINO
RICONQUISTARE L'ITALIA,ALESSANDRO PATRIZI
RICONQUISTARE L'ITALIA,FEDERICO FRACASSI
RICONQUISTARE L'ITALIA,MARIA ROSARIA TEDESCHI
RICONQUISTARE L'ITALIA,DAMIANA FIAMMENGHI
RICONQUISTARE L'ITALIA,ALESSANDRO FRACASSI
RICONQUISTARE L'ITALIA,SILVANA CIOLLI
RICONQUISTARE L'ITALIA,FEDERICO MUSSO
RICONQUISTARE L'ITALIA,GIAN MARCO ONORATI
RICONQUISTARE L'ITALIA,LUCA PACIOTTI
RICONQUISTARE L'ITALIA,MATTEO D'AMMORA
RICONQUISTARE L'ITALIA,DANIELA FRANCIOSI
RICONQUISTARE L'ITALIA,GIUSEPPINA RAFFAELLA CANCELLARA
RICONQUISTARE L'ITALIA,ADRIANO SANTUCCI
RICONQUISTARE L'ITALIA,SIMONE CHECCHI
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,ANDREA ILARI
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,ALESSANDRA AIELLO
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,MARCO CARROCCIA
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,COSTANTINO CEA
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,AURELIA CELLITTI
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,MONICA CHIOFI
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,ADA CIARLA
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,SANDRA DUGO
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,ROBERTO GROSSO
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,GABRIELE MIELE
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,ALESSIO MILONE
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,ALESSANDRO PIOVAN
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,STEFANO PITACCIO
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,DOMENICO RACO
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,STEFANO SALVI
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,SANDRA SIMONETTI
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,MARIO TIBERI
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,LUCIO TRIOLO
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,ELIA BISOGNI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,VANESSA CHERUBINI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,ARIANNA CIAMMARUCHI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,CARMELO D'AMICO
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,ELISA D'ANGELOSANTE
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,DAVIDE LEONCAVALLO
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,FRANCO DEIANA
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,DILETTA DELLE MONACHE
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,SALVATORE DONADIO
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,GIUSEPPE FRATI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,MARIA LUISA LO MONTE
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,VALENTINA MAMMOLA
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,MARIA GRAZIA ORIOLESI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,PATRIZIA PAPINI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,MARIO PATELLA
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,CLAUDIO RICCI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,ESSAM RIZK
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,BEATA AGNES WINKLER
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,ROSSANO ZIZZARI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,GUSMAN FULIGNI
GIORGIA MELONI FRATELLI D'ITALIA,DOMENICO CARLONE
GIORGIA MELONI FRATELLI D'ITALIA,LUIGI ASTORINO
GIORGIA MELONI FRATELLI D'ITALIA,MASSIMILIANO BOCCI
GIORGIA MELONI FRATELLI D'ITALIA,BARBARA CARDELLINI
GIORGIA MELONI FRATELLI D'ITALIA,VINCENZO CHIOFALO
GIORGIA MELONI FRATELLI D'ITALIA,MATTIA CICCIARELLI
GIORGIA MELONI FRATELLI D'ITALIA,FLAVIO MARIA COLASANTI
GIORGIA MELONI FRATELLI D'ITALIA,NADIA COLLINVITTI
GIORGIA MELONI FRATELLI D'ITALIA,VALTER CONTI
GIORGIA MELONI FRATELLI D'ITALIA,CRISTINA DE SIMONE
GIORGIA MELONI FRATELLI D'ITALIA,ALEXANDER DI IANNI
GIORGIA MELONI FRATELLI D'ITALIA,STEFANIA DI LELLA
GIORGIA MELONI FRATELLI D'ITALIA,ROBERTO FIACCO
GIORGIA MELONI FRATELLI D'ITALIA,CLARISSA LEVA
GIORGIA MELONI FRATELLI D'ITALIA,ROBERTA LUCIA
GIORGIA MELONI FRATELLI D'ITALIA,GIOCONDA MARTUCCI
GIORGIA MELONI FRATELLI D'ITALIA,UMBERTO MATRONOLA
GIORGIA MELONI FRATELLI D'ITALIA,STEFANO NANNI
GIORGIA MELONI FRATELLI D'ITALIA,ALESSANDRA RUSSO
GIORGIA MELONI FRATELLI D'ITALIA,DAVIDE SALVATORI
GIORGIA MELONI FRATELLI D'ITALIA,GIORGIO SANTANGELO
GIORGIA MELONI FRATELLI D'ITALIA,GIOVANNI TOSTI CROCE
GIORGIA MELONI FRATELLI D'ITALIA,ANNA MARIA TURNATURI
GIORGIA MELONI FRATELLI D'ITALIA,FRANCESCA VITTORI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,FRANCESCA BUCAIONI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,ILONKA BUMBURI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,ANGELO CASCONE
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,GIANLORETO DE AMICIS
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,MARIO DE BENEDITTIS
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,MARIACRISTINA DI LORENZO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,LUCA GALLUZZO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,FRANCESCO GAMBADORO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,FRANCESCO GARAU
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,PASQUALE LASELVA
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,MARIA ANTONIETTA MACRI'
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,VERONICA MAGNIFICA
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,ANTONIO MIGLIETTA
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,DOLORES MILONE
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,KATIA NURRA
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,PAOLA PALMIERI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,MARCO PALUMBO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,CIRO PINTO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,PASQUALE RICCI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,FABIO SANTONOCETO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,ALESSIO SARRA
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,EMANUELA SEMPRINI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,MARIA NELLINA SPATARO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,MANUEL TOTTI
LEGA SALVINI PREMIER,SANDRO TOTI
LEGA SALVINI PREMIER,PAMELA STRIPPOLI
LEGA SALVINI PREMIER,GIOVANNI ASCENZI
LEGA SALVINI PREMIER,MARTINA BOTARELLI
LEGA SALVINI PREMIER,FRANCESCO BRACCONI
LEGA SALVINI PREMIER,CRISTIANO BUONCRISTIANI
LEGA SALVINI PREMIER,PIER MATTEO CARBONE
LEGA SALVINI PREMIER,LUCIO CIOLFI
LEGA SALVINI PREMIER,ALESSANDRO CIRICIOFOLO
LEGA SALVINI PREMIER,ILARIA COLASANTI
LEGA SALVINI PREMIER,FRANCESCO COLNAGHI
LEGA SALVINI PREMIER,CATERINA DI MARZIO
LEGA SALVINI PREMIER,FRANCESCO FEDELI
LEGA SALVINI PREMIER,FABIANA FRINCONI
LEGA SALVINI PREMIER,TANIA MANGOGNA
LEGA SALVINI PREMIER,BARBARA MICALIZZI
LEGA SALVINI PREMIER,PATRIZIA MICOLI
LEGA SALVINI PREMIER,MASSIMO PANZIRONI
LEGA SALVINI PREMIER,STEFANIA PERUZZI
LEGA SALVINI PREMIER,PIER FRANCESCO PISTUDDI
LEGA SALVINI PREMIER,ALESSIO SEBASTIANELLI
LEGA SALVINI PREMIER,ANTONELLA TRINCA
LEGA SALVINI PREMIER,CLAUDIO VALENTINI
POTERE AL POPOLO,ELISA DELLA LIBERA
POTERE AL POPOLO,FLAVIO NOVARI
POTERE AL POPOLO,ARCANGELO PATRIARCA
POTERE AL POPOLO,GIULIANO TERZONI
POTERE AL POPOLO,FABIO GRIMALDI
POTERE AL POPOLO,PAOLA SALVI
POTERE AL POPOLO,PAOLO D'ANSELMO
POTERE AL POPOLO,MARCO PITTALIS
POTERE AL POPOLO,UGO MARINI
POTERE AL POPOLO,MONICA BELLINI
POTERE AL POPOLO,BEATRICE GAMBERINI
POTERE AL POPOLO,CHIARA DE MARCHIS
POTERE AL POPOLO,ELIANA PIERANTONI
POTERE AL POPOLO,PAOLO MARZANO
POTERE AL POPOLO,ROBERTO VAGLI
POTERE AL POPOLO,PAOLO BURANI
POTERE AL POPOLO,ANGELA BARONE
POTERE AL POPOLO,MARINA CAPRIOLI
POTERE AL POPOLO,PIER LUIGI FRATINI
SETTIMO SOSTENIBILE LISTA CIVICA,PIETRO SALVATORI
SETTIMO SOSTENIBILE LISTA CIVICA,STEFANO FERRO
SETTIMO SOSTENIBILE LISTA CIVICA,CLARISSA FERRERI
SETTIMO SOSTENIBILE LISTA CIVICA,LOREDANA ANGELETTI
SETTIMO SOSTENIBILE LISTA CIVICA,MATTEO ANGELELLI
SETTIMO SOSTENIBILE LISTA CIVICA,ANTONIO D'ANTONIO
SETTIMO SOSTENIBILE LISTA CIVICA,DEBORA SCOCCO
SETTIMO SOSTENIBILE LISTA CIVICA,NICOLA ANTONIO CATALDI
SETTIMO SOSTENIBILE LISTA CIVICA,ANDREA PASQUINI
SETTIMO SOSTENIBILE LISTA CIVICA,SARA FUSELLO
SETTIMO SOSTENIBILE LISTA CIVICA,NICOLA MONALDI
SETTIMO SOSTENIBILE LISTA CIVICA,ANGELO ANTONIO CUCCINIELLO
SETTIMO SOSTENIBILE LISTA CIVICA,GIUSEPPE DI STEFANO
SETTIMO SOSTENIBILE LISTA CIVICA,SIMONETTA CHIAVARI
SETTIMO SOSTENIBILE LISTA CIVICA,CARLO AIELLO
SETTIMO SOSTENIBILE LISTA CIVICA,DUILIO IAMONICO
SETTIMO SOSTENIBILE LISTA CIVICA,ALESSANDRA MARINO
SETTIMO SOSTENIBILE LISTA CIVICA,LUCA MIARELLI MARIANI
SETTIMO SOSTENIBILE LISTA CIVICA,SIMONE CAPPELLI
SETTIMO SOSTENIBILE LISTA CIVICA,ANNAMARIA MEVI
SETTIMO SOSTENIBILE LISTA CIVICA,MATTEO ZURACKI
REVOLUZIONE CIVICA,VANESSA ROSSI
REVOLUZIONE CIVICA,ANTONIO PRINCIPATO
REVOLUZIONE CIVICA,ANGELA TRIPPUTI
REVOLUZIONE CIVICA,ANDREA BRUSA
REVOLUZIONE CIVICA,CLAUDIA DE CHIARA
REVOLUZIONE CIVICA,EGIDIO FRANCESCO D'ELIA
REVOLUZIONE CIVICA,MARCO CANDIGLIOTA
REVOLUZIONE CIVICA,MAURA ALABISO
REVOLUZIONE CIVICA,CARLA RICCI
REVOLUZIONE CIVICA,ISIDORO GIOVANNI FEDERICO
REVOLUZIONE CIVICA,ZUMANA MAHMUD
REVOLUZIONE CIVICA,ROBERTO ALBANESE
REVOLUZIONE CIVICA,LAURA D'ALESSANDRO
REVOLUZIONE CIVICA,LUIGI VAUDO
REVOLUZIONE CIVICA,MASSIMILIANO GRANIERI
REVOLUZIONE CIVICA,ROBERTO ALCHIDI
REVOLUZIONE CIVICA,GAETANA CULTRARO
REVOLUZIONE CIVICA,ALESSANDRO BUCCI
REVOLUZIONE CIVICA,VINCENZO SPINA
REVOLUZIONE CIVICA,ALESSIO CUTRONE
REVOLUZIONE CIVICA,PAOLA MICHISANTI
REVOLUZIONE CIVICA,MATTEO CAMPEGIANI
REVOLUZIONE CIVICA,CHRISTIAN LAURI
REVOLUZIONE CIVICA,MARCELLO BELLINI
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,LUCIANO CASTRO
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,CHIARA SANMORI'
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,GIUSEPPE ROTUNNO
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,MARIA ELISA ARRABITO
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,MAURO DELLA MORTE
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,MARIA GABRIELLA ESPOSITO
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,FRANCESCO DI MENNO DI BUCCHIANICO
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,MARIA CRISTINA RICCARDI
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,GUGLIELMO PUGLIA
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,JACOPO MANCINI
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,CLAUDIA PALMA DI TORO
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,FRANCESCO RICCARDI
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,FABRIZIO RICCOBELLI
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,SARA GREFFI
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,GIUSEPPE DI PASQUALE
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,ROSELLA SANTELLI
