LISTA,CANDIDATO
GIORGIA MELONI FRATELLI D'ITALIA,ISABELLA BRUGALETTA
GIORGIA MELONI FRATELLI D'ITALIA,DARIO COLOGGI
GIORGIA MELONI FRATELLI D'ITALIA,GIUSEPPE CONFORZI
GIORGIA MELONI FRATELLI D'ITALIA,TOMMASO D'ANNIBALE
GIORGIA MELONI FRATELLI D'ITALIA,FABIO DELLA VENTURA
GIORGIA MELONI FRATELLI D'ITALIA,SABRINA DI GIACOMO
GIORGIA MELONI FRATELLI D'ITALIA,FABIO GALIETI
GIORGIA MELONI FRATELLI D'ITALIA,FEDERICA GIOVANNUCCI
GIORGIA MELONI FRATELLI D'ITALIA,FRANCESCO INGENITO
GIORGIA MELONI FRATELLI D'ITALIA,GIANCARLO LAINO
GIORGIA MELONI FRATELLI D'ITALIA,STEFANO MARIA LUSTRI
GIORGIA MELONI FRATELLI D'ITALIA,GRETA MANDOLESI
GIORGIA MELONI FRATELLI D'ITALIA,LARA MIGNEMI
GIORGIA MELONI FRATELLI D'ITALIA,GIORGIA MITRANO
GIORGIA MELONI FRATELLI D'ITALIA,DANIELA SALUSTRI
GIORGIA MELONI FRATELLI D'ITALIA,ANNA SEBASTA
GIORGIA MELONI FRATELLI D'ITALIA,MAURO TASSETTI
GIORGIA MELONI FRATELLI D'ITALIA,ADRIANA VARTOLO
GIORGIA MELONI FRATELLI D'ITALIA,LUCA ZAMAGNI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,RAFFAELLA BUGLIAZZINI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,FABRIZIO CAMBA
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,ALESSANDRO CASTELLANO
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,CARLO COLALENTI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,ALBERTO COLANTUONO
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,VALENTINA COLICCHIA
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,ALESSANDRA CORRADINI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,RENATA CORRADINO
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,ANDREA ARDUINO D'ADDESSI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,ANTONIO DELLE MONACHE
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,DIEGO FALCONE
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,CLAUDIO FERRARO
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,GABRIO FORTI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,EMANUELA GUTTORIELLO
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,VALENTINA MAMMOLA
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,ENRICO MARACCI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,CINZIA MICOZZI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,VITTORIO SELLI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,STEFANO TONELLI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,ROBERTO TRIFONE
PICCA PRESIDENTE,STEFANO VAGNI
PICCA PRESIDENTE,MAURO CALZAVARA
PICCA PRESIDENTE,LEONORA CARDUCCI
PICCA PRESIDENTE,MARIA CLOTILDE CHECCHI
PICCA PRESIDENTE,SIMONA CIOTOLI
PICCA PRESIDENTE,GIUSEPPE CIRILLO
PICCA PRESIDENTE,MAURIZIO DE LUCIA
PICCA PRESIDENTE,ALESSIA DEL MUTO
PICCA PRESIDENTE,FABIANA DI CURZIO
PICCA PRESIDENTE,VALERIO DOMENICI
PICCA PRESIDENTE,VALENTINA DOMINIYANNI
PICCA PRESIDENTE,ALESSIA FRASCHETTI
PICCA PRESIDENTE,FABRIZIO GABELLI
PICCA PRESIDENTE,PASQUALE GAMBARDELLA
PICCA PRESIDENTE,GIANCARLO GNEME
PICCA PRESIDENTE,ENRICO MILANI
PICCA PRESIDENTE,DANIELA POSTIGLIONE
PICCA PRESIDENTE,GIANCARLO ROSINI
PICCA PRESIDENTE,EVALDO SEBASTIANI
PICCA PRESIDENTE,MARCO TACCONI
PICCA PRESIDENTE,CRISTINA LOREDANA TRAPANI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,GIANFRANCO ALFONSI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,ANDREA ANTONELLI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,FABRIZIO ASTUTI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,MICHELE BELLO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,MARIAN COBZARU
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,GIADA CUTRONE
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,GIANNI D'ALESSANDRI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,EDOARDO D'ASCENZI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,ANNA DI LELLA
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,LORENZO DI MATTIA
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,GABRIELLA FARDELLA
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,ANDREA FIORINI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,LAURA FORTUNATO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,ELISA GUTTORIELLO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,CAMILLA MAIORISI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,Atef METWALLY
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,ROBERTA MILLOZZI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,MARIA GAIA PENSIERI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,FRANCO RUGGIERI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,GIULIANA SALCE
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,MARIO SMOCOVICH
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,SIMONE STELLA
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,ROBERTO TURCO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,NOEMI VERONESI
POTERE AL POPOLO,CESIDIO FRACASSI
POTERE AL POPOLO,MARIA GRAZIA GRECO
POTERE AL POPOLO,ANIELLO DE VITA
POTERE AL POPOLO,ROBERTO CHIARELLI
POTERE AL POPOLO,FRANCESCA PULICE
POTERE AL POPOLO,CLAUDIO SOCCI
POTERE AL POPOLO,GIANLUCA SCIAMANNA
POTERE AL POPOLO,MARIA ANTONIETTA DE GUIDO
POTERE AL POPOLO,FLAVIO BELLONE
POTERE AL POPOLO,GIAMPIERO MASSIMI
POTERE AL POPOLO,VALENTINA MEROLLA
POTERE AL POPOLO,FLAVIO SABELLI
POTERE AL POPOLO,STEFANIA RUGGERI
POTERE AL POPOLO,RICCARDO ANIELLO
POTERE AL POPOLO,MARTA TURILLI
POTERE AL POPOLO,FLAVIA FATUZZO
POTERE AL POPOLO,FABIO SCIATORE
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,ANDREA TURCO
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,FLORIANA CECCARELLI
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,VINCENZO BASILE
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,DANIELA GRECHI
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,DAVIDE BULZOMI
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,MANILA RIDOLFI
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,CLAUDIO DI NAPOLI
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,MASSIMO NARDIELLO
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,BARBARA PUTIGNANI
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,EMILIO SASSO
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,FRANCESCO MARIA SANNA
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,FILOMENA MARENGO
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,EMILIA DE VIDO
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,LUCA LEONI
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,CHRISTINA GLIOZZI
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,MARIA ELISA ARRABITO
IL POPOLO DELLA FAMIGLIA NO GENDER NELLE SCUOLE,LUISA TOTINO
REVOLUZIONE CIVICA,LAURA VICARIO
REVOLUZIONE CIVICA,GIANMARCO DOMINICI
REVOLUZIONE CIVICA,MONICA BARDINI
REVOLUZIONE CIVICA,ELIGERT HIMA
REVOLUZIONE CIVICA,VALENTINA CIANNARELLA
REVOLUZIONE CIVICA,ANDREA BONANNI
REVOLUZIONE CIVICA,ROBERTO HADDAD
REVOLUZIONE CIVICA,ROMANO QUATTROPANETTI
REVOLUZIONE CIVICA,ELISA BASTREGHI
REVOLUZIONE CIVICA,MASSIMO D'AQUINO
REVOLUZIONE CIVICA,PAOLO PALMIERI
REVOLUZIONE CIVICA,MARIA CHIARA PETRASSI
REVOLUZIONE CIVICA,GIANLUCA PISCITELLI
REVOLUZIONE CIVICA,VISSIA PESCE
REVOLUZIONE CIVICA,LUCIANO MASI
REVOLUZIONE CIVICA,FEDERICA CARLONI
REVOLUZIONE CIVICA,MIRELLA SALVI
REVOLUZIONE CIVICA,GIANLUCA MONTI
CALENDA SINDACO,RAFFAELLA VECCHIARELLI
CALENDA SINDACO,ANGELA SOLAINI
CALENDA SINDACO,SAMUELE GIOVANNI ABU EID
CALENDA SINDACO,ALEMANNO BARSOCCHI
CALENDA SINDACO,FABIO BERTI
CALENDA SINDACO,EMANUELA BISEGNA
CALENDA SINDACO,MARIO BORGO CARATTI
CALENDA SINDACO,MASSIMO CHIESA
CALENDA SINDACO,FRANCESCA CONTRI
CALENDA SINDACO,GABRIELLA DE LUCA
CALENDA SINDACO,ALESSANDRO FANELLA
CALENDA SINDACO,FRANCESCO FORTINO
CALENDA SINDACO,GIUSEPPE GRAZIOLI
CALENDA SINDACO,BRUNA MACIOCCHI
CALENDA SINDACO,GIAMPAOLO MANNUCCI
CALENDA SINDACO,RAFFAELA MIRAGOLI
CALENDA SINDACO,ANGELO MOCCI
CALENDA SINDACO,ALDO PALMERI
CALENDA SINDACO,SIMONE PANELLA
CALENDA SINDACO,FEDERICO PISANO
CALENDA SINDACO,ROBERTO RAPONI
CALENDA SINDACO,STEFANIA SCAROZZA
CALENDA SINDACO,GIOVANNI BATTISTA SPERANZA
CALENDA SINDACO,ANNA LUCIA NATALINA VADALA'
RICONQUISTARE L'ITALIA,VALERIO RIGA
RICONQUISTARE L'ITALIA,LUCA FONTANA
RICONQUISTARE L'ITALIA,VERONICA VOLPE
RICONQUISTARE L'ITALIA,CLAUDIO GORI
RICONQUISTARE L'ITALIA,CECILIA CLEMENTI
RICONQUISTARE L'ITALIA,ORAZIO FIDERIO
RICONQUISTARE L'ITALIA,SIMONE REVELLI
RICONQUISTARE L'ITALIA,ROMINA PALUDI
RICONQUISTARE L'ITALIA,MIRKO MASTRONARDI
RICONQUISTARE L'ITALIA,MARIA VITTORIA CONTI
RICONQUISTARE L'ITALIA,GIANLUCA DELLA ROCCA
RICONQUISTARE L'ITALIA,ANIELLO MARRAZZO
RICONQUISTARE L'ITALIA,LUCA USAI
RICONQUISTARE L'ITALIA,MAURIZIO SAVONI
RICONQUISTARE L'ITALIA,SIMONA CARLOPPI
RICONQUISTARE L'ITALIA,STEFANIA PORTICI
RICONQUISTARE L'ITALIA,ALESSANDRO SALIS
RICONQUISTARE L'ITALIA,PAOLO LUCIO FANELLI
RICONQUISTARE L'ITALIA,FRANCESCO MARIA VALERIANI
RICONQUISTARE L'ITALIA,DANIELA FRANCIOSI
RICONQUISTARE L'ITALIA,STEFANIA DE LEONIBUS
RICONQUISTARE L'ITALIA,LUCA BARTOLUCCI
RICONQUISTARE L'ITALIA,EROS CHIODI
PD PARTITO DEMOCRATICO,MARGHERITA WELYAM MOSAAD GHEBRYAL
PD PARTITO DEMOCRATICO,MARCO BELMONTE
PD PARTITO DEMOCRATICO,FOUZIA DARFAOUI
PD PARTITO DEMOCRATICO,RAFFAELE BIONDO
PD PARTITO DEMOCRATICO,SILVIA FIORUCCI
PD PARTITO DEMOCRATICO,BRUNO CORTEGIANI
PD PARTITO DEMOCRATICO,SERENA BASCIANI
PD PARTITO DEMOCRATICO,LEONARDO DI MATTEO
PD PARTITO DEMOCRATICO,ADALGISA BRANCATO
PD PARTITO DEMOCRATICO,ENRICO MERCANTI
PD PARTITO DEMOCRATICO,ARIANNA EMILI
PD PARTITO DEMOCRATICO,IVANO PATACCHIOLA
PD PARTITO DEMOCRATICO,FEDERICA FALLACARA
PD PARTITO DEMOCRATICO,GIUSEPPE ROMANI
PD PARTITO DEMOCRATICO,GIAMPAOLA PAU
PD PARTITO DEMOCRATICO,GIOVANNI ROMEO
PD PARTITO DEMOCRATICO,VALENTINA PROIETTI
PD PARTITO DEMOCRATICO,MAURIZIO LELLI
PD PARTITO DEMOCRATICO,MONICA RITONDALE
PD PARTITO DEMOCRATICO,MAURIZIO ZEPPILLI
PD PARTITO DEMOCRATICO,CARLA SBRAGA
PD PARTITO DEMOCRATICO,VALENTINA SCARFAGNA
PD PARTITO DEMOCRATICO,DINA SCHINTU
PD PARTITO DEMOCRATICO,IMMACOLATA TALACCI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,VALERIO FACCHINELLI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,SIMONA BOTTONI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,ROBERTO DI SANTO
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,TAMARA MASSARI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,DOMIZIANO PISCOLLA
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,PATRIZIA MARINI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,DOMENICO SURACE
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,LILIANA CARTA
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,PAOLO PATRIARCA
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,DANIELA BRANDI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,FERNANDO CALDERARI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,LAURA LOMBARDI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,ALESSANDRO ALBANESE
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,SILVIO ARRIGO
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,ITALO DI GIUSEPPE
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,PATRIZIA DI NARDO
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,MARCO CIMAGLIA
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,EMANUELE SAVO
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,ROSARIA CLEMENTE
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,SAMIR ABDELKHALIK OMRAN MOHAMED
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,LAURA ALUISI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,SALVATORE BORGESE
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,GIANCARLA BABINO
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,DARIO CAREGNATO
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,SILVIA BERTINI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,GIOVANNI CILIONE
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,ROBERTA FARRUGGIA
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,FABIO CIPRESSA
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,ANNA NAPOLITANO
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,DARIO DE JUDICIBUS
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,FLAVIA TUCCI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,FRANCESCO IVAN LEGGIO
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,PAOLO PARNASI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,VITO MATTIA ROSANO
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,ANTONELLO TARANTINO
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,FRANCESCO TOMBESI
SINISTRA CIVICA ECOLOGISTA,MARCO POSSANZINI
SINISTRA CIVICA ECOLOGISTA,SARA QUINTILIANI
SINISTRA CIVICA ECOLOGISTA,GIACINTO CARAMIA
SINISTRA CIVICA ECOLOGISTA,PATRIZIA ANDREANGELI
SINISTRA CIVICA ECOLOGISTA,PAOLO BADII
SINISTRA CIVICA ECOLOGISTA,ALEX BIORDI
SINISTRA CIVICA ECOLOGISTA,DANILO BORRELLI
SINISTRA CIVICA ECOLOGISTA,MARIO CELANI
SINISTRA CIVICA ECOLOGISTA,ILARIA DELLO MONACO
SINISTRA CIVICA ECOLOGISTA,MICHELE DI LECCE
SINISTRA CIVICA ECOLOGISTA,ALESSANDRA DI PRIMIO
SINISTRA CIVICA ECOLOGISTA,MANUELA FUSO
SINISTRA CIVICA ECOLOGISTA,CARLO DARIO MARTINELLI
SINISTRA CIVICA ECOLOGISTA,ANNA MARIA MENOTTI
SINISTRA CIVICA ECOLOGISTA,SILVIA MESSINA
SINISTRA CIVICA ECOLOGISTA,MARCELLO PROIETTI SPILA
SINISTRA CIVICA ECOLOGISTA,FRANCESCA ROMANA TROMBACCIA
SINISTRA CIVICA ECOLOGISTA,CLAUDIA TROMBINI
SINISTRA CIVICA ECOLOGISTA,PAOLA VALERI
SINISTRA CIVICA ECOLOGISTA,ROBERTO VIDALI
DEMOS DEMOCRAZIA SOLIDALE - LABORATORIO CIVICO X -,FRANCESCO DE DONNO
DEMOS DEMOCRAZIA SOLIDALE - LABORATORIO CIVICO X -,MIRELLA ARCAMONE
DEMOS DEMOCRAZIA SOLIDALE - LABORATORIO CIVICO X -,GIOVANNA ARCIPRETE
DEMOS DEMOCRAZIA SOLIDALE - LABORATORIO CIVICO X -,BARBARA BASSETTI
DEMOS DEMOCRAZIA SOLIDALE - LABORATORIO CIVICO X -,ELISA BELLOMO
DEMOS DEMOCRAZIA SOLIDALE - LABORATORIO CIVICO X -,RIDOUAN BENAZI
DEMOS DEMOCRAZIA SOLIDALE - LABORATORIO CIVICO X -,GIUSEPPE BLASONE
DEMOS DEMOCRAZIA SOLIDALE - LABORATORIO CIVICO X -,CARLO CAPPERONI
DEMOS DEMOCRAZIA SOLIDALE - LABORATORIO CIVICO X -,GIORGIO CARNEVALE
DEMOS DEMOCRAZIA SOLIDALE - LABORATORIO CIVICO X -,DANIELE CAROLI
DEMOS DEMOCRAZIA SOLIDALE - LABORATORIO CIVICO X -,ANNA MARIA CERQUETTI
DEMOS DEMOCRAZIA SOLIDALE - LABORATORIO CIVICO X -,EMANUELE CHERCHI
DEMOS DEMOCRAZIA SOLIDALE - LABORATORIO CIVICO X -,BARBARA COSTA
DEMOS DEMOCRAZIA SOLIDALE - LABORATORIO CIVICO X -,MASSIMILIANO DE FELICE
DEMOS DEMOCRAZIA SOLIDALE - LABORATORIO CIVICO X -,VALERIO DE VITA
DEMOS DEMOCRAZIA SOLIDALE - LABORATORIO CIVICO X -,SILVIA DI CASOLA
DEMOS DEMOCRAZIA SOLIDALE - LABORATORIO CIVICO X -,STEFANO FONTANA
DEMOS DEMOCRAZIA SOLIDALE - LABORATORIO CIVICO X -,MARIA CRISTINA FRANCESCHI
DEMOS DEMOCRAZIA SOLIDALE - LABORATORIO CIVICO X -,DENISE LANCIA
DEMOS DEMOCRAZIA SOLIDALE - LABORATORIO CIVICO X -,CRISTINA LIVA
DEMOS DEMOCRAZIA SOLIDALE - LABORATORIO CIVICO X -,GIOIA PADRONI
DEMOS DEMOCRAZIA SOLIDALE - LABORATORIO CIVICO X -,FABRIZIO PLACIDI
DEMOS DEMOCRAZIA SOLIDALE - LABORATORIO CIVICO X -,DIEGO RECINO
DEMOS DEMOCRAZIA SOLIDALE - LABORATORIO CIVICO X -,MARCO SEVERA
LISTA CIVICA GUALTIERI SINDACO,LUIGI SAITO
LISTA CIVICA GUALTIERI SINDACO,ALESSANDRO CUCCULELLI
LISTA CIVICA GUALTIERI SINDACO,AMANDA ZANCHI
LISTA CIVICA GUALTIERI SINDACO,RICCARDO AGOSTINI
LISTA CIVICA GUALTIERI SINDACO,ANNA BIANCHI
LISTA CIVICA GUALTIERI SINDACO,AURELIO BONAFEDE
LISTA CIVICA GUALTIERI SINDACO,MARCO BONCI
LISTA CIVICA GUALTIERI SINDACO,EMILIANO CORBELLI
LISTA CIVICA GUALTIERI SINDACO,REMO DE BARTOLOMEO
LISTA CIVICA GUALTIERI SINDACO,CRISTIANO DE LUCREZIA
LISTA CIVICA GUALTIERI SINDACO,MARINA DELLA ROCCA
LISTA CIVICA GUALTIERI SINDACO,CARLO LINETTI
LISTA CIVICA GUALTIERI SINDACO,LUIGI MARCHIONE
LISTA CIVICA GUALTIERI SINDACO,ANGELA MASTRANTONI
LISTA CIVICA GUALTIERI SINDACO,KEVIN MASTROSANTI
LISTA CIVICA GUALTIERI SINDACO,BARBARA MATTANA
LISTA CIVICA GUALTIERI SINDACO,GABRIELE MILANI
LISTA CIVICA GUALTIERI SINDACO,DANIELA MULAS
LISTA CIVICA GUALTIERI SINDACO,CARMELINA PIETRANGELO
LISTA CIVICA GUALTIERI SINDACO,ALESSANDRA PILI
