SEZIONE,CANDIDATO,PREFERENZE,LISTA,MUNICIPIO
1273,ALESSIO MARSILI,1.0,MOVIMENTO CINQUE STELLE 2050,13
1722,ALESSIO MARSILI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1723,ALESSIO MARSILI,1.0,MOVIMENTO CINQUE STELLE 2050,13
1724,ALESSIO MARSILI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1725,ALESSIO MARSILI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1726,ALESSIO MARSILI,1.0,MOVIMENTO CINQUE STELLE 2050,13
1727,ALESSIO MARSILI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1728,ALESSIO MARSILI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1729,ALESSIO MARSILI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1731,ALESSIO MARSILI,1.0,MOVIMENTO CINQUE STELLE 2050,13
1732,ALESSIO MARSILI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1733,ALESSIO MARSILI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1734,ALESSIO MARSILI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1735,ALESSIO MARSILI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1736,ALESSIO MARSILI,2.0,MOVIMENTO CINQUE STELLE 2050,13
1737,ALESSIO MARSILI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1738,ALESSIO MARSILI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1739,ALESSIO MARSILI,1.0,MOVIMENTO CINQUE STELLE 2050,13
1740,ALESSIO MARSILI,2.0,MOVIMENTO CINQUE STELLE 2050,13
1741,ALESSIO MARSILI,2.0,MOVIMENTO CINQUE STELLE 2050,13
1742,ALESSIO MARSILI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1743,ALESSIO MARSILI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1744,ALESSIO MARSILI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1745,ALESSIO MARSILI,1.0,MOVIMENTO CINQUE STELLE 2050,13
1746,ALESSIO MARSILI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1747,ALESSIO MARSILI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1748,ALESSIO MARSILI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1749,ALESSIO MARSILI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1750,ALESSIO MARSILI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1751,ALESSIO MARSILI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1752,ALESSIO MARSILI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1753,ALESSIO MARSILI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1754,ALESSIO MARSILI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1756,ALESSIO MARSILI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1758,ALESSIO MARSILI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1759,ALESSIO MARSILI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1760,ALESSIO MARSILI,1.0,MOVIMENTO CINQUE STELLE 2050,13
1761,ALESSIO MARSILI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1763,ALESSIO MARSILI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1937,ALESSIO MARSILI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1938,ALESSIO MARSILI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1939,ALESSIO MARSILI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1940,ALESSIO MARSILI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1941,ALESSIO MARSILI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1942,ALESSIO MARSILI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1943,ALESSIO MARSILI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1944,ALESSIO MARSILI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1945,ALESSIO MARSILI,2.0,MOVIMENTO CINQUE STELLE 2050,13
1946,ALESSIO MARSILI,2.0,MOVIMENTO CINQUE STELLE 2050,13
1947,ALESSIO MARSILI,2.0,MOVIMENTO CINQUE STELLE 2050,13
1273,CAMILLA ALBERTI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1722,CAMILLA ALBERTI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1723,CAMILLA ALBERTI,3.0,MOVIMENTO CINQUE STELLE 2050,13
1724,CAMILLA ALBERTI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1725,CAMILLA ALBERTI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1726,CAMILLA ALBERTI,3.0,MOVIMENTO CINQUE STELLE 2050,13
1727,CAMILLA ALBERTI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1728,CAMILLA ALBERTI,4.0,MOVIMENTO CINQUE STELLE 2050,13
1729,CAMILLA ALBERTI,1.0,MOVIMENTO CINQUE STELLE 2050,13
1731,CAMILLA ALBERTI,1.0,MOVIMENTO CINQUE STELLE 2050,13
1732,CAMILLA ALBERTI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1733,CAMILLA ALBERTI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1734,CAMILLA ALBERTI,6.0,MOVIMENTO CINQUE STELLE 2050,13
1735,CAMILLA ALBERTI,2.0,MOVIMENTO CINQUE STELLE 2050,13
1736,CAMILLA ALBERTI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1737,CAMILLA ALBERTI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1738,CAMILLA ALBERTI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1739,CAMILLA ALBERTI,1.0,MOVIMENTO CINQUE STELLE 2050,13
1740,CAMILLA ALBERTI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1741,CAMILLA ALBERTI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1742,CAMILLA ALBERTI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1743,CAMILLA ALBERTI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1744,CAMILLA ALBERTI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1745,CAMILLA ALBERTI,1.0,MOVIMENTO CINQUE STELLE 2050,13
1746,CAMILLA ALBERTI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1747,CAMILLA ALBERTI,0.0,MOVIMENTO CINQUE STELLE 2050,13
1748,CAMILLA ALBERTI,0.0,MOVIMENTO CINQUE STELLE 2050,13
