LISTA,CANDIDATO
MOVIMENTO CINQUE STELLE 2050,ALESSIO MARSILI
MOVIMENTO CINQUE STELLE 2050,CAMILLA ALBERTI
MOVIMENTO CINQUE STELLE 2050,CRISTIANO ALVITI
MOVIMENTO CINQUE STELLE 2050,ANGELICA ARDOVINO
MOVIMENTO CINQUE STELLE 2050,VALERIO BANDINI
MOVIMENTO CINQUE STELLE 2050,SABRINA BEVILACQUA
MOVIMENTO CINQUE STELLE 2050,SIMONA GUERRA
MOVIMENTO CINQUE STELLE 2050,TIZIANO CIRIACONO
MOVIMENTO CINQUE STELLE 2050,TIZIANO D'AMICO
MOVIMENTO CINQUE STELLE 2050,HERNAN ARIEL DE LUCA
MOVIMENTO CINQUE STELLE 2050,AMBRA BONAMICI
MOVIMENTO CINQUE STELLE 2050,ALESSANDRA GIOVAGNOLI
MOVIMENTO CINQUE STELLE 2050,GIORGIA GRASSI
MOVIMENTO CINQUE STELLE 2050,CARLOTTA GUERRIERI
MOVIMENTO CINQUE STELLE 2050,EMILIANO MORICI
MOVIMENTO CINQUE STELLE 2050,STEFANIA ROIATI
MOVIMENTO CINQUE STELLE 2050,DAVIDE URBINI
MOVIMENTO CINQUE STELLE 2050,GUIDO SALVATORES
MOVIMENTO CINQUE STELLE 2050,FABRIZIO VINCENZO MASSIMO MAZZOLA
MOVIMENTO CINQUE STELLE 2050,ANDREA VIDILI
MOVIMENTO CINQUE STELLE 2050,SILVIA MAZZOLANI
MOVIMENTO CINQUE STELLE 2050,MARIA GABRIELLA VITALI
MOVIMENTO CINQUE STELLE 2050,FRANCESCO FLAVIO CASTRACANE
LISTA CIVICA VIRGINIA RAGGI,ALESSANDRO IVAN BATTISTA
LISTA CIVICA VIRGINIA RAGGI,ALESSANDRO CESARINI
LISTA CIVICA VIRGINIA RAGGI,ALESSANDRO CRASTA
LISTA CIVICA VIRGINIA RAGGI,LUCA DI STEFANO
LISTA CIVICA VIRGINIA RAGGI,MASSIMO CHAKRA
LISTA CIVICA VIRGINIA RAGGI,DONATELLA D'URSO
LISTA CIVICA VIRGINIA RAGGI,ANNUNZIATA GUIDONI
LISTA CIVICA VIRGINIA RAGGI,FRANCESCO MEGNA
LISTA CIVICA VIRGINIA RAGGI,CARLO PISANIELLO
LISTA CIVICA VIRGINIA RAGGI,MARCO REDAELLI
LISTA CIVICA VIRGINIA RAGGI,MARCO ROMANO
LISTA CIVICA VIRGINIA RAGGI,FABIO FILIPPO ROSSI
LISTA CIVICA VIRGINIA RAGGI,ANTONIO STRILLACCI
LISTA CIVICA VIRGINIA RAGGI,MICHELA PETTORALI
LISTA CIVICA VIRGINIA RAGGI,GABRIELLA MICHETTI
LISTA CIVICA VIRGINIA RAGGI,MARA LAUDAZI
LISTA CIVICA VIRGINIA RAGGI,LUCIA MANCUSO
LISTA CIVICA VIRGINIA RAGGI,FRANCESCA PAGLIARA
RICONQUISTARE L'ITALIA,SIMONA CARLOPPI
RICONQUISTARE L'ITALIA,MICHELAFULVIA BLANDO
RICONQUISTARE L'ITALIA,MONICA NATALI
RICONQUISTARE L'ITALIA,ANDREA RIACA'
RICONQUISTARE L'ITALIA,LUCA BARTOLUCCI
RICONQUISTARE L'ITALIA,ROBERTO CORIZZA
RICONQUISTARE L'ITALIA,PIETRO L'ERARIO
RICONQUISTARE L'ITALIA,GIUSEPPINA RAFFAELLA CANCELLARA
RICONQUISTARE L'ITALIA,VINCENZO BONUCCI
RICONQUISTARE L'ITALIA,LOREDANA CIMINO
RICONQUISTARE L'ITALIA,FEDERICO MUSSO
RICONQUISTARE L'ITALIA,ANDREA SCOTTO
RICONQUISTARE L'ITALIA,ALESSANDRO FRACASSI
RICONQUISTARE L'ITALIA,LUCA FONTANA
RICONQUISTARE L'ITALIA,MASSIMO PAGLIA
RICONQUISTARE L'ITALIA,MARIA CRISTIANO
RICONQUISTARE L'ITALIA,ROSA SPADAFORA
PARTITO COMUNISTA MARCO RIZZO,KATIUSCIA TONDI
PARTITO COMUNISTA MARCO RIZZO,LIZ GIULIANA ARCE ORTIZ
PARTITO COMUNISTA MARCO RIZZO,ENRICO BARLETTA
PARTITO COMUNISTA MARCO RIZZO,MAURO BOTTA
PARTITO COMUNISTA MARCO RIZZO,ROBERTO CARACCIOLO
PARTITO COMUNISTA MARCO RIZZO,DORA CAVEZZA
PARTITO COMUNISTA MARCO RIZZO,MARIA TERESA CHIEREGATO
PARTITO COMUNISTA MARCO RIZZO,MARCO CINTI
PARTITO COMUNISTA MARCO RIZZO,MAURO COLAGROSSI
PARTITO COMUNISTA MARCO RIZZO,ENNIO DI MARCELLO
PARTITO COMUNISTA MARCO RIZZO,FABIO DI PIETRO
PARTITO COMUNISTA MARCO RIZZO,TOMMASO ESPOSITO
PARTITO COMUNISTA MARCO RIZZO,ANGELO GIANCOTTI
PARTITO COMUNISTA MARCO RIZZO,MATTEO MASTRECCHIA
PARTITO COMUNISTA MARCO RIZZO,SONIA MUZZI
PARTITO COMUNISTA MARCO RIZZO,CONCETTA OTERI
PARTITO COMUNISTA MARCO RIZZO,GIUSEPPINA PIRAS
PARTITO COMUNISTA MARCO RIZZO,ANDREA POMENTI
PARTITO COMUNISTA MARCO RIZZO,MARILENA SGROIA
REVOLUZIONE CIVICA,CAMILLA COLLALTI
REVOLUZIONE CIVICA,CRISTIANO TERRANOVA
REVOLUZIONE CIVICA,LUDOVICA ZARLENGA
REVOLUZIONE CIVICA,CAROLINA HOFSTETTER
REVOLUZIONE CIVICA,FRANCA GUERRINI
REVOLUZIONE CIVICA,LUCIANO GRANARA
REVOLUZIONE CIVICA,PATRIZIA MUSETTI
REVOLUZIONE CIVICA,EDOARDO COFANI
REVOLUZIONE CIVICA,ANDREA BARZOTTI
REVOLUZIONE CIVICA,MIRKO ROSATI
REVOLUZIONE CIVICA,MASSIMO LONGO
REVOLUZIONE CIVICA,ALESSIO CUTRONE
REVOLUZIONE CIVICA,CARLO LUCANTONIO
REVOLUZIONE CIVICA,SIMONE GALUPPI
REVOLUZIONE CIVICA,GABRIELLA FEMIA
REVOLUZIONE CIVICA,PIERO ACCOTO
POTERE AL POPOLO,CLAUDIO STAMEGNA
POTERE AL POPOLO,DANIELA SANTINI
POTERE AL POPOLO,GIORGIO SQUILLONI
POTERE AL POPOLO,MASSIMO GARZIA
POTERE AL POPOLO,GABRIELE LUPO
POTERE AL POPOLO,EMILIANO TODERO
POTERE AL POPOLO,CIRETTA DI DONNA
POTERE AL POPOLO,FABRIZIO D'ALTERIO
POTERE AL POPOLO,ILARIA PANATO
POTERE AL POPOLO,DORA SCALAMBRETTI
POTERE AL POPOLO,LUCIANO SELLER
POTERE AL POPOLO,FRANCESCA LUZI
POTERE AL POPOLO,GIACOMO FRANCO
POTERE AL POPOLO,DAFNE SHALOM CROCELLA
POTERE AL POPOLO,FRANCESCA ROMANA RAPACCINI
POTERE AL POPOLO,MARIA GIOVANNA TEDESCHI
POTERE AL POPOLO,DANILO PETRELLI
CALENDA SINDACO,CLAUDIA FINELLI
CALENDA SINDACO,LAURA SOLIMEI
CALENDA SINDACO,STEFANO BRIGANTE
CALENDA SINDACO,ANNA BROCANELLI
CALENDA SINDACO,SERGIO CASTALDI
CALENDA SINDACO,MAICO CECCONI
CALENDA SINDACO,PAOLO CHIRAFISI
CALENDA SINDACO,SABRINA CONSOLINI
CALENDA SINDACO,NATALIA CUTULI
CALENDA SINDACO,SERGIO DE MATTIA
CALENDA SINDACO,BARBARA DI FELICE
CALENDA SINDACO,PAOLO DIACO
CALENDA SINDACO,GABRIELE FREZZA
CALENDA SINDACO,ILARIA GUCCINI
CALENDA SINDACO,GIULIANO IACINO
CALENDA SINDACO,BIAGIO MARTICH
CALENDA SINDACO,FABRIZIO MONACO
CALENDA SINDACO,MARCELLO PETRANGELI
CALENDA SINDACO,MASSIMILIANO PIARULLI
CALENDA SINDACO,GAETANO PROIETTI MANCINI
CALENDA SINDACO,NICOLETTA PUPP
CALENDA SINDACO,VALENTINA SOVIERO
CALENDA SINDACO,ELIO TOMASSETTI
CALENDA SINDACO,LORENA VACCARO
LEGA SALVINI PREMIER,ANGELO BELLI
LEGA SALVINI PREMIER,MASSIMO ANTONINI
LEGA SALVINI PREMIER,LUCREZIA BUCCI
LEGA SALVINI PREMIER,STEFANO CASAGRANDE
LEGA SALVINI PREMIER,LUCIO D'ANGELO
LEGA SALVINI PREMIER,ANTONIO FERNANDO DI LORENZO
LEGA SALVINI PREMIER,PIETRO FARGNOLI
LEGA SALVINI PREMIER,AMELIO GSCHEIDER
LEGA SALVINI PREMIER,STEFANO IACOPPE
LEGA SALVINI PREMIER,TIZIANO LEONI
LEGA SALVINI PREMIER,CONCETTA LUPI
LEGA SALVINI PREMIER,SIMONA MARCHIZZA
LEGA SALVINI PREMIER,CARLO MATTIA
LEGA SALVINI PREMIER,ANTONELLA MICCI
LEGA SALVINI PREMIER,VINCENZO MOCCIA
LEGA SALVINI PREMIER,SIMONE MONTAGNA
LEGA SALVINI PREMIER,GIUSEPPE MORDANINI
LEGA SALVINI PREMIER,FRANCESCA ROMANA NARDI
LEGA SALVINI PREMIER,SOPHIA RONDINELLI
LEGA SALVINI PREMIER,AGNESE STEFANONI
LEGA SALVINI PREMIER,GABRIELE TAIANI
LEGA SALVINI PREMIER,MELISSA TANARIVA
LEGA SALVINI PREMIER,FEDERICO TARGA
LEGA SALVINI PREMIER,MAGDALENA CATALINA TUTUNARU
GIORGIA MELONI FRATELLI D'ITALIA,BARBARA FLAIANI
GIORGIA MELONI FRATELLI D'ITALIA,ISABEL GIORGI
GIORGIA MELONI FRATELLI D'ITALIA,ROBERTO MARTINO
GIORGIA MELONI FRATELLI D'ITALIA,ILARIA BRESCIANI
GIORGIA MELONI FRATELLI D'ITALIA,CLAUDIA BUCCI
GIORGIA MELONI FRATELLI D'ITALIA,ALESSANDRO MARIA CASCIANI
GIORGIA MELONI FRATELLI D'ITALIA,MARCO CRESCENZI
GIORGIA MELONI FRATELLI D'ITALIA,VALENTINA DE PAOLA
GIORGIA MELONI FRATELLI D'ITALIA,MARCO DI LOTTI
GIORGIA MELONI FRATELLI D'ITALIA,FRANCESCO LA FERLA
GIORGIA MELONI FRATELLI D'ITALIA,LUCIANA LANGONE
GIORGIA MELONI FRATELLI D'ITALIA,FLAMINIA MARIANI
GIORGIA MELONI FRATELLI D'ITALIA,SIMONE MATTANA
GIORGIA MELONI FRATELLI D'ITALIA,CARLA MELANI
GIORGIA MELONI FRATELLI D'ITALIA,ALESSANDRO MESCHINI
GIORGIA MELONI FRATELLI D'ITALIA,GIANCARLO PIERANGELINI
GIORGIA MELONI FRATELLI D'ITALIA,MANUEL PROCACCINI
GIORGIA MELONI FRATELLI D'ITALIA,RICCARDO ROSSI
GIORGIA MELONI FRATELLI D'ITALIA,DANIELA SALENTO
GIORGIA MELONI FRATELLI D'ITALIA,ENRICO SANTINI
GIORGIA MELONI FRATELLI D'ITALIA,DARIO SCIME'
GIORGIA MELONI FRATELLI D'ITALIA,GIORGIO TAGLIAFERRI
GIORGIA MELONI FRATELLI D'ITALIA,MARIA RITA TOCCACELI BLASI
GIORGIA MELONI FRATELLI D'ITALIA,BARBARA TRANI
LISTA CIVICA MICHETTI SINDACO,OLIVIERO ALBINI
LISTA CIVICA MICHETTI SINDACO,ALESSANDRO AZZALI
LISTA CIVICA MICHETTI SINDACO,SILVIA CERVI
LISTA CIVICA MICHETTI SINDACO,ANTONIO DI CARLO
LISTA CIVICA MICHETTI SINDACO,ALFONSO DI COSIMO
LISTA CIVICA MICHETTI SINDACO,RODOLFO MAURIZIO DI MARTINO
LISTA CIVICA MICHETTI SINDACO,BENEDETTO MANCINI
LISTA CIVICA MICHETTI SINDACO,FABIO MORETTI
LISTA CIVICA MICHETTI SINDACO,GIAMPIETRO PELLIZZARO
LISTA CIVICA MICHETTI SINDACO,VERONICA PIERRO
LISTA CIVICA MICHETTI SINDACO,FRANCO PIPPO
LISTA CIVICA MICHETTI SINDACO,ORIETTA PIETROPAOLI
LISTA CIVICA MICHETTI SINDACO,DANIELA PUCELLO
LISTA CIVICA MICHETTI SINDACO,CRISTINA ROMITI
LISTA CIVICA MICHETTI SINDACO,MARCO TARTAGLIA
LISTA CIVICA MICHETTI SINDACO,CATIA TOSTI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,LUIGI CAMPITIELLO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,FABIO CECCALUPO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,GIORGIA CIVITENGA
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,EDOARDO COLLARINO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,JACOPO DELLE FRATTE
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,GIOVANNA DE MARCHIS
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,STEFANO ANTONIO DE NICOLA
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,FEDERICA FABRIZIO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,MINO MICHELE JUNIOR MAISANO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,ANNALISA MANZO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,ARMANDO MARINO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,CLAUDIO MASSACCESI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,BARTOLOMEO MASSARO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,FILIPPO MOROZZI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,EMILIA NENNI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,LEONARDO ONORATO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,ANTONIETTA ROCCHETTI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,ILARIA RUISI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,NICOLA SACCHINELLI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,SANDRO SANTOLAMAZZA
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,MARCO TOTO'
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,CAMILLA BELLEI GIAMPAOLO
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,GINEVRA BENNATO
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,ESTHER BERETTA
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,ANNARITA CARLADAMI DI FRANCESCO
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,MASSIMO CARLESIMO
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,AGOSTINO FRACCASCIA
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,FILOMENA GENTILUCCI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,JESSICA GRECO
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,ANTONIO GUZZI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,Amal HAZEEN
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,MONICA MATTEUCCI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,MANOLO MATIOTTI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,JONIDA NEXHIP
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,PAOLA NOTARGIOVANNI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,MAURIZIO PASTORINO
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,LUCIANO PETRINI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,GLORIA ROMANO
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,VITTORIO SALZA
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,ALESSIO SALUSTRI
