SEZIONE,PARTITO DELLE BUONE MANIERE,MPL MOVIMENTO POLITICO LIBERTAS,"IL POPOLO DELLA FAMIGLIA ""NO GENDER NELLE SCUOLE""",DEMOS DEMOCRAZIA SOLIDALE,LISTA CIVICA GUALTIERI SINDACO,PARTITO SOCIALISTA ITALIANO PSI,ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,SINISTRA CIVICA ECOLOGISTA,EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,PD PARTITO DEMOCRATICO,CALENDA SINDACO,PARTITO COMUNISTA MARCO RIZZO,POTERE AL POPOLO,FIGLI D'ITALIA BAMBINI NEL MONDO CARLO PRIOLO SINDACO,MOVIMENTO STORICO ROMANO LISTA NERONE,REVOLUZIONE CIVICA,RICONQUISTARE L'ITALIA,GIORGIA MELONI FRATELLI D'ITALIA,RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,LISTA CIVICA MICHETTI SINDACO,LEGA SALVINI PREMIER,FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE DI,PARTITO LIBERALE EUROPEO ROMA CON MICHETTI,ITALIA DEI VALORI,VERITA' 3V LIBERTA',CULTURA E INNOVAZIONE ROMA ECOLOGISTA VIRGINIA RAGGI SINDACA,"SPORTIVI PER ROMA ""VIRGINIA RAGGI SINDACA""","MOVIMENTO CINQUE STELLE ""2050""","ROMA DECIDE ""VIRGINIA RAGGI SINDACA""","LISTA CIVICA ""VIRGINIA RAGGI""","CON LE DONNE PER ROMA ""VIRGINIA RAGGI SINDACA""",PARTITO COMUNISTA DEI LAVORATORI,PCI,PARTITO GAY LGBT+ SOLIDALE AMBIENTALISTA LIBERALE,PROGETTO CIVICO ATTIVA ROMA,MOVIMENTO IDEA SOCIALE M.I.S.,ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,TOTALE,AFFLUENZA
1069,0,1,0,3,20,2,10,18,1,45,52,1,3,0,0,4,0,47,4,3,23,9,1,0,1,7,2,27,1,18,3,0,1,0,0,1,0,308,0.4888888888888889
1070,0,0,0,3,13,0,1,0,3,19,12,1,1,0,0,2,0,49,6,5,19,3,0,0,1,0,0,40,1,9,3,0,1,0,1,0,1,194,0.3730769230769231
1071,0,0,1,2,36,3,2,5,4,56,50,1,0,0,0,8,1,64,19,9,21,18,0,0,2,6,4,49,2,29,2,0,0,0,0,0,1,395,0.47705314009661837
1072,0,0,1,3,28,0,6,12,6,95,91,0,2,0,0,9,0,55,12,9,25,15,1,2,5,4,2,60,1,23,2,0,0,0,0,0,3,473,0.5480880648899189
1073,0,0,0,3,13,0,0,9,1,39,7,2,1,0,0,1,0,33,3,7,14,3,0,0,0,1,5,29,0,22,0,0,1,0,0,0,0,194,0.3546617915904936
1074,0,0,1,2,16,0,4,6,6,50,151,2,2,0,0,3,1,104,9,11,28,13,0,0,2,8,3,52,1,28,3,0,2,0,0,0,5,514,0.43894107600341586
1075,0,0,0,1,10,1,2,1,1,16,0,0,0,0,0,0,0,29,3,3,14,4,0,0,0,3,0,41,0,8,1,0,0,0,0,0,0,138,0.12994350282485875
1076,0,0,1,2,24,0,15,6,3,62,40,2,6,0,1,9,1,78,12,12,35,13,1,0,5,7,9,83,1,39,4,1,1,3,0,2,1,480,0.5084745762711864
1077,0,0,2,5,32,0,4,16,4,77,44,1,4,0,0,6,1,53,6,8,30,12,2,0,5,7,3,92,0,39,2,0,2,0,0,0,5,462,0.5139043381535039
1078,0,0,0,2,21,1,1,13,3,51,37,0,0,0,0,5,2,55,6,4,20,9,0,0,0,7,4,67,0,26,2,1,1,1,2,0,1,342,0.5428571428571428
1079,0,0,0,3,18,0,9,8,3,78,42,3,0,0,0,10,2,52,9,15,23,4,2,1,1,4,3,64,1,21,1,2,6,1,1,0,5,392,0.494949494949495
1080,0,0,0,4,16,0,5,3,3,48,37,2,0,0,2,7,2,42,8,10,25,9,1,0,3,3,3,81,2,25,6,0,1,2,0,1,0,352,0.4536082474226804
1081,0,0,2,5,14,0,3,5,1,43,29,1,4,0,0,3,0,44,9,4,19,6,1,1,4,1,4,49,0,23,1,0,3,0,0,1,1,281,0.5063063063063064
1082,0,1,0,0,21,2,4,8,5,62,59,1,2,0,0,6,0,48,8,7,15,8,0,0,0,7,1,63,0,19,1,0,0,1,0,0,0,349,0.536923076923077
