LISTA,CANDIDATO
CALENDA SINDACO,MAURO CENCIARELLI
CALENDA SINDACO,MARIA LOREDANA CICCANTELLI
CALENDA SINDACO,SALVATORE DI MATTEO
CALENDA SINDACO,EMAD IBRAHIM
CALENDA SINDACO,PAOLO FERRO
CALENDA SINDACO,GIORGIA GIOVAGNONI
CALENDA SINDACO,LAVINIA GIULIANI
CALENDA SINDACO,VINCENZO IANNACE
CALENDA SINDACO,MARA ELEONORA IVAN
CALENDA SINDACO,ALBERTO LELA
CALENDA SINDACO,VALERIO LOMANNO
CALENDA SINDACO,VITTORIO LUPI
CALENDA SINDACO,FLAVIO MARCONATO
CALENDA SINDACO,MARGHERITA NOTARANTONIO
CALENDA SINDACO,EDUARDO RONDINELLA
CALENDA SINDACO,ROBERTA SALVATORI
CALENDA SINDACO,BENEDETTO SCHINA
CALENDA SINDACO,RAFFAELLO SERAO
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,BRUNA PIROLA
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,SIMONE DI CESARE
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,MAURO STAROCCIA
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,ELIO ROMANO
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,GIORGIO BALDASSARRE
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,ANGELO CAPUTO
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,FRANCESCA GARAVINI
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,GAETANO LA PIETRA
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,GIUSEPPA ANTONIA LISI
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,ADRIANO MICACCHI
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,CLAUDIO ORLANDI
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,IRENE ORTIS
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,ALICE ROSSETTI
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,ENRICO TAGLIONE
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,ALESSANDRO TONUCCI
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,LUCIANO VALLOCCHIA
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,FLAVIO VENEZIALE
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,SARA ZUFFARDI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,ORIANA GIUSEPPINA RIZZUTO
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,GIANLUIGI BARDINI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,BIANCA GIOVANNINI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,ALESSANDRO BAVASSO MELLINI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,VALERIA GIURA
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,DAVIDE DE LUCA
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,SUSANNA GRECO
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,FRANCESCO LATRONICO
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,ENRICA LEO
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,CARLO MARTUCCI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,DEBORA LUCHINI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,MICHELE RASPANTI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,ORTENSIA PERRI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,FABIO SALANDRI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,DANIELA SERRA
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,MICHELE VACCA
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,GIORDANA SESINI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,FIORELLA ZANELLA
DEMOS DEMOCRAZIA SOLIDALE,NICOLA ACCARINO
DEMOS DEMOCRAZIA SOLIDALE,ZEINAB AHMED DOLAL
DEMOS DEMOCRAZIA SOLIDALE,DAVIDE AMANTINI
DEMOS DEMOCRAZIA SOLIDALE,MIRELLA ARCAMONE
DEMOS DEMOCRAZIA SOLIDALE,BARBARA CAFARO
DEMOS DEMOCRAZIA SOLIDALE,SERGIO CRISTOFANI
DEMOS DEMOCRAZIA SOLIDALE,CINZIA DE LUCIA
DEMOS DEMOCRAZIA SOLIDALE,CLAUDIO FANASCA
DEMOS DEMOCRAZIA SOLIDALE,STEFANO GIORDANI
DEMOS DEMOCRAZIA SOLIDALE,DOMENICO LUCIANO
DEMOS DEMOCRAZIA SOLIDALE,MASSIMILIANA MASCARO
DEMOS DEMOCRAZIA SOLIDALE,DAVIDE MESSINA
DEMOS DEMOCRAZIA SOLIDALE,ANDREA PANFILI
DEMOS DEMOCRAZIA SOLIDALE,MARIA GRAZIA SALE
DEMOS DEMOCRAZIA SOLIDALE,GABRIELE SANELLI
DEMOS DEMOCRAZIA SOLIDALE,CRISTIANA SICILIANO
DEMOS DEMOCRAZIA SOLIDALE,STEFANO SPINELLI
DEMOS DEMOCRAZIA SOLIDALE,LAURA TEODORI
DEMOS DEMOCRAZIA SOLIDALE,ROSANNA TESTORE
DEMOS DEMOCRAZIA SOLIDALE,FABRIZIO ZAVAGNINI
SINISTRA CIVICA ECOLOGISTA,ANNAMARIA PROIETTI CESARETTI
SINISTRA CIVICA ECOLOGISTA,CARLA CORCIULO
SINISTRA CIVICA ECOLOGISTA,MAURIZIO ROSSI
SINISTRA CIVICA ECOLOGISTA,VITA ELISABETTA CASTELLANO
SINISTRA CIVICA ECOLOGISTA,MAJID ABDER RAHMAN
SINISTRA CIVICA ECOLOGISTA,ANTONELLO BADESSI
SINISTRA CIVICA ECOLOGISTA,GIOVANNA CILENTANO
SINISTRA CIVICA ECOLOGISTA,MICHELE DAINI
SINISTRA CIVICA ECOLOGISTA,SAMUEL DESIDERI
SINISTRA CIVICA ECOLOGISTA,AMALAN ANGELA INGRAO KOUAME
SINISTRA CIVICA ECOLOGISTA,FLAVIA LEUCI
SINISTRA CIVICA ECOLOGISTA,MANUELA LUZI
SINISTRA CIVICA ECOLOGISTA,LINDA MUSCARIDOLA
SINISTRA CIVICA ECOLOGISTA,RICCARDO PIETRO MARVONA
SINISTRA CIVICA ECOLOGISTA,LUIGI PORZIA
SINISTRA CIVICA ECOLOGISTA,CESIDIO PULSONE
SINISTRA CIVICA ECOLOGISTA,ANTONELLA SCHINOPPI
SINISTRA CIVICA ECOLOGISTA,ARIANNA TARQUINI
SINISTRA CIVICA ECOLOGISTA,MASSIMO TESTORIO
LISTA CIVICA GUALTIERI SINDACO,FULVIO PASTORELLI
LISTA CIVICA GUALTIERI SINDACO,ANTONIETTA IACOVAZZO
LISTA CIVICA GUALTIERI SINDACO,MASSIMO ARMILLEI
LISTA CIVICA GUALTIERI SINDACO,CARLA ATTIANESE
LISTA CIVICA GUALTIERI SINDACO,FRANCO CHIRICO
LISTA CIVICA GUALTIERI SINDACO,ALESSANDRA COLAMARTINO
LISTA CIVICA GUALTIERI SINDACO,VERONICA D'AURIA
LISTA CIVICA GUALTIERI SINDACO,GIUSEPPE FUOCO
LISTA CIVICA GUALTIERI SINDACO,ANNALISA GAROFALO
LISTA CIVICA GUALTIERI SINDACO,NICOLETTA MANNESCHI
LISTA CIVICA GUALTIERI SINDACO,ROSALIA NEVOLA
LISTA CIVICA GUALTIERI SINDACO,EMANUELA PIZZICONI
LISTA CIVICA GUALTIERI SINDACO,FRANCESCA RUSSO
LISTA CIVICA GUALTIERI SINDACO,LINO EMANUEL SALVADORI
LISTA CIVICA GUALTIERI SINDACO,GIORGIO TRABUCCO
LISTA CIVICA GUALTIERI SINDACO,MIRKO VISINTIN
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,UGO BONESSIO
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,DANIELA STORELLI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,STEFANO ANTONELLI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,RAFFAELLA FOMINI SALVATORI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,SIMONE MARIANI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,PAOLA ZORNIG POLIDORO
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,STEFANO CIRULLI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,PATRIZIA DI NARDO
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,GIULIO MATTONE
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,CATIA BASSETTI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,CLAUDIO GUIDOTTI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,ALESSIA BIONDUCCI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,MASSIMILIANO FILIPPI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,CATERINA DELLA VALLE
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,BERNARDINO LANCIANI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,LOREDANA VALENTINI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,AMALIA MATTEI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,BARBARA MARROCCO
