LISTA,CANDIDATO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,SANTI MANZO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,CHIARA RINA MORRIS
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,DIANA IRENE NASO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,EMANUELE RIZZO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,ANNABELLA SANNINO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,SONIA SANTUCCI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,LEONARDO SILVI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,NICOLETTA STAFOGGIA
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,LUCA BARBUTO
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,CARLA CAPRETTINI CAPRABIANCA
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,GIORGIO CRUCIANI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,CRISTINA CUNATI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,VIRNA DI MATTEO
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,SIMONE FORTINI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,LUISA LUZZI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,AGNESE ADELE MORETTONI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,FABIO ORFANELLI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,FRANCESCO PARISI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,CHRISTINA PETTINARI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,MASSIMO PISANI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,CRISTIANA REVERBERI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,BERNARDO SCAVO
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,GIORGIO MASSIMILIANO SPINELLI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,CLAUDIO SPITALERI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,LUDOVICA TEDONE
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,EMANUELE GUTIERREZ TOMASSETTI
RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,ANNA TRINCHESE
DEMOS DEMOCRAZIA SOLIDALE,ALDO CAVALLO
DEMOS DEMOCRAZIA SOLIDALE,DONATELLA MARIA CECCACCI
DEMOS DEMOCRAZIA SOLIDALE,GIANLUCA CODELLA
DEMOS DEMOCRAZIA SOLIDALE,SERGIO CRISTOFANI
DEMOS DEMOCRAZIA SOLIDALE,RAFFAELLA DI MARO
DEMOS DEMOCRAZIA SOLIDALE,FABRIZIO FARACA
DEMOS DEMOCRAZIA SOLIDALE,FRANCESCO BELIM FILACCHIONE
DEMOS DEMOCRAZIA SOLIDALE,FABRIZIO FORNO
DEMOS DEMOCRAZIA SOLIDALE,STEFANO GIORDANI
DEMOS DEMOCRAZIA SOLIDALE,LAURA GIOVANNERCOLE
DEMOS DEMOCRAZIA SOLIDALE,GABRIELLA LAGANA'
DEMOS DEMOCRAZIA SOLIDALE,ROBERTO LATAGLIATA
DEMOS DEMOCRAZIA SOLIDALE,ALESSANDRO MANCA BITTI
DEMOS DEMOCRAZIA SOLIDALE,DANIELA MARANGIO
DEMOS DEMOCRAZIA SOLIDALE,GABRIELE MAUGERI
DEMOS DEMOCRAZIA SOLIDALE,MEHMET EMIN OZTURK
DEMOS DEMOCRAZIA SOLIDALE,GIACOMO PERROTTA
DEMOS DEMOCRAZIA SOLIDALE,ROMINA PUGLISI
DEMOS DEMOCRAZIA SOLIDALE,ALESSIA ROTONDARO
DEMOS DEMOCRAZIA SOLIDALE,ANTONIO SALVATI
DEMOS DEMOCRAZIA SOLIDALE,CRISTIANA SICILIANO
DEMOS DEMOCRAZIA SOLIDALE,ANGELA SILVESTRINI
DEMOS DEMOCRAZIA SOLIDALE,STEFANO SPINELLI
DEMOS DEMOCRAZIA SOLIDALE,GIADA TRAVAGLINI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,ALESSANDRO CAVALIERE
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,ALEXANDRA ISABELLA STEFANATO
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,GIANLUCA RIOLO
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,MARIAROSARIA MORO
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,SAVERIO TRAMONTANA
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,MAFALDA ROVAI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,UGO BONESSIO
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,ALESSIA BIONDUCCI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,PIER LUIGI MARIA MARCHIONI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,ANGELA CURRENTI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,LEONARDO DINI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,RAFFAELLA FOMINI SALVATORI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,MASSIMO SCORDARI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,MARCELLA ABBATE
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,GIANLUCA GORI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,GIOVANNI TURRIS
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,PAOLO CERONI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,MARIA RUGGIERO
PD PARTITO DEMOCRATICO,CELESTE MANNO
PD PARTITO DEMOCRATICO,GIANLUCA BOGINO
PD PARTITO DEMOCRATICO,SILVIA ALOE
PD PARTITO DEMOCRATICO,STEFANO BORIONI
PD PARTITO DEMOCRATICO,ARIANNA CAMELLINI
PD PARTITO DEMOCRATICO,GUIDO CAPRARO
PD PARTITO DEMOCRATICO,VALENTINA CARACCIOLO
PD PARTITO DEMOCRATICO,MANUEL FELSANI
PD PARTITO DEMOCRATICO,MICHELA CARDINALE
PD PARTITO DEMOCRATICO,ROBERTO FERRARESI
PD PARTITO DEMOCRATICO,EMMA CAVALLUCCI
PD PARTITO DEMOCRATICO,MARCO GIORDANO
PD PARTITO DEMOCRATICO,ADA CIANI
PD PARTITO DEMOCRATICO,GIAN PAOLO GIOVANNELLI
PD PARTITO DEMOCRATICO,LUCREZIA COLMAYER
PD PARTITO DEMOCRATICO,DANILO MARGANI
PD PARTITO DEMOCRATICO,CLAUDIA GIOFFRE'
PD PARTITO DEMOCRATICO,LUCA ONORI
PD PARTITO DEMOCRATICO,ISABELLA MONTAGNA
PD PARTITO DEMOCRATICO,MARCO PINESCHI
PD PARTITO DEMOCRATICO,DONATA PACCES
PD PARTITO DEMOCRATICO,ANDREA ROLLIN
PD PARTITO DEMOCRATICO,PAOLA ROSSI
PD PARTITO DEMOCRATICO,FEDERICA SERRATORE
LISTA CIVICA GUALTIERI SINDACO,ROSARIO FABIANO
LISTA CIVICA GUALTIERI SINDACO,MASSIMO ARMILLEI
LISTA CIVICA GUALTIERI SINDACO,GIOVANNI CATALDI
LISTA CIVICA GUALTIERI SINDACO,RAJESH FRANCESCO CECCHINI
LISTA CIVICA GUALTIERI SINDACO,ANNA STEFANIA CHIARELLI
LISTA CIVICA GUALTIERI SINDACO,CAMILLO CIPOLLA
LISTA CIVICA GUALTIERI SINDACO,PAOLA D'ORAZIO
LISTA CIVICA GUALTIERI SINDACO,ROBERTO DE ANGELIS
LISTA CIVICA GUALTIERI SINDACO,ANDREA DE ROSA
LISTA CIVICA GUALTIERI SINDACO,MARIA di MARTINO
LISTA CIVICA GUALTIERI SINDACO,MONICA DIDO'
LISTA CIVICA GUALTIERI SINDACO,PAOLA ERMIRIO
LISTA CIVICA GUALTIERI SINDACO,ADRIANA GAUDINO
LISTA CIVICA GUALTIERI SINDACO,LAURA LERARIO
LISTA CIVICA GUALTIERI SINDACO,MAURO MANINI
LISTA CIVICA GUALTIERI SINDACO,SONIA MAURER
LISTA CIVICA GUALTIERI SINDACO,SABATINO FRANCO PERRONE
LISTA CIVICA GUALTIERI SINDACO,MATTIA RACCAH
LISTA CIVICA GUALTIERI SINDACO,PAOLO RUZZINI
LISTA CIVICA GUALTIERI SINDACO,FLAVIA TAMARRI
LISTA CIVICA GUALTIERI SINDACO,JOSEPH VILLANI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,FRANCESCA MARINA MORPURGO
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,LUCIANO ANDREUTTI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,SOFIA BALBO DI VINADIO
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,GIOVANNI ENRICO ARCIERI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,GINEVRA ADA DANESI VISCONTI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,GABRIELE COSSETTO
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,FRANCESCA DI POMPEO
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,ALESSANDRO DI PAOLA
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,SOFIA GIANNOTTI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,MATTIA FORNARI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,SUSANNA GRECO
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,DAVIDE GROSSI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,LETIZIA LEO
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,DINO LATTUCA
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,PAOLO LECCESE
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,MICHELE MAZZA
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,FILIPPO MARIA SALVO
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,FRANCESCO SESSA
SINISTRA CIVICA ECOLOGISTA,ELISA ABBATE
SINISTRA CIVICA ECOLOGISTA,BARBARA AULETA
SINISTRA CIVICA ECOLOGISTA,MATTIA CIAMPICACIGLI
SINISTRA CIVICA ECOLOGISTA,ILARIA CIMINI
SINISTRA CIVICA ECOLOGISTA,ROSSELLA MARIA COSSU
SINISTRA CIVICA ECOLOGISTA,EMANUELE FANALES BELASIO
SINISTRA CIVICA ECOLOGISTA,FRANCESCO GIORDANI
SINISTRA CIVICA ECOLOGISTA,FLAVIA LEVRERO
SINISTRA CIVICA ECOLOGISTA,NELLO LUPINO
SINISTRA CIVICA ECOLOGISTA,MONIA MANZO
SINISTRA CIVICA ECOLOGISTA,CARLO FEDERICO MONACO
SINISTRA CIVICA ECOLOGISTA,FRANCESCA MONTANARI
SINISTRA CIVICA ECOLOGISTA,SILVIO NISTICO'
SINISTRA CIVICA ECOLOGISTA,ANASTASIOS PRIMIKIRIS
SINISTRA CIVICA ECOLOGISTA,BENEDETTA RINALDI FERRI
SINISTRA CIVICA ECOLOGISTA,GAUDIA SCIACCA
SINISTRA CIVICA ECOLOGISTA,CORRADO RADFORD TORSELLO
SINISTRA CIVICA ECOLOGISTA,MANFREDI VIOLA
SINISTRA CIVICA ECOLOGISTA,MARCELLO ZAVATTA
REVOLUZIONE CIVICA,SIMONE BIAGIONI
REVOLUZIONE CIVICA,LAURA SCHIRINZI
REVOLUZIONE CIVICA,SARA IANNELLO
REVOLUZIONE CIVICA,IVO MAZZONE
REVOLUZIONE CIVICA,ALESSANDRO FIORINI
REVOLUZIONE CIVICA,PATRIZIA RICCIONI
REVOLUZIONE CIVICA,DANIELE VENTURI
REVOLUZIONE CIVICA,VALENTINA CALABRO'
REVOLUZIONE CIVICA,ALESSANDRO BUCCI
REVOLUZIONE CIVICA,MATTEO MANTUA
REVOLUZIONE CIVICA,GABRIELLA SPINUCCI
REVOLUZIONE CIVICA,FRANCESCA MAZZONE
REVOLUZIONE CIVICA,ROBERTO MANGANO
REVOLUZIONE CIVICA,LUDOVICA ZARLENGA
REVOLUZIONE CIVICA,IVANO BUFFA
REVOLUZIONE CIVICA,MARINA TATTONI
REVOLUZIONE CIVICA,CINZIA VELATI
REVOLUZIONE CIVICA,FRIDA DI LUIA
MOVIMENTO CINQUE STELLE 2050,MARIO CERINO
MOVIMENTO CINQUE STELLE 2050,MICAELA FICCAGLIA
MOVIMENTO CINQUE STELLE 2050,MARCO GAROFALO
MOVIMENTO CINQUE STELLE 2050,ANTONIO LOIERO
MOVIMENTO CINQUE STELLE 2050,VINCENZO FRANGIPANE
MOVIMENTO CINQUE STELLE 2050,COSTANZA SPAMPINATO
MOVIMENTO CINQUE STELLE 2050,STEFANO CASULA
MOVIMENTO CINQUE STELLE 2050,SERGIO PRESTIA
MOVIMENTO CINQUE STELLE 2050,ELENA GIULIA ESPOSITI
MOVIMENTO CINQUE STELLE 2050,ANNA FUMAGALLI
MOVIMENTO CINQUE STELLE 2050,CLAUDIO BELIA
MOVIMENTO CINQUE STELLE 2050,ANGELO MATTEO ONESTI
MOVIMENTO CINQUE STELLE 2050,RAFFAELLA MARIA TIBERI
MOVIMENTO CINQUE STELLE 2050,CATIA PASSARANI
MOVIMENTO CINQUE STELLE 2050,PAOLA BARILE
MOVIMENTO CINQUE STELLE 2050,CARLO MASULLO
MOVIMENTO CINQUE STELLE 2050,FABRIZIO DADO'
MOVIMENTO CINQUE STELLE 2050,SERGIO IESCONE
MOVIMENTO CINQUE STELLE 2050,ALESSANDRO FAINA
MOVIMENTO CINQUE STELLE 2050,LAURA ARNETOLI
MOVIMENTO CINQUE STELLE 2050,CRISTINA CERBARA
MOVIMENTO CINQUE STELLE 2050,RANIERO ROMANELLI
LISTA CIVICA VIRGINIA RAGGI,ANA CONSTANZA ESCOBAR
LISTA CIVICA VIRGINIA RAGGI,BEATRICE RAVAGLIOLI
LISTA CIVICA VIRGINIA RAGGI,CHRISTIAN CONTI
LISTA CIVICA VIRGINIA RAGGI,LUIGI CACCIATORE
LISTA CIVICA VIRGINIA RAGGI,EMANUELE PANZETTI
LISTA CIVICA VIRGINIA RAGGI,SALVATORE ANGIUS
LISTA CIVICA VIRGINIA RAGGI,ANTONELLA CORI
LISTA CIVICA VIRGINIA RAGGI,GREGORIO DEL GALLO DI ROCCAGIOVINE
LISTA CIVICA VIRGINIA RAGGI,GIANNI CONTI
LISTA CIVICA VIRGINIA RAGGI,DEBORA SAVINO
LISTA CIVICA VIRGINIA RAGGI,ENRICO LORI
LISTA CIVICA VIRGINIA RAGGI,PIETRO CONTI
LISTA CIVICA VIRGINIA RAGGI,MATTEO COSTABILE
LISTA CIVICA VIRGINIA RAGGI,ITALIA VECCHIARELLI
LISTA CIVICA VIRGINIA RAGGI,FILIPPO ZIZOLA
LISTA CIVICA VIRGINIA RAGGI,CHRISTOFER CONTI
LISTA CIVICA VIRGINIA RAGGI,ILARIA TRIONFETTI
LISTA CIVICA VIRGINIA RAGGI,FRANCESCO BALZARRO BERGAMINI
LISTA CIVICA VIRGINIA RAGGI,CRISTINA MARTINA SEQUEIRA NEVES
LISTA CIVICA VIRGINIA RAGGI,RODRIGO PISANO
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,GIANLUCA ANDREUCCETTI
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,UGO BONGARZONI
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,CARLO CAPONI
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,MARCO CONCOLATO
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,MASSIMO FERRARI
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,GIANCARLO ILARI
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,MARIA TERESA IMBELLONE
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,FEDERICO MANCINI
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,STEFANIA MAZZONI
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,MARTA ONORATI
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,MICHELE ELIGIO PALERMO
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,FRANCESCA PALERMO
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,MICHAELA PALOMBO
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,CINZIA PASCARELLA
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,ANTONELLA PASCARELLA
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,GIUSEPPE SPAGNOLO
ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,OLGA TEPORDEI
LIBERISTI ITALIANI,VITTORIO MICHELE STIGLIANI
LIBERISTI ITALIANI,ENRICO MARINONI
LIBERISTI ITALIANI,EMANUELE DI VERIO
LIBERISTI ITALIANI,EMANUELA BONFILI
LIBERISTI ITALIANI,GIORGIO MARINONI
LIBERISTI ITALIANI,CLAUDIA CANINI
LIBERISTI ITALIANI,LORENZO DEL GIUDICE
LIBERISTI ITALIANI,TIZIANA LALONI
LIBERISTI ITALIANI,MARCO VASSELLI
LIBERISTI ITALIANI,FRANCESCA PENNISI
