LISTA,CANDIDATO
LISTA CIVICA MICHETTI SINDACO,RAFFAELE PICONE
LISTA CIVICA MICHETTI SINDACO,PATRIZIA RICCITELLI
LISTA CIVICA MICHETTI SINDACO,ROBERTA SCARINCI
LEGA SALVINI PREMIER,MARIO ASTOLFI
LEGA SALVINI PREMIER,FABRIZIO BEVILACQUA
LEGA SALVINI PREMIER,VINCENZO BABUSCI
LEGA SALVINI PREMIER,ALEANDRO BERNARDUCCI
LEGA SALVINI PREMIER,MONICA BONARRIGO
LEGA SALVINI PREMIER,ROBERTA DI CRISTOFARO
LEGA SALVINI PREMIER,VALERIO FABI
LEGA SALVINI PREMIER,GIAMPIERO FONTANA
LEGA SALVINI PREMIER,UBALDO GENTILE
LEGA SALVINI PREMIER,LAURA INFANTE
LEGA SALVINI PREMIER,RITA INNOCENTI
LEGA SALVINI PREMIER,ANDREA LOFOCO
LEGA SALVINI PREMIER,EMANUELE MANCINI
LEGA SALVINI PREMIER,FRANCESCA MATTEI
LEGA SALVINI PREMIER,DAVIDE MISURACA
LEGA SALVINI PREMIER,GIULIANO PALOZZO
LEGA SALVINI PREMIER,CLAUDIA PITONI
LEGA SALVINI PREMIER,GAETANO RICCIARDOLO
LEGA SALVINI PREMIER,STEFANO RIPANUCCI
LEGA SALVINI PREMIER,FRANCESCA SIENA
LEGA SALVINI PREMIER,MASSIMILIANO STALLONE
LEGA SALVINI PREMIER,CHRISTIAN TETI
LEGA SALVINI PREMIER,LUANA VALLE
LEGA SALVINI PREMIER,MARCO VENDETTI
GIORGIA MELONI FRATELLI D'ITALIA,MONICA ANTONELLI
GIORGIA MELONI FRATELLI D'ITALIA,ALESSIA BAMBAGIOTTI
GIORGIA MELONI FRATELLI D'ITALIA,ERSILIA BARRACCA
GIORGIA MELONI FRATELLI D'ITALIA,MANUEL BARTOLOMEO
GIORGIA MELONI FRATELLI D'ITALIA,FRANCESCA BURRI
GIORGIA MELONI FRATELLI D'ITALIA,ARTURO ANTONELLO COLAIERA'
GIORGIA MELONI FRATELLI D'ITALIA,RAFFAELE delli CARRI
GIORGIA MELONI FRATELLI D'ITALIA,SIMONE DI STEFANO
GIORGIA MELONI FRATELLI D'ITALIA,PAOLO DUCA
GIORGIA MELONI FRATELLI D'ITALIA,PIETRO ANTONIO FARINA
GIORGIA MELONI FRATELLI D'ITALIA,ALESSANDRO GUERRA
GIORGIA MELONI FRATELLI D'ITALIA,ANDREA IACOVITTI
GIORGIA MELONI FRATELLI D'ITALIA,VALERIO LA NOCE
GIORGIA MELONI FRATELLI D'ITALIA,MARA LUCIOLI
GIORGIA MELONI FRATELLI D'ITALIA,MASSIMILIANO MANCINI
GIORGIA MELONI FRATELLI D'ITALIA,EMANUELA MANDATORI
GIORGIA MELONI FRATELLI D'ITALIA,PRISCILLA MORINI
GIORGIA MELONI FRATELLI D'ITALIA,SERGIO PIRAINO
GIORGIA MELONI FRATELLI D'ITALIA,GIUSEPPE SALVATI CELESTINO
GIORGIA MELONI FRATELLI D'ITALIA,FABRIZIO SANTINELLI
GIORGIA MELONI FRATELLI D'ITALIA,GIULIANO SEVERONI
GIORGIA MELONI FRATELLI D'ITALIA,PAOLA SURIANO
GIORGIA MELONI FRATELLI D'ITALIA,MAURO TERLIZZI
GIORGIA MELONI FRATELLI D'ITALIA,SERENA TROIANI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,ROBERTO BORGHERESI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,FIORELLA BRUNO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,FABRIZIO CAPEZZUOLI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,MAURIZIO CATALANO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,LAURA CERRONI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,LUCIANO CIRULLI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,PASQUALE COVIELLO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,EMMANUELE DI LEO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,ELISA DI PAOLO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,MICHELA FORTI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,TERESA FRANCIOSI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,DANIELA FRANCO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,ELISABETTA LEONARDI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,ANDREA LEPONE
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,GIULIA GIOVANNA MARCUCCI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,RICCARDO POLLA ACCARDI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,NITA GHEORGHITA
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,CATIA RANALDI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,FRANCESCO MARIA ROSSI MERCURI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,PIETRO SCHIRONE
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,PAOLO SILO
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,MANUEL TIRANTI
FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE,MASSIMILIANO TOTI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,ALESSANDRO ALBANESE
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,ADA NATALI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,GIOVANNI DOTTORINI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,ANGELA CURRENTI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,SAVERIO TRAMONTANA
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,CATERINA DELLA VALLE
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,LEONILDO MAURI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,DANIELA STORELLI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,RICCARDO CHINI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,GINA NARMUCCI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,ALESSANDRO LEPRE GNERRE
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,FLORINDA BARBUTO
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,MASSIMILIANO FILIPPI
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,FLAVIANA CELIO
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,FELICE ALESE
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,MARIAROSARIA MORO
EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,FABRIZIO BOCCOLI
DEMOS DEMOCRAZIA SOLIDALE,ANGELA SILVESTRINI
DEMOS DEMOCRAZIA SOLIDALE,DELIA ABILA
DEMOS DEMOCRAZIA SOLIDALE,ROSSELLA ANTONELLI
DEMOS DEMOCRAZIA SOLIDALE,SIMONE BOBINI
DEMOS DEMOCRAZIA SOLIDALE,ROBERTO BORTONE
DEMOS DEMOCRAZIA SOLIDALE,ALESSANDRA CAMPISANO
DEMOS DEMOCRAZIA SOLIDALE,GIANLUCA CODELLA
DEMOS DEMOCRAZIA SOLIDALE,ROBERTO CRISTOFORI
DEMOS DEMOCRAZIA SOLIDALE,ROBERTO CURCIO
DEMOS DEMOCRAZIA SOLIDALE,FRANCESCO DE DONNO
DEMOS DEMOCRAZIA SOLIDALE,CINZIA DE LUCIA
DEMOS DEMOCRAZIA SOLIDALE,VERONICA DI MARCO
DEMOS DEMOCRAZIA SOLIDALE,VERONICA FRANCHI
DEMOS DEMOCRAZIA SOLIDALE,CRISTIAN GRIMANDI
DEMOS DEMOCRAZIA SOLIDALE,LUCILLA LUVINO
DEMOS DEMOCRAZIA SOLIDALE,DANIELA MARANGIO
DEMOS DEMOCRAZIA SOLIDALE,VINCENZO MENICHINI
DEMOS DEMOCRAZIA SOLIDALE,PAOLO NEGRO
DEMOS DEMOCRAZIA SOLIDALE,MIRANDA PALAZZI
DEMOS DEMOCRAZIA SOLIDALE,MONICA PERSIANI
DEMOS DEMOCRAZIA SOLIDALE,DANIELE ROSSETTI MATARAZZO
DEMOS DEMOCRAZIA SOLIDALE,GABRIELE SANELLI
DEMOS DEMOCRAZIA SOLIDALE,ANTONIO SEGATORI
DEMOS DEMOCRAZIA SOLIDALE,MD ABDUL WADUD
LISTA CIVICA GUALTIERI SINDACO,MARIA TARALLO
LISTA CIVICA GUALTIERI SINDACO,SABRINA ALBIZZI
LISTA CIVICA GUALTIERI SINDACO,MARCO BARLETTA
LISTA CIVICA GUALTIERI SINDACO,ENRICO CARRADORI
LISTA CIVICA GUALTIERI SINDACO,GASTONE CARSETTI
LISTA CIVICA GUALTIERI SINDACO,GIANCARLO CESAREI
LISTA CIVICA GUALTIERI SINDACO,MARIA LAURA DE ANGELIS
LISTA CIVICA GUALTIERI SINDACO,FRANCESCA DE CARLINI
LISTA CIVICA GUALTIERI SINDACO,ELIANA DI MARTINO
LISTA CIVICA GUALTIERI SINDACO,CATIA DI ROCCO
LISTA CIVICA GUALTIERI SINDACO,AMOR ED DIANI
LISTA CIVICA GUALTIERI SINDACO,MARIA GUALTIERI
LISTA CIVICA GUALTIERI SINDACO,GIULIA MARAS
LISTA CIVICA GUALTIERI SINDACO,GABRIELE MARELLA
LISTA CIVICA GUALTIERI SINDACO,CINZIA MELIS
LISTA CIVICA GUALTIERI SINDACO,FEDRA MORI
LISTA CIVICA GUALTIERI SINDACO,GABRIELE POGGINI
LISTA CIVICA GUALTIERI SINDACO,MAURIZIO TOSON MARIN
SINISTRA CIVICA ECOLOGISTA,MAURO LUZI
SINISTRA CIVICA ECOLOGISTA,FRANCESCA ZANGARI
SINISTRA CIVICA ECOLOGISTA,SIMONE FILOMENA
SINISTRA CIVICA ECOLOGISTA,TERESA DE CHIARA
SINISTRA CIVICA ECOLOGISTA,ILARIA CIMINI
SINISTRA CIVICA ECOLOGISTA,FRANCESCO AMOROSINO
SINISTRA CIVICA ECOLOGISTA,ROBERTO CODINI
SINISTRA CIVICA ECOLOGISTA,ROSARIA D'AMICO
SINISTRA CIVICA ECOLOGISTA,MARINA D'ORTENZIO
SINISTRA CIVICA ECOLOGISTA,MARCO GENOVESI
SINISTRA CIVICA ECOLOGISTA,AMALAN ANGELA INGRAO KOUAME
SINISTRA CIVICA ECOLOGISTA,JACOPO MORRONI
SINISTRA CIVICA ECOLOGISTA,MARCO NARDOVINO
SINISTRA CIVICA ECOLOGISTA,LEOPOLDO NASCIA
SINISTRA CIVICA ECOLOGISTA,LUIGI PORZIA
SINISTRA CIVICA ECOLOGISTA,CRISTIANA SIANO
SINISTRA CIVICA ECOLOGISTA,MORENO TESTAGUZZA
SINISTRA CIVICA ECOLOGISTA,BRUNO TRIVELLATO
SINISTRA CIVICA ECOLOGISTA,MAURA ZACCHI
PD PARTITO DEMOCRATICO,CESARE ALFIDI
PD PARTITO DEMOCRATICO,SIMONETTA ANACLERIO
PD PARTITO DEMOCRATICO,GABRIELE CARRADORI
PD PARTITO DEMOCRATICO,ROBERTO CASAMENTO
PD PARTITO DEMOCRATICO,PAOLA CAVALIERI
PD PARTITO DEMOCRATICO,ANTONIO COMITO
PD PARTITO DEMOCRATICO,MARIA ANTONIETTA DEL MORO
PD PARTITO DEMOCRATICO,SILVIA DE ROSA
PD PARTITO DEMOCRATICO,ITALO DELLA BELLA
PD PARTITO DEMOCRATICO,MARIA TERESA ELLUL
PD PARTITO DEMOCRATICO,NICOLETTA FUNGHI
PD PARTITO DEMOCRATICO,NASTASSJA HABDANK
PD PARTITO DEMOCRATICO,FILIPPO MARIA LAGUZZI
PD PARTITO DEMOCRATICO,ORNELLA LOVELLO
PD PARTITO DEMOCRATICO,MONICA MAGGI
PD PARTITO DEMOCRATICO,LUIGI MAIO
PD PARTITO DEMOCRATICO,FRANCESCO MANCINO
PD PARTITO DEMOCRATICO,MIRKO MANFRE'
PD PARTITO DEMOCRATICO,GABRIELE MICHELI
PD PARTITO DEMOCRATICO,MATTEO PIETROSANTE
PD PARTITO DEMOCRATICO,FEDERICA RAMPINI
PD PARTITO DEMOCRATICO,SIMONA RUSSO
PD PARTITO DEMOCRATICO,SIMONA SORTINO
PD PARTITO DEMOCRATICO,LORENZO SPIZZICHINO
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,STEFANO SAMPAOLO
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,ISABELLA BOARI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,VALERIO BONANNI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,CHIARA CALLINI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,ANTONIO FABRIZI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,CHIARA CENTAMORI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,FRANCESCO LATRONICO
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,MARIA LUCIA CERABONA
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,SERGIO ORSINI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,MARIA ANTONIETTA DE VICO
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,CHRISTIAN RAIMO
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,FRANCESCA FARCHI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,GIOVANNI RUOCCO
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,GIULIA FERRARA
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,ALESSANDRO TADDEI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,ROSA FERRETTI
ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,MATTEO ZOCCHI
