SEZIONE,ENRICO MICHETTI,ROSARIO TREFILETTI,LUCA TEODORI,VIRGINIA RAGGI,FRANCESCO GRISOLIA,CRISTINA CIRILLO,FABRIZIO MARRAZZO,MARGHERITA CORRADO,GIAN LUCA GISMONDI,PAOLO BERDINI,GIUSEPPE CIRILLO,PAOLO ORONZO MAGLI,FABIOLA CENCIOTTI,ROBERTO GUALTIERI,CARLO CALENDA,MICAELA QUINTAVALLE,ELISABETTA CANITANO,CARLO PRIOLO,SERGIO IACOMONI,MONICA LOZZI,GILBERTO TROMBETTA,ANDREA BERNAUDO,TOTALE,AFFLUENZA
866,117,1,1,67,1,0,0,0,1,5,0,0,1,185,124,1,4,0,0,1,3,0,512,0.5967365967365967
867,87,0,0,49,0,1,1,0,0,2,0,0,0,139,87,1,2,0,0,2,1,1,373,0.6094771241830066
868,130,1,0,68,0,1,1,1,1,1,0,1,0,145,86,2,2,0,1,3,1,0,445,0.5749354005167958
869,104,0,3,68,0,4,0,0,0,5,0,0,1,172,144,2,7,0,0,3,0,0,513,0.6396508728179551
870,73,1,0,61,0,1,3,0,0,4,1,0,1,112,98,1,4,0,1,1,0,1,363,0.5377777777777778
871,119,3,1,58,0,0,0,0,0,4,0,0,0,153,86,2,4,0,0,3,1,0,434,0.6253602305475504
872,100,0,4,60,0,1,0,0,0,2,0,0,0,102,61,0,2,0,1,4,1,0,338,0.5098039215686274
873,191,0,6,84,0,1,0,0,2,5,0,0,1,199,173,0,1,0,1,3,1,0,668,0.6337760910815939
874,96,1,6,46,0,0,2,0,0,5,0,1,2,128,87,0,2,0,0,5,0,0,381,0.6018957345971564
875,132,0,8,106,3,1,3,0,0,5,0,0,0,140,62,0,0,0,0,8,4,0,472,0.5388127853881278
876,133,0,3,75,1,5,0,0,1,1,0,0,0,146,97,3,7,0,0,6,0,0,478,0.5444191343963554
877,143,1,2,113,0,1,2,0,0,0,0,0,1,180,96,1,6,0,0,1,1,0,548,0.5626283367556468
878,114,0,10,86,1,4,1,0,2,0,0,0,1,177,93,1,2,0,0,5,1,1,499,0.5133744855967078
879,135,1,5,80,0,0,1,0,0,0,0,0,1,118,121,2,0,0,0,2,2,0,468,0.5645355850422196
880,133,0,1,108,0,3,2,0,0,4,0,0,1,162,76,4,4,0,0,2,1,0,501,0.5859649122807018
881,69,1,1,64,0,1,1,0,0,1,0,0,0,96,44,2,3,0,0,1,3,0,287,0.5088652482269503
882,93,0,0,47,0,0,1,0,0,1,0,0,0,105,61,0,3,0,1,2,0,1,315,0.525
883,111,1,2,76,1,1,0,0,0,2,0,0,1,143,88,4,3,0,1,1,0,0,435,0.5337423312883436
884,81,0,1,84,0,3,1,0,2,2,0,0,0,117,81,4,0,0,0,3,0,0,379,0.536067892503536
885,85,0,2,68,0,0,1,1,0,2,0,0,0,101,76,2,0,0,0,0,0,0,338,0.556836902800659
886,140,0,3,89,3,3,0,0,1,0,0,0,0,150,108,3,1,0,0,3,0,0,504,0.5833333333333334
887,118,1,0,68,0,1,0,0,0,2,0,0,0,145,122,1,4,0,0,3,0,0,465,0.5834378920953576
888,133,0,1,62,0,0,2,0,0,3,0,0,0,107,111,1,4,0,1,6,4,0,435,0.5991735537190083
889,99,0,3,97,0,1,0,0,0,3,0,0,0,114,50,4,1,0,1,6,1,0,380,0.48906048906048905
890,115,1,2,99,0,1,0,0,2,2,1,0,4,153,117,1,2,1,0,10,1,0,512,0.6153846153846154
891,129,1,4,87,0,2,0,0,0,1,0,0,2,149,117,1,0,1,1,3,0,1,499,0.633248730964467
892,108,0,3,78,0,0,0,0,0,2,0,0,0,95,79,1,1,1,0,1,0,0,369,0.5847860538827259
893,112,0,4,58,0,1,0,1,0,0,0,1,0,90,78,2,1,0,0,1,1,0,350,0.5564387917329093
894,121,0,4,83,0,1,1,1,0,1,0,0,0,139,101,0,5,0,0,2,0,1,460,0.6524822695035462
895,106,0,3,68,0,2,1,0,0,2,0,0,2,129,83,0,3,0,0,0,0,0,399,0.6091603053435114
896,95,0,1,72,0,0,1,0,0,0,0,2,1,151,116,1,2,0,0,3,2,0,447,0.6413199426111909
897,131,0,5,71,0,0,0,0,0,0,0,0,0,103,60,1,6,0,0,0,0,0,377,0.5324858757062146
898,101,1,2,67,0,2,0,0,1,6,0,1,0,98,59,1,1,0,0,8,2,0,350,0.5279034690799397
899,93,2,4,76,0,1,2,0,0,2,0,0,1,84,60,1,0,0,0,2,2,0,330,0.5188679245283019
900,75,0,6,88,1,5,1,1,0,2,0,0,0,120,69,2,2,0,0,2,0,0,374,0.5598802395209581
901,128,1,2,80,0,1,1,0,0,1,0,1,0,115,84,3,1,0,0,3,0,0,421,0.5121654501216545
902,104,0,1,77,0,0,2,0,1,0,0,0,0,133,86,2,0,0,0,1,3,0,410,0.5848787446504993
903,95,2,6,68,0,1,2,0,0,2,0,0,0,137,72,1,2,0,0,2,0,0,390,0.5006418485237484
904,111,2,4,93,1,5,2,0,0,0,0,0,1,120,62,1,0,1,0,3,2,0,408,0.5164556962025316
905,84,0,0,52,0,0,0,1,0,1,0,0,0,118,50,1,1,0,1,3,0,0,312,0.5123152709359606
906,94,0,1,95,0,1,1,0,0,1,0,0,0,155,84,0,1,0,0,2,1,0,436,0.5518987341772152
907,81,0,8,44,0,0,0,0,0,0,0,0,0,84,51,1,1,0,0,5,0,0,275,0.5339805825242718
908,111,0,5,78,0,1,1,0,0,5,1,0,0,179,92,0,6,0,1,1,0,0,481,0.5665488810365136
909,106,2,1,63,0,0,0,0,0,3,0,0,2,115,80,4,2,0,0,1,0,0,379,0.5759878419452887
910,118,0,0,93,0,5,2,0,1,5,0,0,0,109,64,0,0,0,1,2,0,0,400,0.5284015852047557
911,104,0,2,65,2,0,2,0,1,0,0,0,0,145,73,4,0,0,0,8,0,0,406,0.530718954248366
912,145,1,4,87,0,1,1,0,0,1,1,0,2,140,84,2,3,0,5,2,0,0,479,0.562206572769953
913,96,0,2,57,0,0,2,1,0,0,0,0,0,99,74,0,2,0,1,0,1,1,336,0.5553719008264463
914,114,0,3,60,0,1,0,0,0,0,0,0,2,120,76,0,2,0,2,4,0,0,384,0.5774436090225564
915,149,0,4,69,0,0,1,0,0,14,0,0,0,156,89,5,1,0,2,7,0,0,497,0.5528364849833148
916,107,0,0,91,1,1,4,0,3,0,0,0,0,102,28,3,3,0,1,5,1,0,350,0.501432664756447
917,124,0,1,103,0,2,1,0,0,1,0,0,2,147,73,4,3,0,5,8,0,0,474,0.5010570824524313
918,85,0,1,50,1,2,3,0,1,3,0,0,0,87,40,1,1,0,11,3,1,1,291,0.45682888540031397
919,151,1,4,121,0,0,1,0,0,6,0,0,0,87,66,0,3,0,2,7,0,0,449,0.41420664206642066
920,111,2,1,84,1,1,0,0,2,10,0,0,0,136,54,3,6,0,0,1,0,1,413,0.5221238938053098
921,123,0,2,117,1,0,0,0,1,2,2,0,1,128,62,1,5,0,0,0,0,0,445,0.5661577608142494
922,74,0,2,71,0,1,0,1,0,12,0,0,0,132,37,0,8,0,0,0,0,0,338,0.4642857142857143
923,112,1,2,67,0,3,2,0,0,4,0,1,0,82,50,2,8,0,0,0,1,0,335,0.453929539295393
924,110,0,4,87,0,1,1,0,2,8,0,0,0,124,47,2,3,0,0,2,1,0,392,0.5833333333333334
925,107,0,3,59,2,3,3,0,0,2,0,0,0,120,30,3,5,0,1,0,0,0,338,0.435006435006435
926,90,0,0,51,0,0,2,0,1,2,0,0,0,79,36,2,7,0,0,0,0,0,270,0.4433497536945813
927,61,0,0,58,2,2,0,0,0,5,0,0,2,70,43,4,2,0,0,1,0,0,250,0.39872408293460926
928,81,0,3,85,0,0,2,1,0,2,0,1,0,76,28,0,1,0,1,0,0,0,281,0.4175334323922734
929,58,0,3,46,0,0,2,0,1,2,0,0,0,93,43,0,2,0,0,2,0,0,252,0.45985401459854014
930,161,0,8,89,0,1,3,0,1,5,0,0,0,126,55,0,3,0,0,0,6,0,458,0.4626262626262626
931,118,1,1,100,0,3,1,1,0,2,0,0,2,72,46,0,1,0,2,8,2,0,360,0.5714285714285714
932,187,1,4,130,0,0,1,0,2,3,1,0,1,164,73,4,6,0,0,1,2,0,580,0.5123674911660777
933,133,0,2,102,0,3,0,0,0,3,0,1,0,103,29,2,6,0,0,2,0,0,386,0.4929757343550447
934,111,1,1,57,0,2,4,0,0,0,0,0,0,88,35,2,3,0,0,2,1,0,307,0.5057660626029654
935,139,1,6,123,0,0,0,0,0,8,0,0,0,179,79,1,6,1,0,3,0,0,546,0.4823321554770318
936,160,1,1,143,1,0,1,0,0,1,0,0,0,114,110,0,3,0,0,4,2,1,542,0.6062639821029083
937,54,0,4,62,0,1,1,1,1,2,0,0,0,82,27,1,5,0,0,5,0,0,246,0.47674418604651164
938,50,1,1,59,0,5,1,0,2,4,0,0,0,101,32,2,3,0,0,4,1,0,266,0.4375
939,33,0,0,52,0,1,1,0,1,0,0,0,0,74,29,0,3,0,4,0,0,0,198,0.4583333333333333
940,67,1,4,67,0,1,0,0,0,0,0,0,0,67,41,2,6,0,0,4,0,0,260,0.5118110236220472
941,97,0,1,69,0,1,1,0,0,5,0,0,0,107,47,2,3,0,0,5,0,0,338,0.5113464447806354
942,163,1,5,77,0,0,0,0,1,5,0,0,0,132,70,2,1,1,1,2,0,0,461,0.5691358024691358
943,144,0,0,88,0,1,0,0,1,0,0,0,0,101,60,0,4,0,1,4,1,0,405,0.4933008526187576
944,127,0,3,66,0,1,0,0,1,0,0,0,0,108,29,0,1,0,0,1,1,0,338,0.5827586206896552
945,93,1,1,48,0,1,0,0,1,1,0,0,1,94,59,1,18,0,0,1,2,0,322,0.44972067039106145
946,182,1,3,98,0,4,0,2,2,4,0,2,1,126,70,2,4,1,2,4,0,0,508,0.5650723025583982
947,125,0,0,88,0,2,1,1,1,3,0,0,0,149,76,1,2,0,0,6,0,0,455,0.49083063646170444
948,149,2,2,0,104,2,1,1,1,4,3,0,1,158,94,0,1,0,3,5,1,0,532,0.6031746031746031
949,160,0,6,83,0,3,1,0,0,0,1,0,1,73,32,3,1,0,1,1,0,0,366,0.39019189765458423
950,120,0,4,63,0,1,2,0,2,0,1,1,2,128,72,3,0,0,0,8,0,1,408,0.5184243964421855
951,113,0,3,79,0,0,0,0,0,1,0,0,0,106,60,2,5,1,3,11,2,0,386,0.5026041666666666
952,158,2,84,0,1,1,0,0,0,1,0,0,1,134,112,0,4,0,5,9,1,0,513,0.6042402826855123
953,85,0,4,78,0,1,2,0,0,2,0,0,0,94,43,2,0,2,2,0,0,0,315,0.4831288343558282
954,128,0,0,84,1,1,1,0,0,3,0,0,1,145,82,1,3,0,1,5,0,0,456,0.5308498253783469
955,121,0,5,106,0,2,2,0,1,1,0,0,1,145,51,1,0,0,2,19,1,0,458,0.5775535939470365
956,117,1,3,103,0,1,1,0,1,8,1,0,1,172,83,3,0,0,0,7,2,0,504,0.5413533834586466
957,95,1,4,77,0,1,1,0,1,0,0,0,0,141,47,1,2,0,0,12,0,0,383,0.5175675675675676
958,89,1,3,67,0,0,1,0,1,3,0,0,2,111,42,1,2,0,2,11,1,0,337,0.48559077809798273
959,114,0,4,108,0,1,1,1,0,5,0,0,0,169,70,4,2,0,0,8,1,0,488,0.5539160045402951
960,101,0,2,89,0,6,1,0,0,4,0,3,0,145,51,1,8,0,0,12,1,0,424,0.5564304461942258
961,75,0,6,118,0,1,3,0,1,11,0,0,1,137,31,2,4,0,0,4,2,0,396,0.5070422535211268
962,125,2,4,70,0,2,1,1,1,6,0,0,2,205,176,4,9,0,0,3,0,0,611,0.6146881287726358
963,90,1,3,51,0,0,0,1,0,3,0,0,0,124,96,1,3,0,0,16,0,1,390,0.5954198473282443
964,86,1,6,57,2,1,1,0,1,5,0,0,0,167,64,3,1,0,0,2,1,0,398,0.5497237569060773
965,102,2,0,48,1,0,2,0,0,0,0,0,4,114,85,1,1,0,1,5,1,1,368,0.5395894428152492
966,155,0,4,71,0,0,2,0,0,0,0,0,1,170,168,2,1,0,1,1,3,2,581,0.6267529665587918
967,91,0,3,52,0,0,0,0,0,2,0,0,1,112,87,1,3,0,1,1,0,0,354,0.5793780687397708
968,100,1,8,80,0,0,0,0,0,3,0,0,1,186,130,2,3,0,0,2,1,0,517,0.618421052631579
969,76,0,3,63,0,5,1,0,1,3,0,1,4,210,109,2,5,0,1,1,1,1,487,0.5715962441314554
970,117,0,1,59,0,1,0,0,1,1,1,0,1,163,137,0,2,0,0,1,1,0,486,0.6254826254826255
971,116,0,1,77,0,1,1,0,0,5,1,0,0,126,94,0,2,0,0,0,1,0,425,0.6315007429420505
972,134,1,3,92,0,1,1,0,0,3,0,0,0,182,120,7,7,0,0,1,0,0,552,0.5935483870967742
973,101,0,5,61,1,3,3,1,0,3,0,0,1,167,103,1,5,0,0,0,1,0,456,0.5743073047858942
974,101,2,3,83,0,3,0,4,0,1,0,0,1,150,97,2,3,0,0,0,0,0,450,0.5521472392638037
975,113,0,0,101,0,4,4,0,0,3,0,0,1,187,106,1,3,0,0,1,2,0,526,0.590347923681257
976,103,0,1,65,0,0,0,0,0,2,1,0,0,84,90,1,1,0,0,2,0,0,350,0.48678720445062584
977,101,1,5,94,1,2,3,0,2,2,0,0,0,193,107,2,3,0,0,4,3,0,523,0.5843575418994413
978,91,1,3,76,0,0,0,2,0,1,0,0,2,157,105,2,1,0,0,0,2,0,443,0.5828947368421052
979,84,0,1,54,0,0,1,0,2,6,1,0,1,156,99,1,2,0,1,1,0,0,410,0.5394736842105263
980,99,0,3,78,0,1,1,1,1,0,0,0,1,151,81,2,1,0,0,2,1,0,423,0.5465116279069767
981,111,0,4,62,0,0,0,0,0,2,0,0,1,161,112,0,3,1,1,0,0,2,460,0.6460674157303371
982,108,0,3,38,0,1,0,2,0,2,1,0,1,186,103,3,2,0,0,3,1,0,454,0.5965834428383706
983,96,0,5,62,0,0,1,0,0,1,0,0,1,139,136,0,5,0,0,3,2,0,451,0.5811855670103093
984,87,0,0,45,0,1,1,0,0,3,0,0,1,123,98,0,0,0,0,1,0,0,360,0.5769230769230769
985,94,2,3,59,0,1,2,1,1,1,0,0,0,141,144,4,3,0,0,0,0,0,456,0.5772151898734177
986,101,1,4,69,0,4,0,0,0,12,1,0,1,122,67,0,4,0,1,0,1,0,388,0.48198757763975153
987,89,0,2,35,0,1,2,0,0,2,1,0,1,99,69,1,1,0,0,2,0,0,305,0.5143338954468802
988,120,2,3,125,0,0,1,0,0,1,0,0,0,162,99,0,4,0,0,5,1,1,524,0.5770925110132159
989,105,0,1,75,0,2,0,0,0,3,0,0,0,130,83,0,0,0,0,7,0,1,407,0.5285714285714286
990,79,1,0,79,0,2,0,1,1,1,0,0,1,134,66,1,3,0,1,7,0,0,377,0.5503649635036496
991,99,0,6,82,0,3,0,0,2,3,0,0,0,142,104,1,3,0,0,0,0,0,445,0.5493827160493827
992,93,0,3,72,0,0,1,1,0,2,0,0,3,155,117,0,5,0,0,1,0,0,453,0.5852713178294574
993,88,0,3,52,0,0,0,0,0,1,0,0,2,141,138,1,3,0,0,2,0,0,431,0.6165951359084406
994,65,1,0,59,0,0,0,0,0,2,0,0,1,122,104,2,1,0,0,2,3,0,362,0.6306620209059234
995,129,0,3,56,0,1,0,1,0,1,0,0,1,168,146,1,1,0,1,1,2,1,513,0.5910138248847926
996,120,0,7,64,1,0,1,1,0,3,0,0,1,172,114,5,1,0,0,1,0,1,492,0.6448230668414154
997,92,4,5,78,0,1,1,0,0,4,1,0,2,176,136,2,3,0,0,0,0,0,505,0.6026252983293556
998,114,1,3,84,0,5,0,0,1,3,0,0,1,216,91,2,4,0,0,2,2,0,529,0.6038812785388128
999,91,0,1,62,0,1,0,0,0,3,0,1,0,139,76,1,3,0,0,2,0,0,380,0.5621301775147929
1000,63,0,1,57,0,0,1,0,0,1,1,0,2,124,92,0,3,0,0,0,1,0,346,0.5854483925549916
1001,69,0,2,61,0,0,2,0,0,2,0,1,0,109,65,1,4,0,1,3,2,0,322,0.5729537366548043
1002,128,0,5,75,0,2,3,0,0,0,0,1,1,145,128,1,11,0,0,2,2,0,504,0.6237623762376238
1003,108,6,1,92,0,2,0,0,1,5,0,0,0,166,109,4,1,0,0,9,0,0,504,0.581986143187067
1004,98,1,5,91,0,1,1,0,1,0,0,0,2,167,133,0,5,0,0,3,0,0,508,0.6195121951219512
1005,93,1,5,46,0,3,0,0,3,0,0,0,0,116,94,2,4,0,0,1,0,2,370,0.593900481540931
1006,62,1,1,59,0,1,1,0,0,1,1,0,1,136,71,4,1,0,0,1,0,0,341,0.5789473684210527
1007,115,0,0,71,0,0,1,0,1,2,0,0,2,163,109,0,4,0,0,7,0,1,476,0.6611111111111111
1008,130,0,2,100,0,2,0,0,0,7,0,1,2,198,117,3,1,0,0,8,2,0,573,0.5400565504241281
1009,162,0,1,141,2,0,2,1,0,0,0,0,0,96,106,1,0,0,0,1,1,1,515,0.5364583333333334
1010,147,1,8,115,0,2,2,0,0,3,0,0,0,237,110,2,4,0,0,4,0,0,635,0.5783242258652095
1011,210,1,5,140,0,1,3,0,0,2,0,0,0,130,135,0,3,0,0,3,1,2,636,0.7004405286343612
1012,172,0,4,84,0,1,2,0,1,4,0,0,0,168,184,2,2,0,0,6,0,1,631,0.5924882629107981
1013,180,0,0,102,0,0,1,0,0,3,0,0,0,202,121,0,0,0,0,7,0,0,616,0.5564588979223125
1014,85,0,0,62,0,0,0,0,0,0,1,1,0,103,107,0,1,1,0,5,0,2,368,0.6164154103852596
1015,99,1,6,55,0,1,2,0,0,0,0,1,2,86,65,1,2,0,0,2,0,4,327,0.5637931034482758
1016,55,1,2,51,0,1,0,0,0,3,0,0,1,71,44,1,3,0,1,3,0,3,240,0.5741626794258373
1017,148,1,3,64,0,0,0,1,0,1,1,0,1,167,75,5,1,1,0,0,5,0,474,0.5602836879432624
1018,122,0,8,92,0,1,0,1,0,3,0,0,0,132,78,1,1,0,2,3,3,0,447,0.5775193798449613
1019,159,0,2,93,1,1,1,0,2,2,1,0,5,147,101,4,4,0,0,0,2,0,525,0.6287425149700598
1020,138,1,2,67,0,2,1,0,0,3,0,0,1,111,96,1,0,0,2,1,1,1,428,0.5107398568019093
1021,102,1,0,65,1,0,2,0,0,3,0,2,0,130,101,1,4,0,0,4,2,0,418,0.6040462427745664
1022,102,1,1,87,0,1,0,0,1,2,0,0,2,178,118,0,1,0,0,4,0,0,498,0.6535433070866141
1023,31,0,0,6,0,0,0,0,0,0,0,0,0,13,16,0,0,0,0,0,0,0,66,0.5
1024,153,2,3,81,0,3,3,0,0,5,0,0,0,112,71,2,1,0,0,8,1,0,445,0.4884742041712404
1025,119,2,2,82,0,0,0,0,1,1,0,0,2,116,74,3,0,0,0,11,0,0,413,0.5181932245922208
1026,67,0,4,57,0,2,1,0,1,1,0,0,0,76,25,3,2,0,1,8,1,0,249,0.4519056261343013
1027,93,2,3,131,1,0,3,0,0,2,2,0,0,133,61,2,2,0,0,7,0,0,442,0.533816425120773
1028,101,0,2,76,0,2,0,0,0,2,2,0,1,92,36,0,1,0,0,4,0,0,319,0.453125
1029,107,0,0,104,1,1,0,0,0,1,1,0,0,98,66,1,1,0,1,3,1,0,386,0.4765432098765432
1030,118,0,0,85,1,2,2,0,1,4,0,1,0,97,28,1,3,0,0,7,2,1,353,0.42326139088729015
1031,104,1,4,91,0,3,0,0,1,1,0,0,0,92,54,0,2,0,0,1,0,1,355,0.4308252427184466
1032,77,1,0,87,1,2,1,0,0,6,0,0,0,83,28,1,6,0,2,8,0,0,303,0.4105691056910569
1033,100,1,3,75,0,2,0,0,3,0,0,0,0,102,42,4,3,0,0,4,0,0,339,0.44900662251655626
1034,96,1,2,86,1,1,1,2,2,2,0,0,1,75,36,0,4,0,0,5,1,0,316,0.4744744744744745
1035,84,1,0,67,0,0,0,0,0,0,0,0,1,86,47,0,5,0,0,6,0,0,297,0.4744408945686901
1036,75,1,0,66,0,1,0,0,1,1,0,0,0,94,41,2,2,1,0,14,0,0,299,0.42714285714285716
1037,74,0,5,77,0,0,0,0,0,3,0,0,1,109,42,0,1,0,2,20,0,0,334,0.4606896551724138
1038,96,0,0,91,0,1,0,1,0,4,0,0,2,94,51,0,2,0,0,9,0,0,351,0.47690217391304346
1039,69,0,4,62,0,0,2,0,1,0,0,0,0,74,25,0,1,0,0,11,2,0,251,0.40224358974358976
1040,114,1,1,68,1,1,0,1,0,2,1,0,0,110,46,1,3,1,1,6,0,0,358,0.4266984505363528
1041,107,1,0,68,0,2,0,0,0,1,1,1,0,88,67,2,5,0,0,3,0,0,346,0.5141158989598811
1042,201,1,9,153,0,0,1,0,1,6,0,0,2,124,84,0,1,2,0,4,0,0,589,0.5335144927536232
1043,83,1,2,60,0,2,0,0,0,4,0,0,0,103,40,0,0,0,0,8,0,0,303,0.46048632218844987
1044,103,0,6,76,0,2,2,0,1,2,1,0,1,67,32,0,1,0,0,3,1,0,298,0.4043419267299864
1045,97,2,0,71,0,0,2,0,0,2,0,2,1,85,67,0,3,0,0,7,0,0,339,0.46502057613168724
1046,85,0,2,53,0,0,0,0,1,3,0,0,0,87,35,0,1,0,0,5,0,0,272,0.43106180665610144
1047,91,0,4,74,0,0,0,0,0,2,0,0,0,85,40,2,3,0,0,2,0,0,303,0.46189024390243905
1048,100,0,5,78,0,2,1,0,1,2,0,1,0,75,39,3,3,0,0,5,1,0,316,0.455988455988456
1049,97,0,2,58,0,3,1,0,0,2,0,0,1,114,32,1,3,0,0,6,0,0,320,0.4915514592933948
1050,81,0,1,89,0,1,3,1,1,1,1,2,1,111,43,6,1,0,0,18,0,0,361,0.582258064516129
1051,105,0,2,51,0,0,0,0,0,3,0,0,0,101,34,0,2,0,0,15,0,1,314,0.5032051282051282
1052,88,0,0,76,0,2,1,0,0,1,1,0,1,104,60,0,1,0,0,9,2,0,346,0.5133531157270029
1053,94,0,1,76,0,0,1,0,0,0,0,0,2,112,32,0,7,0,0,5,0,0,330,0.4661016949152542
1054,124,0,5,88,0,4,1,0,4,6,0,0,0,115,51,3,1,0,2,7,0,0,411,0.5269230769230769
1055,124,0,0,83,0,3,1,0,0,6,0,0,0,90,54,1,0,0,0,4,1,0,367,0.469910371318822
1056,100,0,5,72,0,1,2,0,0,1,3,0,0,0,116,50,3,5,0,1,9,1,369,0.43514150943396224
1057,67,0,4,35,0,1,0,0,0,5,0,0,3,98,35,4,1,0,0,10,0,0,263,0.5445134575569358
1058,142,0,1,112,0,2,1,0,1,0,0,0,0,141,62,3,0,0,0,5,0,0,470,0.5575326215895611
1059,219,0,6,71,0,0,0,2,0,1,1,0,1,84,134,0,1,0,0,3,2,0,525,0.7322175732217573
1060,116,1,2,83,1,1,1,0,2,2,0,0,1,169,71,2,3,0,0,16,0,0,471,0.5256696428571429
1061,93,0,2,120,0,3,1,0,1,2,0,0,0,80,54,2,3,0,0,6,1,0,368,0.4760672703751617
1062,113,1,2,97,0,3,1,1,0,7,0,0,0,86,23,1,1,0,0,7,0,0,343,0.4059171597633136
1063,113,4,3,101,0,1,2,0,0,3,0,0,3,120,53,0,5,0,0,5,1,0,414,0.518796992481203
1064,92,0,4,98,0,3,0,0,0,6,0,0,0,140,60,3,2,0,0,6,0,1,415,0.5403645833333334
1065,100,1,3,75,0,1,2,0,3,1,1,0,1,138,49,1,1,0,0,5,1,0,383,0.5154777927321669
1066,155,0,3,114,0,4,2,0,0,1,0,0,1,166,69,1,2,0,0,15,0,0,533,0.5975336322869955
1067,95,2,1,126,0,1,0,0,0,2,0,0,1,123,50,5,2,0,0,18,0,1,427,0.5611038107752957
1068,68,0,2,47,0,0,1,0,2,1,0,0,0,79,45,0,1,0,1,5,1,0,253,0.524896265560166
1069,90,0,1,66,0,1,0,0,1,0,0,1,0,106,56,1,3,0,0,4,0,0,330,0.5238095238095238
1070,85,0,1,55,0,1,0,1,0,1,0,0,0,39,12,1,1,0,0,2,0,0,199,0.38269230769230766
1071,132,0,3,103,0,0,0,0,0,1,0,0,1,110,52,1,0,0,0,8,1,0,412,0.4975845410628019
1072,127,2,6,106,0,0,0,0,0,3,0,0,1,157,98,0,2,0,0,10,0,1,513,0.5944380069524913
1073,62,0,0,64,0,1,0,0,0,0,0,0,0,65,7,3,1,0,0,1,0,0,204,0.37294332723948814
1074,165,0,2,121,0,1,0,0,0,4,1,0,1,91,167,3,2,0,0,2,1,1,562,0.47993168232280103
1075,58,0,2,63,0,0,0,0,1,1,0,0,1,33,11,0,5,0,0,1,2,1,179,0.16854990583804144
1076,157,0,6,160,1,1,3,0,2,2,0,0,1,120,43,2,6,0,1,10,1,1,517,0.5476694915254238
1077,120,0,6,163,0,0,0,0,0,5,2,0,2,146,50,1,4,0,0,8,1,0,508,0.5650723025583982
1078,100,0,1,129,1,1,1,1,0,1,0,0,0,93,45,0,0,0,0,5,3,0,381,0.6047619047619047
1079,105,1,1,109,2,6,1,1,0,5,0,0,0,124,47,3,1,0,0,10,2,0,418,0.5277777777777778
1080,99,0,3,141,0,1,2,0,1,0,0,0,0,83,41,2,0,0,2,7,1,1,384,0.4948453608247423
1081,84,1,4,88,0,3,0,0,0,2,0,0,2,75,32,1,0,0,0,4,0,0,296,0.5333333333333333
1082,90,0,0,108,0,0,1,0,0,0,0,1,0,105,65,1,2,0,0,6,0,0,379,0.583076923076923
1083,91,1,3,97,0,0,0,0,0,0,0,0,0,110,43,0,4,0,0,0,0,0,349,0.49644381223328593
1084,113,0,0,62,0,0,0,1,2,1,0,0,1,31,30,1,3,0,0,3,0,0,248,0.3674074074074074
1085,124,1,2,118,0,1,1,1,0,0,0,0,0,89,53,1,4,1,0,5,0,0,401,0.526246719160105
1086,122,1,2,75,0,0,0,0,0,2,0,0,0,71,38,1,1,0,0,1,0,0,314,0.5441941074523396
1087,136,0,4,129,0,2,2,0,0,4,0,1,0,103,49,2,1,0,1,1,4,0,439,0.5535939470365699
1088,117,1,5,75,1,0,0,0,0,2,0,0,1,91,24,3,3,0,1,4,0,0,328,0.47883211678832116
1089,114,1,0,84,1,2,1,0,0,0,0,0,1,54,19,2,2,0,0,2,5,0,288,0.4298507462686567
1090,92,0,0,92,0,0,1,0,0,1,1,0,0,50,28,1,0,0,0,2,0,0,268,0.41875
1091,91,0,4,84,0,1,2,0,0,5,0,0,2,102,28,2,3,0,0,9,0,0,333,0.5091743119266054
1092,97,1,2,97,0,0,1,0,0,1,0,0,0,104,30,1,2,0,2,3,0,0,341,0.53198127925117
1093,107,1,2,81,0,0,1,0,0,7,0,0,0,151,66,1,4,0,2,5,0,0,428,0.6312684365781711
1094,110,1,3,95,0,0,1,1,0,3,0,0,0,158,59,3,1,0,0,8,0,0,443,0.5883134130146083
1095,107,1,1,101,0,2,1,0,0,6,0,0,0,200,87,1,5,0,0,13,0,0,525,0.5602988260405549
1096,127,0,0,100,0,1,1,0,1,1,0,0,0,153,77,0,2,0,1,10,1,0,475,0.5453501722158438
1097,96,0,3,66,0,0,1,0,0,0,0,0,0,120,64,1,0,0,1,4,0,1,357,0.5417298937784522
1098,128,0,8,94,0,2,1,0,0,1,0,0,0,154,88,1,1,0,0,6,0,0,484,0.5982694684796045
1099,123,1,4,56,0,0,2,0,0,3,0,1,1,151,116,1,1,0,0,5,0,1,466,0.643646408839779
1100,134,0,3,107,0,3,4,1,1,0,0,0,1,181,96,3,4,1,0,1,0,0,540,0.5800214822771214
1101,96,0,2,71,0,1,0,2,0,1,0,0,0,66,65,0,3,0,0,9,1,0,317,0.5551663747810858
1102,122,1,4,116,0,0,0,0,0,4,0,0,0,170,97,3,2,0,4,6,0,0,529,0.5768811341330425
1103,146,2,0,77,0,0,1,0,1,1,0,0,1,151,114,0,1,1,0,10,8,1,515,0.639751552795031
1104,157,0,0,77,0,0,2,0,1,2,1,1,1,178,119,1,2,0,1,3,1,0,547,0.6338354577056778
